
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 12, 1999 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1999
H. influenzae, Invasive cummulative for 1998
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type A cummulative for 1998
Hepatitis (Viral), Type B cummulative for 1999
Hepatitis (Viral), Type B cummulative for 1998
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1999
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1999
Measles (Rubeola), Total cummulative for 1999
Measles (Rubeola), Total cummulative for 1998

tab delimited data:
test
UNITED STATES	535	544	7,008	10,143	2,802	3,593	-	27	-	13	40	34									
NEW ENGLAND	38	34	83	138	46	75	-	5	-	4	9	1									
Maine	5	2	2	13	-	-	-	-	-	-	-	-									
N.H.	7	1	7	7	6	7	-	-	-	1	1	-									
Vt.	4	2	3	10	1	3	-	-	-	-	-	-									
Mass.	15	27	24	45	24	31	-	4	-	2	6	1									
R.I.	-	2	9	9	15	20	-	-	-	-	-	-									
Conn.	7	-	38	54	-	14	-	1	-	1	2	-									
MID. ATLANTIC	67	82	465	757	360	592	-	-	-	2	2	11									
Upstate N.Y.	36	27	109	151	90	139	-	-	-	2	2	2									
N.Y. City	10	24	75	287	85	194	-	-	-	-	-	-									
N.J.	21	27	57	136	40	98	U	-	U	-	-	8									
Pa.	-	4	224	183	145	161	-	-	-	-	-	1									
E.N. CENTRAL	73	89	1,409	1,365	256	427	-	1	-	-	1	11									
Ohio	28	33	333	151	42	31	-	-	-	-	-	-									
Ind.	12	20	93	80	23	45	-	1	-	-	1	3									
Ill.	26	32	211	352	-	116	-	-	-	-	-	-									
Mich.	7	-	746	671	190	193	-	-	-	-	-	8									
Wis.	-	4	26	111	1	42	U	-	U	-	-	-									
W.N. CENTRAL	45	31	332	798	235	182	-	-	-	-	-	-									
Minn.	12	17	33	60	19	16	-	-	-	-	-	-									
Iowa	15	1	76	341	109	26	-	-	-	-	-	-									
Mo.	12	8	180	325	84	115	-	-	-	-	-	-									
N. Dak.	-	-	1	2	-	4	-	-	-	-	-	-									
S. Dak.	1	-	8	8	1	1	-	-	-	-	-	-									
Nebr.	3	-	16	12	7	8	-	-	-	-	-	-									
Kans.	2	5	18	50	15	12	-	-	-	-	-	-									
S. ATLANTIC	127	101	833	682	494	366	-	1	-	3	4	6									
Del.	-	-	1	3	-	-	-	-	-	-	-	1									
Md.	31	33	145	157	70	80	-	-	-	-	-	1									
D.C.	3	-	32	28	11	6	U	-	U	-	-	-									
Va.	10	12	63	121	41	48	-	1	-	2	3	2									
W. Va.	4	4	14	1	11	3	-	-	-	-	-	-									
N.C.	21	12	58	41	100	81	-	-	-	-	-	-									
S.C.	2	3	17	16	38	1	-	-	-	-	-	-									
Ga.	29	20	217	161	60	64	-	-	-	-	-	1									
Fla.	27	17	286	154	163	83	-	-	-	1	1	1									
E.S. CENTRAL	44	35	218	198	206	183	-	-	-	-	-	-									
Ky.	6	5	32	11	24	22	-	-	-	-	-	-									
Tenn.	24	22	112	113	91	130	-	-	-	-	-	-									
Ala.	12	7	35	44	46	31	-	-	-	-	-	-									
Miss.	2	1	39	30	45	-	U	-	U	-	-	-									
W.S. CENTRAL	30	28	1,273	1,918	263	594	-	1	-	2	3	-									
Ark.	1	-	25	37	21	34	-	-	-	-	-	-									
La.	7	12	58	37	72	47	-	-	-	-	-	-									
Okla.	20	14	219	260	55	31	-	-	-	-	-	-									
Tex.	2	2	971	1,584	115	482	-	1	-	2	3	-									
MOUNTAIN	56	74	685	1,537	292	360	-	1	-	-	1	-									
Mont.	1	-	12	50	15	3	-	-	-	-	-	-									
Idaho	1	-	26	118	15	15	-	-	-	-	-	-									
Wyo.	1	-	4	22	5	2	U	-	U	-	-	-									
Colo.	6	14	116	116	41	44	-	-	-	-	-	-									
N. Mex.	11	3	22	80	104	137	-	-	-	-	-	-									
Ariz.	30	37	427	943	72	91	-	1	-	-	1	-									
Utah	4	3	25	98	15	31	-	-	-	-	-	-									
Nev.	2	17	53	110	25	37	-	-	-	-	-	-									
PACIFIC	55	70	1,710	2,750	650	814	-	18	-	2	20	5									
Wash.	1	3	129	535	30	50	-	-	-	-	-	1									
Oreg.	21	29	128	218	41	82	-	8	-	-	8	-									
Calif.	27	32	1,443	1,957	565	668	-	10	-	2	12	4									
Alaska	4	1	3	12	8	7	-	-	-	-	-	-									
Hawaii	2	5	7	28	6	7	-	-	-	-	-	-									
Guam	-	-	-	-	-	1	U	-	U	-	-	-									
P.R.	1	2	77	25	69	255	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	-	-	-	1	-	31	U	-	U	-	-	-									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


