
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 12, 2005 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	1,072	1,736	29	47	4,064	3,936	-	-	-												
NEW ENGLAND	44	50	-	6	79	172	-	-	-												
Maine	-	-	-	-	66	17	-	-	-												
N.H.	3	-	-	-	-	-	-	-	-												
Vt.	-	-	-	-	12	155	-	-	-												
Mass.	30	27	-	6	1	-	-	-	-												
R.I.	-	9	-	-	-	-	-	-	-												
Conn.	11	14	-	-	-	-	-	-	-												
MID. ATLANTIC	293	292	8	11	775	9	-	-	-												
Upstate N.Y.	29	30	1	-	-	-	-	-	-												
N.Y. City	163	169	1	5	-	-	-	-	-												
N.J.	62	56	3	4	-	-	-	-	-												
Pa.	39	37	3	2	775	9	-	-	-												
E.N. CENTRAL	191	155	1	2	1,610	1,506	-	-	-												
Ohio	36	32	-	1	259	401	-	-	-												
Ind.	20	32	1	-	N	N	-	-	-												
Ill.	101	69	-	-	2	-	-	-	-												
Mich.	19	10	-	1	1,227	947	-	-	-												
Wis.	15	12	-	-	122	158	-	-	-												
W.N. CENTRAL	67	52	1	1	24	41	-	-	-												
Minn.	20	20	1	1	-	-	-	-	-												
Iowa	7	5	-	-	N	N	-	-	-												
Mo.	24	17	-	-	2	-	-	-	-												
N. Dak.	1	-	-	-	3	22	-	-	-												
S. Dak.	4	2	-	-	19	19	-	-	-												
Nebr.	1	2	-	-	-	-	-	-	-												
Kans.	10	6	-	-	-	-	-	-	N												
S. ATLANTIC	232	352	4	8	387	362	-	-	-												
Del.	-	4	-	-	1	-	-	-	-												
Md.	37	26	1	2	-	-	-	-	-												
D.C.	20	4	-	-	2	5	-	-	-												
Va.	-	22	-	2	28	41	-	-	-												
W. Va.	6	5	-	-	317	257	-	-	N												
N.C.	24	22	1	2	-	N	-	-	-												
S.C.	20	16	-	-	39	59	-	-	-												
Ga.	3	127	1	-	-	-	-	-	-												
Fla.	122	126	1	2	-	-	-	-	-												
E.S. CENTRAL	59	84	2	-	-	-	-	-	-												
Ky.	20	6	1	-	N	N	-	-	-												
Tenn.	39	31	1	-	-	-	-	-	-												
Ala.	-	30	-	-	-	-	-	-	-												
Miss.	-	17	-	-	-	-	-	-	-												
W.S. CENTRAL	35	354	2	5	431	1,295	-	-	-												
Ark.	15	20	-	-	-	-	-	-	-												
La.	-	-	-	-	4	33	-	-	-												
Okla.	20	24	-	-	-	-	-	-	-												
Tex.	-	310	2	5	427	1,262	-	-	-												
MOUNTAIN	18	55	1	2	758	551	-	-	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	-	-	-	32	11	-	-	-												
Colo.	-	13	-	-	534	387	-	-	-												
N. Mex.	1	5	-	-	36	21	-	-	-												
Ariz.	15	21	1	1	-	-	-	-	-												
Utah	2	9	-	1	156	132	-	-	-												
Nev.	-	7	-	-	-	-	-	-	-												
PACIFIC	133	342	10	12	-	-	-	-	-												
Wash.	36	41	-	1	N	N	-	-	-												
Oreg.	21	12	1	-	-	-	-	-	-												
Calif.	50	257	5	8	-	-	-	-	-												
Alaska	2	7	-	-	-	-	-	-	-												
Hawaii	24	25	4	3	-	-	-	-	-												
Guam	-	12	-	-	-	16	-	-	-												
P.R.	-	5	-	-	38	81	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


