
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 31, 1999 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Cryptosporidiosis cummulative for 1999
Cryptosporidiosis cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	26,427	27,228	329,744	327,356	793	1,189	1,132	1,267	696	1,091											
NEW ENGLAND	1,298	1,007	10,882	11,755	45	90	140	162	117	150											
Maine	43	21	193	573	12	19	15	21	-	-											
N.H.	31	23	528	555	7	11	18	22	19	30											
Vt.	6	14	273	234	9	14	16	8	7	6											
Mass.	842	506	5,276	4,809	17	41	75	85	52	84											
R.I.	70	81	1,343	1,379	-	5	16	5	6	1											
Conn.	306	362	3,269	4,205	-	-	U	21	33	29											
MID. ATLANTIC	6,746	7,543	39,234	34,556	112	326	80	136	27	47											
Upstate N.Y.	846	966	N	N	71	193	72	93	-	-											
N.Y. City	3,592	4,053	21,145	15,196	22	121	2	8	4	9											
N.J.	1,278	1,458	6,197	6,665	9	12	6	35	23	28											
Pa.	1,030	1,066	11,892	12,695	10	-	N	N	-	10											
E.N. CENTRAL	1,719	2,071	48,027	56,524	79	143	211	227	147	188											
Ohio	262	435	13,550	15,395	25	44	74	54	52	34											
Ind.	224	353	6,367	6,124	14	30	30	58	20	29											
Ill.	783	818	16,016	14,932	15	41	65	63	33	39											
Mich.	360	350	12,094	12,282	25	18	42	52	17	34											
Wis.	90	115	U	7,791	-	10	N	N	25	52											
W.N. CENTRAL	611	528	18,494	19,532	66	164	234	184	114	178											
Minn.	105	102	3,264	3,999	14	55	81	70	69	85											
Iowa	55	49	1,398	2,217	16	39	45	48	12	35											
Mo.	295	243	7,870	7,002	12	13	23	18	25	29											
N. Dak.	4	4	325	558	11	18	3	6	1	12											
S. Dak.	13	11	832	918	3	17	17	8	4	12											
Nebr.	45	48	1,919	1,624	9	18	54	19	-	-											
Kans.	94	71	2,886	3,214	1	4	11	15	3	5											
S. ATLANTIC	7,281	6,810	74,882	58,492	189	126	147	95	72	91											
Del.	95	90	1,564	1,438	-	-	2	-	-	1											
Md.	793	824	6,397	3	10	12	10	16	-	9											
D.C.	274	566	N	N	7	4	-	1	-	-											
Va.	372	501	8,417	6,992	10	1	35	-	27	31											
W. Va.	40	59	1,088	1,381	-	1	5	6	1	3											
N.C.	482	459	13,363	11,752	5	-	27	18	25	32											
S.C.	683	449	8,635	10,786	-	-	14	5	10	3											
Ga.	1,091	727	18,331	13,290	93	42	14	39	-	-											
Fla.	3,451	3,135	17,087	12,850	64	66	40	10	9	12											
E.S. CENTRAL	1,145	1,079	23,055	22,962	12	17	65	76	34	43											
Ky.	176	155	3,333	3,601	2	7	15	24	-	-											
Tenn.	442	374	8,057	7,503	4	6	31	32	18	26											
Ala.	287	329	6,616	5,903	4	-	15	17	13	16											
Miss.	240	221	5,049	5,955	2	4	4	3	3	1											
W.S. CENTRAL	2,858	3,318	47,996	50,296	34	21	41	52	47	64											
Ark.	107	123	3,394	2,079	-	4	6	6	5	8											
La.	541	581	7,726	8,260	21	10	3	3	6	2											
Okla.	74	184	4,738	5,729	3	3	15	10	9	5											
Tex.	2,136	2,430	32,138	34,228	10	4	17	33	27	49											
MOUNTAIN	1,021	965	19,002	18,429	49	77	94	167	56	146											
Mont.	5	18	817	720	8	6	5	8	-	2											
Idaho	16	19	786	1,125	3	14	6	15	6	11											
Wyo.	4	1	431	374	-	-	3	48	5	53											
Colo.	197	186	4,104	4,580	4	6	32	32	23	30											
N. Mex.	65	153	2,644	2,083	20	32	6	14	1	11											
Ariz.	518	376	7,469	6,288	9	12	18	20	11	15											
Utah	84	70	1,126	1,323	-	-	17	23	8	15											
Nev.	132	142	1,625	1,936	5	7	7	7	2	9											
PACIFIC	3,748	3,907	48,172	54,810	207	225	120	168	82	184											
Wash.	218	266	6,728	6,435	-	-	34	29	26	49											
Oreg.	118	117	3,418	3,070	79	23	27	44	23	51											
Calif.	3,348	3,411	35,409	42,848	128	199	59	93	28	77											
Alaska	13	17	1,011	1,105	-	-	-	2	-	-											
Hawaii	51	96	1,606	1,352	-	3	-	-	5	7											
Guam	5	-	226	221	-	-	N	N	-	-											
P.R.	821	1,136	U	U	-	-	5	-	U	U											
V.I.	19	18	N	N	-	-	N	N	U	U											
Amer. Samoa	-	-	U	U	-	-	N	N	U	U											
C.N.M.I.	-	-	N	N	-	-	N	N	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


