
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 5, 2001 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2001
AIDS § cummulative for 2000
Chlamydia† cummulative for 2001
Chlamydia† cummulative for 2000
Cryptosporidiosis cummulative for 2001
Cryptosporidiosis cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 2001
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 2001
Escherichia coli O157:H7 PHLIS cummulative for 2000

tab delimited data:
test
UNITED STATES	11,921	12,725	208,487	233,615	471	488	350	517	240	431											
NEW ENGLAND	469	789	7,830	7,982	18	28	42	57	35	51											
Maine	14	14	425	411	2	5	5	3	4	4											
N.H.	13	11	374	366	-	1	8	5	6	4											
Vt.	10	1	206	193	6	8	2	1	1	2											
Mass.	271	526	3,565	3,479	5	7	18	27	15	20											
R.I.	40	33	951	818	3	2	3	-	2	-											
Conn.	121	204	2,309	2,715	2	5	6	21	7	21											
MID. ATLANTIC	2,254	3,159	17,359	22,308	50	96	33	67	21	64											
Upstate N.Y.	97	157	N	N	24	26	26	58	10	38											
N.Y. City	1,028	1,930	9,518	9,571	24	65	-	6	1	2											
N.J.	635	628	1,374	4,529	1	1	7	3	10	11											
Pa.	494	444	6,467	8,208	1	4	N	N	-	13											
E.N. CENTRAL	926	1,259	29,788	41,385	145	98	77	93	32	59											
Ohio	167	172	3,394	10,787	37	18	26	17	16	10											
Ind.	85	97	5,121	4,523	17	6	14	11	2	10											
Ill.	433	803	7,859	11,968	-	15	9	30	7	24											
Mich.	189	141	10,115	8,283	40	12	16	13	-	10											
Wis.	52	46	3,299	5,824	51	47	12	22	7	5											
W.N. CENTRAL	243	271	10,420	13,313	23	27	28	72	28	70											
Minn.	47	47	2,102	2,804	-	4	8	10	12	30											
Iowa	24	23	1,325	1,711	13	7	4	13	2	7											
Mo.	117	123	3,195	4,492	5	6	6	25	8	16											
N. Dak.	1	-	323	321	-	1	-	5	2	4											
S. Dak.	-	3	646	615	2	3	3	2	1	2											
Nebr.	16	19	824	1,245	3	3	-	11	-	8											
Kans.	38	56	2,005	2,125	-	3	7	6	3	3											
S. ATLANTIC	3,720	3,357	44,443	42,244	106	76	45	46	22	36											
Del.	72	63	1,034	1,049	1	1	-	1	-	-											
Md.	436	388	4,370	4,253	20	4	2	8	-	1											
D.C.	297	264	1,206	1,097	7	-	-	-	U	U											
Va.	270	237	6,230	5,137	5	3	9	10	7	10											
W. Va.	28	19	799	722	-	-	1	2	-	2											
N.C.	190	169	7,168	6,863	14	6	20	8	9	3											
S.C.	250	256	4,339	3,604	-	-	2	2	2	2											
Ga.	392	355	8,758	8,407	38	49	5	5	2	8											
Fla.	1,785	1,606	10,539	11,112	21	13	6	10	2	10											
E.S. CENTRAL	682	596	16,364	17,477	12	17	14	28	12	21											
Ky.	121	80	3,052	2,795	1	-	1	10	3	8											
Tenn.	220	259	5,051	4,987	2	3	8	11	8	11											
Ala.	174	163	4,183	5,599	4	7	5	1	-	-											
Miss.	167	94	4,078	4,096	5	7	-	6	1	2											
W.S. CENTRAL	1,296	1,097	31,279	35,077	7	21	22	30	23	43											
Ark.	81	68	2,728	2,016	2	1	1	4	-	3											
La.	331	213	5,624	6,416	3	3	-	2	9	9											
Okla.	67	67	3,374	3,054	2	1	8	4	6	3											
Tex.	817	749	19,553	23,591	-	16	13	20	8	28											
MOUNTAIN	510	444	11,135	13,674	41	28	38	46	23	28											
Mont.	11	6	808	567	3	2	3	8	-	-											
Idaho	7	9	619	666	5	3	5	7	-	4											
Wyo.	1	2	260	271	-	3	1	3	-	2											
Colo.	109	101	934	3,915	14	8	17	16	12	7											
N. Mex.	40	50	1,968	1,725	8	1	2	2	1	2											
Ariz.	202	141	4,599	4,357	1	2	6	8	5	10											
Utah	48	48	318	883	10	7	3	1	4	1											
Nev.	92	87	1,629	1,290	-	2	1	1	1	2											
PACIFIC	1,821	1,753	39,869	40,155	69	97	51	78	44	59											
Wash.	201	196	4,759	4,504	N	U	11	12	13	26											
Oreg.	69	47	599	2,374	2	3	6	12	6	13											
Calif.	1,526	1,456	32,451	31,492	67	94	29	47	23	14											
Alaska	9	5	884	867	-	-	1	1	-	1											
Hawaii	16	49	1,176	918	-	-	4	6	2	5											
Guam	9	13	-	-	-	-	N	N	U	U											
P.R.	408	284	1,859	U	-	-	-	2	U	U											
V.I.	2	18	53	-	-	-	-	-	U	U											
Amer. Samoa	-	-	U	U	U	U	U	U	U	U											
C.N.M.I.	-	-	U	U	U	U	U	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


