
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending February 24, 2007 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	144	308	526	1,617	2,127	2,780	6,771	8,602	39,063	50,834	28	42	115	344	368						
NEW ENGLAND	7	18	44	67	134	129	100	224	765	663	-	2	12	20	17						
Conn.	-	3	25	28	17	71	29	168	187	142	-	0	8	15	-						
Maine	7	3	15	25	5	-	2	8	14	21	-	0	4	2	3						
Mass.	-	4	18	-	80	48	47	96	448	371	-	0	7	-	12						
N.H.	-	0	9	1	6	3	3	9	21	45	-	0	2	3	-						
R.I.	-	1	17	-	6	7	10	19	84	75	-	0	3	-	1						
Vt.	-	3	12	13	20	-	1	5	11	9	-	0	2	-	1						
MID. ATLANTIC	16	65	109	267	411	518	636	1,279	4,418	4,740	4	9	26	72	89						
N.J.	-	8	16	-	71	70	103	158	637	805	-	1	4	3	16						
N.Y. (Upstate)	11	25	88	111	89	151	121	834	774	645	-	3	15	17	15						
N.Y. City	-	16	31	82	134	170	176	377	1,342	1,477	-	2	6	16	22						
Pa.	5	14	34	74	117	127	223	324	1,665	1,813	4	3	8	36	36						
E.N. CENTRAL	11	44	96	182	407	551	1,261	2,203	6,459	10,628	5	5	13	35	51						
Ill.	-	9	27	-	86	197	367	488	2,015	3,230	-	0	4	-	15						
Ind.	N	0	0	N	N	-	158	260	1,165	1,471	-	1	10	5	7						
Mich.	3	12	38	68	130	312	275	880	1,988	1,601	-	0	5	4	9						
Ohio	8	15	32	90	111	3	303	701	506	3,142	5	2	6	26	11						
Wis.	-	9	24	24	80	39	129	179	785	1,184	-	0	3	-	9						
W.N. CENTRAL	10	23	118	115	188	195	382	510	2,676	2,898	2	2	12	17	15						
Iowa	-	5	15	28	38	23	38	64	270	283	-	0	1	-	-						
Kans.	2	3	11	11	21	54	43	93	328	386	1	0	2	5	3						
Minn.	-	0	87	5	50	-	65	87	326	486	-	0	9	-	-						
Mo.	7	9	28	58	57	95	193	268	1,544	1,516	-	0	5	9	9						
Nebr.	1	2	9	8	9	16	27	56	157	151	-	0	2	2	3						
N. Dak.	-	0	2	-	1	-	2	6	9	23	1	0	2	1	-						
S. Dak.	-	1	6	5	12	7	6	15	42	53	-	0	0	-	-						
S. ATLANTIC	33	51	88	335	306	580	1,637	2,542	9,132	12,020	10	11	26	97	98						
Del.	-	0	4	3	5	36	28	44	253	204	-	0	1	1	-						
D.C.	-	1	4	11	8	31	35	63	320	284	-	0	2	1	-						
Fla.	20	22	44	162	132	-	450	549	1,564	3,239	4	3	9	29	23						
Ga.	7	12	28	80	59	-	349	1,196	1,644	1,933	4	2	6	34	24						
Md.	1	4	11	27	32	121	121	160	941	1,049	-	1	5	20	17						
N.C.	-	0	0	-	-	160	310	571	2,081	3,376	2	0	8	5	12						
S.C.	-	2	8	6	14	147	162	1,135	1,622	963	-	0	3	5	9						
Va.	5	9	28	45	54	80	119	249	594	881	-	1	7	-	9						
W. Va.	-	0	6	1	2	5	18	43	113	91	-	0	4	2	4						
E.S. CENTRAL	5	11	42	51	50	163	585	877	3,775	4,455	1	2	8	22	22						
Ala.	3	6	30	27	26	7	195	313	915	1,759	1	0	5	6	5						
Ky.	N	0	0	N	N	15	55	268	368	517	-	0	1	-	2						
Miss.	N	0	0	N	N	-	149	434	984	834	-	0	1	-	-						
Tenn.	2	4	12	24	24	141	195	239	1,508	1,345	-	1	5	16	15						
W.S. CENTRAL	6	6	21	36	22	243	934	1,484	4,938	6,818	1	1	26	14	12						
Ark.	6	3	13	19	7	67	81	142	605	755	-	0	2	-	2						
La.	-	0	6	2	-	80	184	366	718	1,464	-	0	3	2	-						
Okla.	-	2	11	15	15	96	88	184	629	530	1	1	24	12	9						
Tex.	N	0	0	N	N	-	568	932	2,986	4,069	-	0	2	-	1						
MOUNTAIN	19	29	69	168	212	31	280	466	1,454	2,258	4	4	12	48	41						
Ariz.	1	3	10	33	27	4	117	231	426	727	3	2	9	28	16						
Colo.	11	10	33	65	78	11	72	92	422	610	-	1	4	8	14						
Idaho	3	3	12	15	28	2	2	20	25	30	-	0	1	1	2						
Mont.	-	2	11	9	9	-	3	20	17	10	-	0	0	-	-						
Nev.	-	1	8	6	6	-	33	135	231	410	-	0	1	1	-						
N. Mex.	-	1	6	8	9	8	31	65	213	288	-	0	2	3	6						
Utah	4	7	25	29	52	6	17	26	115	149	1	0	4	7	3						
Wyo.	-	1	4	3	3	-	2	5	5	34	-	0	1	-	-						
PACIFIC	37	58	118	396	397	370	787	971	5,446	6,354	1	2	7	19	23						
Alaska	-	1	17	11	3	10	10	27	68	75	-	0	2	4	2						
Calif.	30	41	70	297	299	281	646	833	4,560	5,319	-	0	5	-	2						
Hawaii	-	1	4	11	8	-	15	30	74	154	-	0	1	-	2						
Oreg.	4	8	12	56	73	19	27	46	173	236	1	1	4	15	16						
