
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending February 12, 2005 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	464	917	15	31	1,925	1,929	-	1	-												
NEW ENGLAND	14	26	-	3	39	130	-	-	-												
Maine	-	-	-	-	37	6	-	-	-												
N.H.	1	-	-	-	-	-	-	-	-												
Vt.	-	-	-	-	1	124	-	-	-												
Mass.	8	13	-	3	1	-	-	-	-												
R.I.	-	5	-	-	-	-	-	-	-												
Conn.	5	8	-	-	-	-	-	-	-												
MID. ATLANTIC	174	157	4	9	251	7	-	-	-												
Upstate N.Y.	2	12	-	-	-	-	-	-	-												
N.Y. City	117	116	-	4	-	-	-	-	-												
N.J.	30	21	1	3	-	-	-	-	-												
Pa.	25	8	3	2	251	7	-	-	-												
E.N. CENTRAL	110	83	-	2	915	867	-	-	-												
Ohio	18	16	-	1	145	224	-	-	-												
Ind.	11	22	-	-	N	N	-	-	-												
Ill.	71	31	-	-	-	-	-	-	-												
Mich.	-	7	-	1	734	547	-	-	-												
Wis.	10	7	-	-	36	96	-	-	-												
W.N. CENTRAL	22	24	-	-	10	24	-	-	-												
Minn.	7	10	-	-	-	-	-	-	-												
Iowa	-	-	-	-	N	N	-	-	-												
Mo.	10	10	-	-	1	-	-	-	-												
N. Dak.	-	-	-	-	-	12	-	-	-												
S. Dak.	-	-	-	-	9	12	-	-	-												
Nebr.	1	-	-	-	-	-	-	-	-												
Kans.	4	4	-	-	-	-	-	-	N												
S. ATLANTIC	39	186	3	3	168	179	-	-	-												
Del.	-	2	-	-	-	-	-	-	-												
Md.	15	10	1	-	-	-	-	-	-												
D.C.	-	4	-	-	-	4	-	-	-												
Va.	-	2	-	1	3	1	-	-	-												
W. Va.	6	2	-	-	160	163	-	-	N												
N.C.	2	2	1	1	-	N	-	-	-												
S.C.	16	11	-	-	5	11	-	-	-												
Ga.	-	81	-	-	-	-	-	-	-												
Fla.	-	72	1	1	-	-	-	-	-												
E.S. CENTRAL	15	48	1	-	-	-	-	-	-												
Ky.	15	4	1	-	N	N	-	-	-												
Tenn.	-	18	-	-	-	-	-	-	-												
Ala.	-	17	-	-	-	-	-	-	-												
Miss.	-	9	-	-	-	-	-	-	-												
W.S. CENTRAL	20	213	-	4	123	480	-	1	-												
Ark.	8	6	-	-	-	-	-	1	-												
La.	-	-	-	-	2	11	-	-	-												
Okla.	12	12	-	-	-	-	-	-	-												
Tex.	-	195	-	4	121	469	-	-	-												
MOUNTAIN	5	25	-	2	419	242	-	-	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	-	-	-	15	10	-	-	-												
Colo.	-	6	-	-	295	137	-	-	-												
N. Mex.	-	4	-	-	18	10	-	-	-												
Ariz.	4	9	-	-	-	-	-	-	-												
Utah	1	6	-	1	91	85	-	-	-												
Nev.	-	-	-	1	-	-	-	-	-												
PACIFIC	65	155	7	8	-	-	-	-	-												
Wash.	28	29	-	1	N	N	-	-	-												
Oreg.	9	10	1	-	-	-	-	-	-												
Calif.	9	101	3	5	-	-	-	-	-												
Alaska	2	3	-	-	-	-	-	-	-												
Hawaii	17	12	3	2	-	-	-	-	-												
Guam	-	9	-	-	-	15	-	-	-												
P.R.	-	-	-	-	5	38	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


