
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 6, 2007 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	11,779	20,393	25,327	780,684	782,339	54	130	658	5,179	6,274	262	82	931	7,695	4,351						
NEW ENGLAND	566	720	1,357	26,378	24,932	-	0	1	2	-	1	4	36	208	325						
Conn.	28	229	829	7,762	7,136	N	0	0	N	N	-	0	36	36	38						
Maine	57	50	74	1,979	1,727	-	0	0	-	-	-	1	6	41	36						
Mass.	424	305	600	12,030	11,229	-	0	0	-	-	-	1	4	50	162						
N.H.	38	39	70	1,612	1,492	-	0	1	2	-	-	1	5	44	38						
R.I.	-	66	108	2,335	2,426	-	0	0	-	-	-	0	3	6	11						
Vt.	19	19	45	660	922	N	0	0	N	N	1	1	3	31	40						
MID. ATLANTIC	2,036	2,694	4,284	107,317	95,807	-	0	0	-	-	-	10	109	956	519						
N.J.	223	405	537	15,808	15,536	N	0	0	N	N	-	0	2	9	41						
N.Y. (Upstate)	-	514	2,758	19,859	18,499	N	0	0	N	N	-	3	21	181	126						
N.Y. City	1,622	925	1,682	37,414	31,332	N	0	0	N	N	-	1	10	47	120						
Pa.	191	764	1,760	34,236	30,440	N	0	0	N	N	-	4	103	719	232						
E.N. CENTRAL	1,768	3,121	6,216	126,788	132,084	-	1	3	24	36	37	18	107	1,267	1,115						
Ill.	831	943	1,367	36,424	41,444	-	0	0	-	-	-	2	10	110	176						
Ind.	366	397	646	15,936	15,296	-	0	0	-	-	3	1	12	76	69						
Mich.	361	715	1,080	27,155	27,310	-	0	3	16	32	1	3	10	135	116						
Ohio	77	704	3,643	32,882	32,075	-	0	2	8	4	26	5	61	449	284						
Wis.	133	371	443	14,391	15,959	N	0	0	N	N	7	6	48	497	470						
W.N. CENTRAL	417	1,169	1,429	44,246	47,580	-	0	54	6	1	32	12	120	1,127	697						
Iowa	-	166	252	6,488	6,380	N	0	0	N	N	5	2	60	489	156						
Kans.	-	151	294	6,176	6,136	N	0	0	N	N	-	1	15	90	68						
Minn.	1	230	314	7,696	9,913	-	0	54	-	-	17	3	34	168	150						
Mo.	370	447	565	17,745	17,651	-	0	1	6	1	5	2	13	115	162						
Nebr.	-	95	183	3,122	4,079	N	0	0	N	N	5	1	21	119	82						
N. Dak.	-	27	61	1,044	1,394	N	0	0	N	N	-	0	11	14	8						
S. Dak.	46	49	84	1,975	2,027	N	0	0	N	N	-	2	15	132	71						
S. ATLANTIC	3,272	4,026	6,760	154,785	148,991	-	0	1	3	3	56	20	67	869	849						
Del.	46	66	140	2,620	2,714	-	0	0	-	-	-	0	4	16	12						
D.C.	-	103	166	4,303	2,225	-	0	0	-	-	-	0	2	3	12						
Fla.	1,318	1,104	1,767	44,582	37,799	N	0	0	N	N	30	11	35	477	357						
Ga.	4	624	3,822	19,038	27,271	N	0	0	N	N	21	4	17	165	215						
Md.	446	399	696	15,474	16,302	-	0	1	3	3	1	0	2	24	15						
N.C.	72	593	1,905	22,648	25,925	-	0	0	-	-	4	1	9	72	79						
S.C.	922	488	3,030	24,896	16,010	N	0	0	N	N	-	1	11	57	112						
Va.	461	490	685	19,000	18,494	N	0	0	N	N	-	1	4	45	39						
W. Va.	3	57	92	2,224	2,251	N	0	0	N	N	-	0	5	10	8						
E.S. CENTRAL	712	1,442	2,044	54,549	58,592	-	0	0	-	-	6	3	60	447	142						
Ala.	78	358	558	12,235	18,136	N	0	0	N	N	-	1	12	71	52						
Ky.	150	143	691	6,235	6,427	N	0	0	N	N	6	1	39	213	34						
Miss.	100	355	959	14,945	14,481	N	0	0	N	N	-	0	10	74	22						
Tenn.	384	505	720	21,134	19,548	N	0	0	N	N	-	1	17	89	34						
W.S. CENTRAL	1,450	2,305	2,971	92,661	88,745	-	0	1	1	1	12	5	41	243	317						
Ark.	256	168	288	6,797	6,299	N	0	0	N	N	4	0	8	25	18						
La.	94	362	855	14,854	13,950	-	0	1	1	1	-	1	5	39	69						
Okla.	184	266	467	10,196	9,183	N	0	0	N	N	8	1	11	89	32						
Tex.	916	1,490	1,956	60,814	59,313	N	0	0	N	N	-	2	29	90	198						
MOUNTAIN	294	1,290	2,026	45,957	52,367	45	82	293	3,125	4,330	117	6	571	2,465	317						
Ariz.	80	485	993	16,101	16,625	43	79	293	3,015	4,216	2	0	6	37	23						
Colo.	-	245	369	7,509	12,598	N	0	0	N	N	10	1	25	136	61						
Idaho	-	53	253	2,399	2,234	N	0	0	N	N	37	0	71	314	29						
Mont.	-	47	82	1,488	1,962	N	0	0	N	N	1	1	18	54	107						
Nev.	159	181	293	7,279	6,454	2	1	5	48	49	3	0	3	16	8						
N. Mex.	-	150	394	6,124	7,556	-	0	2	17	17	-	1	7	72	36						
Utah	44	104	209	4,140	3,803	-	1	5	42	46	64	0	498	1,795	15						
Wyo.	11	23	38	917	1,135	-	0	1	3	2	-	0	8	41	38						
PACIFIC	1,264	3,370	4,362	128,003	133,241	9	47	311	2,018	1,903	1	1	18	113	70						
Alaska	87	87	157	3,360	3,374	N	0	0	N	N	-	0	2	3	4						
Calif.	747	2,678	3,627	102,995	104,636	9	47	311	2,018	1,903	-	0	0	-	-						
Hawaii	10	101	133	4,032	4,438	N	0	0	N	N	-	0	4	6	4						
Oreg.	305	157	394	6,575	7,187	N	0	0	N	N	1	1	14	104	62						
Wash.	115	319	621	11,041	13,606	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	32	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	4	207	340	692	-	0	0	-	-	-	0	0	-	-						
P.R.	-	120	544	5,684	3,854	N	0	0	N	N	N	0	0	N	N						
V.I.	U	3	7	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
