
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending June 30, 2007 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2007
Lyme disease cummulative for 2006
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2007
Malaria cummulative for 2006
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2007
Meningococcal diseases, invasive †, all serogroups cummulative for 2006

tab delimited data:
test
UNITED STATES	296	226	1,177	4,098	5,917	8	21	105	409	614	14	18	87	548	675						
NEW ENGLAND	95	36	409	513	1,222	-	1	5	13	35	1	1	3	22	22						
Conn.	95	12	227	328	322	-	0	3	1	8	1	0	1	5	8						
Maine	-	2	38	32	38	-	0	1	3	3	-	0	3	4	2						
Mass.	-	1	145	2	630	-	0	2	8	17	-	0	2	10	10						
N.H.	-	6	70	123	214	-	0	1	1	6	-	0	1	-	1						
R.I.	-	0	93	-	1	-	0	1	-	-	-	0	1	1	-						
Vt.	-	1	15	28	17	-	0	0	-	1	-	0	1	2	1						
MID. ATLANTIC	194	110	560	2,140	2,964	1	6	18	103	140	3	2	8	69	109						
N.J.	-	24	192	402	1,146	-	0	7	-	44	-	0	2	1	11						
N.Y. (Upstate)	142	50	426	646	730	1	1	7	27	11	2	1	2	21	22						
N.Y. City	-	2	23	7	81	-	3	9	65	71	1	0	4	19	42						
Pa.	52	44	223	1,085	1,007	-	1	4	11	14	-	1	5	28	34						
E.N. CENTRAL	2	5	162	67	827	-	2	10	44	69	1	3	9	73	100						
Ill.	-	0	16	4	45	-	1	6	14	33	-	0	3	18	28						
Ind.	-	0	3	10	7	-	0	2	4	6	-	0	4	14	13						
Mich.	2	1	5	13	9	-	0	2	7	8	-	0	3	14	16						
Ohio	-	0	5	4	18	-	0	2	12	16	1	1	3	21	28						
Wis.	-	3	154	36	748	-	0	3	7	6	-	0	3	6	15						
W.N. CENTRAL	1	4	195	105	149	-	0	12	19	22	2	1	5	36	39						
Iowa	-	1	8	28	55	-	0	1	2	1	-	0	3	9	9						
Kans.	-	0	2	6	3	-	0	2	1	-	-	0	1	1	1						
Minn.	-	2	188	63	83	-	0	12	11	14	1	0	3	10	10						
Mo.	1	0	3	6	1	-	0	1	2	3	1	0	3	10	11						
Nebr.	-	0	2	2	6	-	0	1	2	2	-	0	1	2	6						
N. Dak.	-	0	7	-	-	-	0	1	-	1	-	0	3	2	1						
S. Dak.	-	0	0	-	1	-	0	1	1	1	-	0	1	2	1						
S. ATLANTIC	1	47	134	1,168	714	2	5	14	98	164	2	3	11	85	113						
Del.	-	9	23	274	234	-	0	1	2	4	-	0	1	1	4						
D.C.	-	0	7	13	8	-	0	2	3	2	-	0	1	-	-						
Fla.	1	1	3	19	8	2	1	4	22	22	1	1	7	29	46						
Ga.	-	0	1	1	4	-	0	5	9	53	-	0	3	9	10						
Md.	-	23	106	609	395	-	1	4	28	39	-	0	2	16	7						
N.C.	-	0	6	19	11	-	0	4	12	13	1	0	6	11	19						
S.C.	-	0	2	8	5	-	0	2	4	4	-	0	2	9	11						
Va.	-	9	36	219	49	-	1	4	17	26	-	0	2	10	13						
W. Va.	-	0	14	6	-	-	0	1	1	1	-	0	2	-	3						
E.S. CENTRAL	-	1	4	20	7	1	0	3	18	12	1	1	4	30	25						
Ala.	-	0	3	7	2	-	0	2	3	6	-	0	2	6	4						
Ky.	-	0	2	-	-	1	0	1	4	1	1	0	2	6	7						
Miss.	-	0	1	-	-	-	0	1	1	3	-	0	4	7	3						
Tenn.	-	0	3	13	5	-	0	2	10	2	-	0	2	11	11						
W.S. CENTRAL	-	1	5	21	6	-	1	29	28	39	-	2	15	52	66						
Ark.	-	0	0	-	-	-	0	2	-	1	-	0	2	6	6						
La.	-	0	1	2	-	-	0	2	12	2	-	0	4	15	28						
Okla.	-	0	0	-	-	-	0	3	3	2	-	0	4	11	8						
Tex.	-	1	5	19	6	-	1	25	13	34	-	0	11	20	24						
MOUNTAIN	-	0	3	9	5	-	1	6	26	31	-	1	5	43	42						
Ariz.	-	0	1	-	4	-	0	3	5	11	-	0	3	12	11						
Colo.	-	0	0	-	-	-	0	2	9	10	-	0	2	14	14						
