
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 5, 2005 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 2005
Legionellosis cummulative for 2004
Listeriosis cummulative for 2005
Listeriosis cummulative for 2004
Lyme Disease cummulative for 2005
Lyme Disease cummulative for 2004
Malaria cummulative for 2005
Malaria cummulative for 2004

tab delimited data:
test
UNITED STATES	99	142	28	44	301	723	79	115													
NEW ENGLAND	2	2	-	1	5	45	2	10													
Maine	-	-	-	-	-	-	-	-													
N.H.	-	-	-	-	4	-	-	-													
Vt.	-	-	-	-	-	-	-	-													
Mass.	2	1	-	-	1	41	2	8													
R.I.	-	-	-	-	-	-	-	-													
Conn.	-	1	-	1	-	4	-	2													
MID. ATLANTIC	33	29	5	13	236	585	17	27													
Upstate N.Y.	8	3	-	1	21	117	2	3													
N.Y. City	-	-	-	2	-	-	4	15													
N.J.	4	12	2	6	106	149	9	4													
Pa.	21	14	3	4	109	319	2	5													
E.N. CENTRAL	19	46	5	4	12	18	5	7													
Ohio	12	24	2	3	11	4	2	1													
Ind.	5	5	-	-	-	-	-	1													
Ill.	-	9	-	-	-	-	-	1													
Mich.	2	6	1	-	1	-	3	1													
Wis.	-	2	2	1	U	14	-	3													
W.N. CENTRAL	2	4	3	-	1	7	3	8													
Minn.	-	-	-	-	-	-	1	4													
Iowa	-	-	2	-	1	2	2	-													
Mo.	2	3	-	-	-	5	-	3													
N. Dak.	-	-	1	-	-	-	-	-													
S. Dak.	-	1	-	-	-	-	-	-													
Nebr.	-	-	-	-	-	-	-	-													
Kans.	-	-	-	-	-	-	-	1													
S. ATLANTIC	23	26	6	9	41	52	17	35													
Del.	-	-	N	N	-	4	-	-													
Md.	7	5	2	2	29	38	7	10													
D.C.	-	2	-	-	-	-	-	-													
Va.	-	1	-	-	-	-	-	-													
W. Va.	-	-	-	1	-	-	-	-													
N.C.	4	4	2	3	5	5	2	1													
S.C.	-	1	-	-	-	-	-	2													
Ga.	3	2	-	1	-	2	5	7													
Fla.	9	11	2	2	7	3	3	15													
E.S. CENTRAL	-	5	-	2	2	-	3	3													
Ky.	-	-	-	1	-	-	-	-													
Tenn.	-	2	-	1	2	-	2	-													
Ala.	-	3	-	-	-	-	1	2													
Miss.	-	-	-	-	-	-	-	1													
W.S. CENTRAL	-	11	1	2	-	7	1	13													
Ark.	-	-	-	-	-	-	-	1													
La.	-	1	1	-	-	-	-	2													
Okla.	-	1	-	-	-	-	-	-													
Tex.	-	9	-	2	-	7	1	10													
MOUNTAIN	7	7	-	3	-	1	8	2													
Mont.	-	-	-	-	-	-	-	-													
Idaho	-	1	-	-	-	-	-	-													
Wyo.	2	2	-	-	-	-	1	-													
Colo.	-	1	-	1	-	-	3	-													
N. Mex.	-	-	-	-	-	-	-	1													
Ariz.	3	-	-	-	-	-	2	-													
Utah	1	2	-	-	-	1	2	-													
Nev.	1	1	-	2	-	-	-	1													
PACIFIC	13	12	8	10	4	8	23	10													
Wash.	-	2	2	1	-	1	-	-													
Oreg.	N	N	-	4	-	3	1	1													
Calif.	13	10	6	5	4	4	21	9													
Alaska	-	-	-	-	-	-	1	-													
Hawaii	-	-	-	-	N	N	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	-	-	-	N	N	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


