
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 5, 1997 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1997
H. influenzae, Invasive cummulative for 1996
Hepatitis (Viral), Type A cummulative for 1997
Hepatitis (Viral), Type A cummulative for 1996
Hepatitis (Viral), Type B cummulative for 1997
Hepatitis (Viral), Type B cummulative for 1996
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1997
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1997
Measles (Rubeola), Total cummulative for 1997
Measles (Rubeola), Total cummulative for 1996

tab delimited data:
test
UNITED STATES	308	331	6,396	7,203	1,915	2,308	3	15	-	7	22	76									
NEW ENGLAND	9	9	128	72	39	49	-	-	-	-	-	6									
Maine	2	-	12	8	3	2	-	-	-	-	-	-									
N.H.	1	7	8	3	4	2	-	-	-	-	-	-									
Vt.	-	-	4	1	1	2	-	-	-	-	-	1									
Mass.	5	2	54	34	25	11	-	-	-	-	-	4									
R.I.	1	-	11	3	4	4	-	-	-	-	-	-									
Conn.	-	-	39	23	2	28	-	-	-	-	-	1									
MID. ATLANTIC	31	50	426	523	281	384	1	6	-	3	9	4									
Upstate N.Y.	1	4	44	82	54	73	-	1	-	3	4	1									
N.Y. City	12	9	157	247	97	179	-	4	-	-	4	3									
N.J.	11	20	93	113	65	78	-	-	-	-	-	-									
Pa.	7	17	132	81	65	54	1	1	-	-	1	-									
E.N. CENTRAL	42	60	573	664	228	296	-	3	-	1	4	3									
Ohio	24	34	131	277	28	34	-	-	-	-	-	2									
Ind.	4	2	81	101	21	34	-	-	-	-	-	-									
Ill.	9	17	117	147	38	85	-	3	-	-	3	-									
Mich.	4	3	207	90	138	114	-	-	-	1	1	-									
Wis.	1	4	37	49	3	29	-	-	-	-	-	1									
W.N. CENTRAL	8	11	462	538	83	114	2	3	-	-	3	3									
Minn.	2	4	27	18	3	3	-	-	-	-	-	2									
Iowa	2	3	73	129	33	12	-	-	-	-	-	-									
Mo.	1	3	244	260	33	76	2	3	-	-	3	1									
N. Dak.	-	-	5	5	-	-	-	-	-	-	-	-									
S. Dak.	2	1	5	27	-	-	-	-	-	-	-	-									
Nebr.	-	-	36	57	6	7	-	-	-	-	-	-									
Kans.	1	-	72	42	8	16	-	-	-	-	-	-									
S. ATLANTIC	79	67	420	247	278	358	-	-	-	-	-	2									
Del.	-	1	10	5	1	1	-	-	-	-	-	1									
Md.	25	21	97	54	45	86	-	-	-	-	-	-									
D.C.	2	-	11	6	18	5	-	-	-	-	-	-									
Va.	3	3	45	44	26	40	-	-	-	-	-	-									
W. Va.	1	1	5	6	6	8	-	-	-	-	-	-									
N.C.	10	13	56	26	63	103	-	-	-	-	-	-									
S.C.	4	3	31	24	20	28	-	-	-	-	-	-									
Ga.	15	22	39	2	14	3	-	-	-	-	-	-									
Fla.	19	3	126	80	85	84	-	-	-	-	-	1									
E.S. CENTRAL	14	10	164	539	185	179	-	-	-	-	-	-									
Ky.	1	3	21	6	9	23	-	-	-	-	-	-									
Tenn.	10	2	77	402	107	141	-	-	-	-	-	-									
Ala.	3	4	35	75	21	15	-	-	-	-	-	-									
Miss.	-	1	31	56	48	U	-	-	-	-	-	-									
W.S. CENTRAL	15	9	1,107	1,147	152	185	-	-	-	-	-	1									
Ark.	1	-	69	143	16	26	-	-	-	-	-	-									
La.	-	-	54	20	34	13	-	-	-	-	-	-									
Okla.	11	9	474	525	8	16	-	-	-	-	-	-									
Tex.	3	-	510	459	94	130	-	-	-	-	-	1									
MOUNTAIN	34	20	1,171	1,066	249	273	-	-	-	-	-	4									
Mont.	-	-	34	22	1	2	-	-	-	-	-	-									
Idaho	-	1	52	104	9	26	-	-	-	-	-	-									
Wyo.	-	-	14	6	12	6	-	-	-	-	-	-									
Colo.	2	4	136	109	50	38	-	-	-	-	-	-									
N. Mex.	2	7	72	145	80	103	-	-	-	-	-	-									
Ariz.	12	5	512	326	46	47	-	-	-	-	-	-									
Utah	3	2	242	268	31	36	-	-	-	-	-	-									
Nev.	15	1	109	86	20	15	-	-	-	-	-	4									
PACIFIC	76	95	1,945	2,407	420	470	-	3	-	3	6	53									
Wash.	1	1	151	139	16	25	-	-	-	-	-	4									
Oreg.	14	12	114	356	38	37	-	-	-	-	-	-									
Calif.	58	80	1,624	1,866	354	405	-	-	-	3	3	-									
Alaska	1	-	12	23	8	1	-	-	-	-	-	48									
Hawaii	2	2	44	23	4	2	-	3	-	-	3	1									
Guam	-	-	-	2	-	-	U	-	U	-	-	-									
P.R.	-	-	119	20	383	45	-	-	-	-	-	1									
V.I.	-	-	-	-	-	-	U	-	U	-	-	-									
Amer. Samoa	-	-	-	-	-	-	U	-	U	-	-	-									
C.N.M.I.	4	10	1	1	15	5	U	1	U	-	1	-									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


