
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 5, 2008 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2008
Pertussis cummulative for 2007
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2008
Rabies, animal cummulative for 2007
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2008
Rocky Mountain Spotted Fever cummulative for 2007

tab delimited data:
test
UNITED STATES	34	166	264	34	191	31	107	191	31	49	2	34	146	2	7						
NEW ENGLAND	-	25	45	-	45	-	11	22	-	9	-	0	1	-	-						
Conn.	-	1	5	-	3	-	4	10	-	4	-	0	0	-	-						
Maine	-	1	6	-	1	-	1	5	-	-	-	0	1	-	N						
Mass.	-	19	37	-	37	-	0	0	-	N	-	0	1	-	-						
N.H.	-	1	5	-	4	-	1	4	-	-	-	0	1	-	-						
R.I.	-	0	7	-	-	-	0	4	-	-	-	0	0	-	-						
Vt.	-	0	9	-	-	-	3	13	-	5	-	0	0	-	-						
MID. ATLANTIC	5	23	50	5	22	9	26	56	9	16	1	1	7	1	1						
N.J.	-	2	10	-	8	N	0	0	N	N	-	0	3	-	-						
N.Y. (Upstate)	1	9	31	1	5	9	9	20	9	N	-	0	1	-	-						
N.Y. City	-	2	6	-	6	-	1	5	-	3	-	0	3	-	1						
Pa.	4	7	21	4	3	-	16	44	-	13	1	0	3	1	-						
E.N. CENTRAL	16	26	79	16	48	-	4	48	-	-	-	1	4	-	-						
Ill.	-	3	13	-	13	-	1	15	-	-	-	0	3	-	-						
Ind.	-	0	9	-	-	-	0	1	-	-	-	0	2	-	-						
Mich.	-	4	16	-	4	-	1	27	-	-	-	0	1	-	-						
Ohio	16	11	54	16	21	-	1	11	-	-	-	0	2	-	-						
Wis.	-	0	24	-	10	N	0	0	N	N	-	0	0	-	-						
W.N. CENTRAL	4	12	65	4	18	-	4	13	-	-	1	5	37	1	-						
Iowa	-	2	10	-	7	-	0	3	-	-	-	0	4	-	-						
Kans.	-	2	8	-	5	-	2	7	-	-	-	0	2	-	-						
Minn.	-	0	53	-	-	-	0	6	-	-	-	0	1	-	-						
Mo.	2	2	9	2	1	-	0	3	-	-	1	5	29	1	-						
Nebr.	1	1	12	1	1	-	0	0	-	-	-	0	2	-	-						
N. Dak.	-	0	4	-	-	-	0	5	-	-	-	0	0	-	-						
S. Dak.	1	0	7	1	4	-	0	2	-	-	-	0	1	-	-						
S. ATLANTIC	2	16	48	2	12	21	39	156	21	20	-	15	111	-	1						
Del.	-	0	2	-	-	-	0	0	-	-	-	0	2	-	-						
D.C.	-	0	1	-	1	-	0	0	-	-	-	0	1	-	-						
Fla.	2	4	17	2	4	3	0	124	3	-	-	0	3	-	-						
Ga.	-	0	3	-	1	11	5	12	11	5	-	1	6	-	-						
Md.	-	2	6	-	3	-	7	18	-	5	-	1	4	-	1						
N.C.	-	3	34	-	-	7	9	19	7	9	-	5	96	-	-						
S.C.	-	1	4	-	-	-	0	11	-	1	-	0	7	-	-						
Va.	-	2	11	-	3	-	13	31	-	-	-	2	11	-	-						
W. Va.	-	0	12	-	-	-	0	11	-	-	-	0	3	-	-						
E.S. CENTRAL	1	6	35	1	15	-	3	6	-	1	-	5	16	-	5						
Ala.	1	1	6	1	3	-	0	0	-	-	-	1	10	-	3						
Ky.	-	0	4	-	-	-	0	3	-	-	-	0	2	-	-						
Miss.	-	1	32	-	10	-	0	1	-	-	-	0	2	-	1						
Tenn.	-	1	5	-	2	-	2	6	-	1	-	2	10	-	1						
W.S. CENTRAL	-	19	48	-	1	-	1	23	-	1	-	1	30	-	-						
Ark.	-	1	17	-	-	-	1	2	-	-	-	0	15	-	-						
La.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	26	-	-	-	0	22	-	1	-	0	20	-	-						
Tex.	-	16	33	-	1	-	0	0	-	-	-	0	5	-	-						
MOUNTAIN	5	21	39	5	19	-	3	14	-	1	-	0	4	-	-						
Ariz.	-	3	13	-	7	-	2	12	-	1	-	0	1	-	-						
Colo.	5	6	14	5	8	-	0	0	-	-	-	0	2	-	-						
Idaho	-	0	5	-	-	-	0	0	-	-	-	0	1	-	-						
Mont.	-	0	7	-	1	-	0	3	-	-	-	0	1	-	-						
Nev.	-	0	3	-	-	-	0	2	-	-	-	0	0	-	-						
N. Mex.	-	1	7	-	1	-	0	2	-	-	-	0	1	-	-						
Utah	-	6	27	-	-	-	0	2	-	-	-	0	0	-	-						
Wyo.	-	0	4	-	2	-	0	4	-	-	-	0	2	-	-						
PACIFIC	1	12	54	1	11	1	4	10	1	1	-	0	2	-	-						
Alaska	-	0	8	-	8	-	0	6	-	1	N	0	0	N	N						
Calif.	-	4	15	-	-	1	3	8	1	-	-	0	2	-	-						
Hawaii	-	0	1	-	-	N	0	0	N	N	N	0	0	N	N						
Oreg.	1	1	14	1	3	-	0	3	-	-	-	0	1	-	-						
Wash.	-	3	42	-	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	-	-	0	5	-	-	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


