
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 30, 2002 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 2002
Meningococcal Disease cummulative for 2001
Mumps cummulative for 2002
Mumps cummulative for 2001
Pertussis cummulative for 2002
Pertussis cummulative for 2001
Rabies, Animal cummulative for 2002
Rabies, Animal cummulative for 2001

tab delimited data:
test
UNITED STATES	417	886	72	42	1,067	1,370	866	1,405													
NEW ENGLAND	35	48	4	-	178	158	164	122													
Maine	2	-	-	-	3	-	12	17													
N.H.	4	3	3	-	1	16	2	2													
Vt.	3	4	-	-	30	22	33	25													
Mass.	19	28	1	-	144	114	53	33													
R.I.	2	1	-	-	-	-	4	12													
Conn.	5	12	-	-	-	6	60	33													
MID. ATLANTIC	30	105	9	2	43	100	52	81													
Upstate N.Y.	6	26	1	1	21	60	28	-													
N.Y. City	4	19	1	1	5	10	7	1													
N.J.	6	40	1	-	-	2	-	28													
Pa.	14	20	6	-	17	28	17	52													
E.N. CENTRAL	58	98	9	5	180	152	3	8													
Ohio	27	28	4	1	114	100	1	-													
Ind.	11	1	-	-	14	5	1	1													
Ill.	-	28	2	4	23	10	1	-													
Mich.	14	25	3	-	21	17	-	3													
Wis.	6	16	-	-	8	20	-	4													
W.N. CENTRAL	39	47	6	1	146	41	75	81													
Minn.	7	1	-	-	46	-	7	14													
Iowa	5	11	-	-	46	7	9	13													
Mo.	21	21	3	-	35	21	2	5													
N. Dak.	-	2	-	-	-	-	-	12													
S. Dak.	2	2	-	-	5	2	16	13													
Nebr.	-	2	-	-	-	1	-	-													
Kans.	4	8	3	1	14	10	41	24													
S. ATLANTIC	84	155	11	4	83	60	424	491													
Del.	3	-	-	-	1	-	3	10													
Md.	2	20	2	2	12	10	45	88													
D.C.	-	-	-	-	-	-	-	-													
Va.	8	16	2	1	21	6	133	90													
W. Va.	-	4	-	-	1	1	35	35													
N.C.	11	36	1	-	11	23	132	134													
S.C.	10	12	1	1	18	7	17	23													
Ga.	12	26	2	-	10	7	59	68													
Fla.	38	41	3	-	9	6	-	43													
E.S. CENTRAL	21	52	4	-	40	26	33	115													
Ky.	3	8	1	-	14	9	6	5													
Tenn.	7	17	1	-	23	11	21	106													
Ala.	9	20	1	-	3	3	6	4													
Miss.	2	7	1	-	-	3	-	-													
W.S. CENTRAL	17	192	4	5	101	54	25	358													
Ark.	7	7	-	1	5	4	-	-													
La.	3	36	-	2	-	1	-	2													
Okla.	6	13	-	-	12	2	25	19													
Tex.	1	136	4	2	84	47	-	337													
MOUNTAIN	37	39	3	4	149	588	35	55													
Mont.	1	-	-	-	2	3	3	5													
Idaho	-	3	1	-	21	146	-	-													
Wyo.	-	-	-	1	3	-	1	15													
Colo.	12	15	-	1	81	126	-	-													
N. Mex.	1	6	-	2	22	37	-	1													
Ariz.	12	7	-	-	10	266	31	34													
Utah	4	5	2	-	8	9	-	-													
Nev.	7	3	-	-	2	1	-	-													
PACIFIC	96	150	22	21	147	191	55	94													
Wash.	15	22	-	-	79	25	-	-													
Oreg.	17	5	N	N	14	3	-	-													
Calif.	60	116	18	12	49	154	34	64													
Alaska	1	1	-	1	2	-	21	30													
Hawaii	3	6	4	8	3	9	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	1	1	-	-	-	1	16	27													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


