
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending May 12, 2007 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	814	798	1,547	17,325	21,842	-	0	178	-	9	-	1	399	-	5						
NEW ENGLAND	8	37	121	290	1,382	-	0	3	-	-	-	0	2	-	-						
Conn.	-	12	76	1	802	-	0	3	-	-	-	0	1	-	-						
Maine	-	1	17	-	125	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	1	-	92	-	0	1	-	-	-	0	1	-	-						
N.H.	4	6	43	105	57	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	4	10	66	184	306	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	98	105	193	2,171	2,404	-	0	11	-	-	-	0	4	-	-						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Pa.	98	105	193	2,171	2,404	-	0	2	-	-	-	0	1	-	-						
E.N. CENTRAL	183	228	568	5,075	7,995	-	0	43	-	-	-	0	33	-	-						
Ill.	-	1	11	61	49	-	0	23	-	-	-	0	23	-	-						
Ind.	-	0	0	-	-	-	0	7	-	-	-	0	12	-	-						
Mich.	63	88	258	1,980	2,336	-	0	11	-	-	-	0	2	-	-						
Ohio	120	122	449	2,617	4,996	-	0	11	-	-	-	0	3	-	-						
Wis.	-	15	57	417	614	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	35	30	136	965	1,006	-	0	36	-	-	-	0	79	-	1						
Iowa	N	0	0	N	N	-	0	3	-	-	-	0	4	-	1						
Kans.	6	8	52	374	184	-	0	3	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	6	-	-	-	0	7	-	-						
Mo.	22	15	78	457	773	-	0	14	-	-	-	0	2	-	-						
Nebr.	N	0	0	N	N	-	0	9	-	-	-	0	38	-	-						
N. Dak.	-	0	60	84	18	-	0	5	-	-	-	0	28	-	-						
S. Dak.	7	1	15	50	31	-	0	7	-	-	-	0	22	-	-						
S. ATLANTIC	76	85	211	1,936	2,187	-	0	2	-	-	-	0	7	-	-						
Del.	-	1	6	12	40	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	8	8	14	-	0	0	-	-	-	0	1	-	-						
Fla.	30	0	43	547	N	-	0	1	-	-	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	4	-	-						
Md.	N	0	0	N	N	-	0	2	-	-	-	0	2	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	30	20	72	564	637	-	0	1	-	-	-	0	0	-	-						
Va.	-	19	177	248	722	-	0	0	-	-	-	0	2	-	-						
W. Va.	16	25	52	557	774	-	0	1	-	-	-	0	0	-	-						
E.S. CENTRAL	10	6	43	207	45	-	0	15	-	3	-	0	16	-	-						
Ala.	10	6	43	205	45	-	0	2	-	-	-	0	0	-	-						
Ky.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
Miss.	-	0	2	2	-	-	0	10	-	3	-	0	16	-	-						
Tenn.	N	0	0	N	N	-	0	4	-	-	-	0	2	-	-						
W.S. CENTRAL	303	200	970	5,331	5,278	-	0	58	-	4	-	0	26	-	2						
Ark.	-	9	96	172	387	-	0	4	-	-	-	0	2	-	-						
La.	-	1	11	46	42	-	0	13	-	-	-	0	9	-	1						
Okla.	-	0	0	-	-	-	0	6	-	-	-	0	4	-	-						
Tex.	303	172	873	5,113	4,849	-	0	38	-	4	-	0	16	-	1						
MOUNTAIN	100	52	108	1,329	1,545	-	0	61	-	2	-	0	228	-	2						
Ariz.	-	0	0	-	-	-	0	9	-	-	-	0	15	-	-						
Colo.	23	21	51	462	795	-	0	10	-	2	-	0	51	-	1						
Idaho	N	0	0	N	N	-	0	30	-	-	-	0	157	-	1						
Mont.	-	0	26	174	N	-	0	3	-	-	-	0	8	-	-						
Nev.	-	0	3	1	5	-	0	9	-	-	-	0	16	-	-						
