
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending April 27, 2013 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	13	64	157	564	663	56	428	1,581	2,265	5,150	5	23	77	236	279						
NEW ENGLAND	-	5	19	32	31	2	138	688	399	1,646	-	1	6	7	24						
Conn.	-	1	7	5	5	-	36	182	127	549	-	0	2	-	4						
Maine	-	0	3	4	2	-	16	69	57	141	-	0	1	-	-						
Mass.	-	3	11	16	16	-	54	364	115	682	-	0	4	5	18						
N.H.	-	0	2	1	4	-	15	96	25	212	-	0	2	2	-						
R.I.	-	0	6	3	4	-	1	44	39	9	-	0	5	-	1						
Vt.	-	0	2	3	-	2	8	29	36	53	-	0	1	-	1						
MID. ATLANTIC	3	14	45	113	155	33	189	667	1,253	2,345	2	6	13	63	53						
N.J.	-	2	12	14	22	-	48	166	421	803	-	0	4	13	-						
N.Y. (Upstate)	1	5	15	27	54	17	39	264	195	332	1	1	4	14	6						
N.Y. City	-	2	13	25	29	-	1	36	4	6	-	4	11	28	37						
Pa.	2	4	19	47	50	16	90	414	633	1,204	1	1	4	8	10						
E.N. CENTRAL	4	13	55	118	153	-	17	184	65	404	-	2	8	24	35						
Ill.	-	2	24	18	31	-	1	18	5	19	-	0	6	6	11						
Ind.	-	2	6	34	33	-	1	6	2	10	-	0	2	6	5						
Mich.	-	2	9	6	19	-	1	9	6	17	-	0	5	5	5						
Ohio	4	4	17	57	58	-	1	6	15	10	-	0	3	6	11						
Wis.	-	1	7	3	12	-	10	154	37	348	-	0	2	1	3						
W.N. CENTRAL	-	3	10	25	46	-	1	18	6	20	-	1	5	8	10						
Iowa	-	0	2	2	2	-	1	16	2	13	-	0	2	3	1						
Kans.	-	0	2	1	2	-	0	2	2	5	-	0	1	2	3						
Minn.	-	1	4	8	12	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	8	2	24	-	0	2	2	1	-	0	2	1	5						
Nebr.	-	0	3	10	3	-	0	2	-	-	-	0	1	1	1						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	2	2	2	-	0	1	-	1	-	0	2	1	-						
S. ATLANTIC	4	11	27	117	133	20	61	234	492	667	3	6	15	97	86						
Del.	-	0	2	-	7	-	10	30	88	152	-	0	1	-	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	2						
Fla.	2	4	11	51	57	3	2	7	22	31	2	1	3	21	21						
Ga.	-	1	4	10	15	-	0	4	7	8	-	1	6	12	10						
Md.	2	2	6	19	18	11	26	97	258	308	-	2	8	40	19						
N.C.	-	1	8	15	7	-	0	33	12	10	-	0	8	8	10						
S.C.	-	0	3	4	4	-	0	3	1	9	-	0	2	1	3						
Va.	-	2	4	17	15	6	18	182	93	141	1	1	4	15	18						
