
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending November 5, 2005 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	3,651	3,764	1,808	1,858	614	677	6,685	6,627	214	333											
NEW ENGLAND	154	240	107	135	50	93	178	165	1	4											
Maine	10	11	N	N	-	7	1	2	-	-											
N.H.	14	17	-	-	4	N	14	4	-	3											
Vt.	9	8	11	6	-	3	1	-	-	-											
Mass.	112	108	80	43	45	50	108	101	-	-											
R.I.	9	18	16	18	1	6	19	23	-	1											
Conn.	U	78	U	68	U	27	35	35	1	-											
MID. ATLANTIC	755	626	171	129	120	104	833	851	25	32											
Upstate N.Y.	226	206	66	55	52	72	75	81	6	4											
N.Y. City	143	104	U	U	20	U	506	532	5	14											
N.J.	150	131	N	N	22	8	113	127	14	13											
Pa.	236	185	105	74	26	24	139	111	-	1											
E.N. CENTRAL	725	853	487	415	177	157	701	757	26	53											
Ohio	168	199	310	292	67	66	187	195	1	2											
Ind.	90	86	165	123	45	33	54	52	1	3											
Ill.	157	226	12	-	53	9	358	322	10	18											
Mich.	275	260	-	N	-	N	71	159	12	30											
Wis.	35	82	N	N	12	49	31	29	2	-											
W.N. CENTRAL	230	274	39	18	67	91	208	139	5	5											
Minn.	90	129	-	-	42	59	52	22	1	1											
Iowa	N	N	N	N	-	N	4	5	-	-											
Mo.	61	58	32	13	9	13	127	84	4	2											
N. Dak.	9	11	2	-	4	3	1	-	-	-											
S. Dak.	20	17	3	5	-	-	2	-	-	-											
Nebr.	18	19	2	-	-	8	4	6	-	-											
Kans.	32	40	N	N	12	8	18	22	-	2											
S. ATLANTIC	792	764	707	935	70	52	1,669	1,678	37	55											
Del.	5	3	1	4	-	N	10	8	-	1											
Md.	177	127	-	-	45	37	258	303	13	9											
D.C.	9	9	15	8	3	4	84	51	-	1											
Va.	77	64	N	N	-	N	114	89	4	3											
W. Va.	22	24	103	98	22	11	4	3	-	-											
N.C.	111	115	N	N	U	U	213	164	8	10											
S.C.	27	51	-	83	-	N	64	101	4	11											
Ga.	154	178	111	239	-	N	309	330	1	4											
Fla.	210	193	477	503	-	N	613	629	7	16											
E.S. CENTRAL	151	192	144	133	13	15	381	351	18	21											
Ky.	31	55	25	26	N	N	44	41	-	1											
Tenn.	120	137	119	105	-	N	187	110	12	8											
Ala.	-	-	-	-	-	N	115	148	5	10											
Miss.	-	-	-	2	13	15	35	52	1	2											
W.S. CENTRAL	230	294	99	66	62	130	1,081	1,060	61	65											
Ark.	18	16	12	8	14	8	43	46	-	3											
La.	6	2	87	58	24	29	206	274	11	5											
Okla.	100	61	N	N	24	38	32	25	1	2											
Tex.	106	215	N	N	-	55	800	715	49	55											
MOUNTAIN	523	415	54	26	46	33	328	337	17	44											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	2	8	N	N	-	N	20	21	1	2											
Wyo.	4	8	22	10	-	-	-	3	-	-											
Colo.	177	93	N	N	45	33	33	55	1	1											
N. Mex.	41	85	-	N	-	-	38	72	2	2											
Ariz.	225	182	N	N	-	N	148	139	12	38											
Utah	73	35	30	14	1	-	6	11	-	1											
Nev.	1	4	2	2	-	-	78	35	1	-											
PACIFIC	91	106	-	1	9	2	1,306	1,289	24	54											
Wash.	N	N	N	N	N	N	126	116	-	-											
Oreg.	N	N	N	N	6	N	22	24	-	-											
Calif.	-	-	N	N	N	N	1,148	1,141	24	54											
Alaska	-	-	-	-	-	N	6	1	-	-											
Hawaii	91	106	-	1	3	2	4	7	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	179	137	8	5											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


