
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 6, 2002 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 2002
Legionellosis cummulative for 2001
Listeriosis cummulative for 2002
Listeriosis cummulative for 2001
Lyme Disease cummulative for 2002
Lyme Disease cummulative for 2001
Malaria cummulative for 2002
Malaria cummulative for 2001
Measles Total cummulative for 2002
Measles Total cummulative for 2001

tab delimited data:
test
UNITED STATES	150	228	88	113	697	1,120	232	298	1	39											
NEW ENGLAND	6	7	10	10	46	177	13	25	-	5											
Maine	1	-	2	-	-	-	1	1	-	-											
N.H.	1	1	2	-	14	2	4	1	-	-											
Vt.	-	3	-	-	1	1	-	-	-	1											
Mass.	2	2	4	6	28	60	3	11	-	3											
R.I.	-	-	-	-	3	-	-	-	-	-											
Conn.	2	1	2	4	-	114	5	12	-	1											
MID. ATLANTIC	22	54	13	21	496	746	43	73	-	5											
Upstate N.Y.	3	11	6	3	299	183	7	10	-	4											
N.Y. City	6	4	3	4	22	10	26	39	-	-											
N.J.	1	8	-	10	32	133	6	16	-	-											
Pa.	12	31	4	4	143	420	4	8	-	1											
E.N. CENTRAL	53	64	14	13	9	34	29	47	-	7											
Ohio	31	28	8	1	8	5	7	5	-	2											
Ind.	3	4	-	1	1	-	1	8	-	2											
Ill.	-	8	-	4	-	4	4	14	-	3											
Mich.	15	14	4	5	-	-	13	13	-	-											
Wis.	4	10	2	2	U	25	4	7	-	-											
W.N. CENTRAL	7	12	4	2	11	16	17	7	-	3											
Minn.	1	1	-	-	5	10	7	1	-	1											
Iowa	-	3	1	-	3	1	2	1	-	-											
Mo.	5	5	1	1	3	4	5	3	-	2											
N. Dak.	-	-	1	-	-	-	-	-	-	-											
S. Dak.	1	-	-	-	-	-	-	-	-	-											
Nebr.	-	2	-	-	-	-	-	1	-	-											
Kans.	-	1	1	1	-	1	3	1	-	-											
S. ATLANTIC	33	26	13	14	99	101	82	75	1	3											
Del.	3	-	-	-	5	6	1	1	-	-											
Md.	4	7	3	2	56	82	21	25	-	3											
D.C.	-	1	-	-	5	6	2	4	-	-											
Va.	2	4	1	2	1	4	5	11	-	-											
W. Va.	N	N	-	1	-	1	-	-	-	-											
N.C.	3	2	1	-	11	2	7	1	-	-											
S.C.	3	-	2	-	1	-	2	2	-	-											
Ga.	3	3	3	3	-	-	33	20	-	-											
Fla.	15	9	3	6	20	-	11	11	1	-											
E.S. CENTRAL	5	20	5	7	2	2	3	8	-	-											
Ky.	3	6	1	1	1	2	-	2	-	-											
Tenn.	-	7	2	3	1	-	1	3	-	-											
Ala.	2	3	2	3	-	-	1	3	-	-											
Miss.	-	4	-	-	-	-	1	-	-	-											
W.S. CENTRAL	1	4	3	12	2	24	2	3	-	1											
Ark.	-	-	-	1	-	-	-	-	-	-											
La.	-	2	-	-	1	2	2	1	-	-											
Okla.	1	1	3	-	-	-	-	1	-	-											
Tex.	-	1	-	11	1	22	-	1	-	1											
MOUNTAIN	11	12	8	7	6	1	9	17	-	1											
Mont.	1	-	-	-	-	-	-	1	-	-											
Idaho	-	-	-	-	1	-	-	1	-	1											
Wyo.	3	1	-	-	-	-	-	-	-	-											
Colo.	4	4	2	1	2	-	4	9	-	-											
N. Mex.	1	1	-	2	1	-	-	1	-	-											
Ariz.	-	4	4	1	1	-	2	1	-	-											
Utah	2	-	2	1	1	-	2	2	-	-											
Nev.	-	2	-	2	-	1	1	2	-	-											
PACIFIC	12	29	18	27	26	19	34	43	-	14											
Wash.	1	5	1	1	-	1	2	1	-	-											
Oreg.	N	N	1	3	1	1	1	2	-	2											
Calif.	11	20	16	23	25	17	28	37	-	10											
Alaska	-	1	-	-	-	-	1	1	-	-											
Hawaii	-	3	-	-	N	N	2	2	-	2											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	2	-	-	N	N	-	1	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


