
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 28, 1997 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	25,284	34,101	202,872	200,808	615	291	126,166	148,474	1,521	1,779											
NEW ENGLAND	903	1,384	8,247	8,093	53	27	2,775	3,093	29	48											
Maine	25	22	485	U	3	-	29	22	-	-											
N.H.	14	42	355	362	4	3	57	71	6	3											
Vt.	18	10	196	219	3	1	25	29	-	14											
Mass.	419	648	3,548	3,239	34	23	1,108	1,044	19	28											
R.I.	71	94	1,021	1,012	1	-	234	260	4	3											
Conn.	356	568	2,642	3,261	8	-	1,322	1,667	-	-											
MID. ATLANTIC	8,301	9,441	27,487	33,803	40	11	16,273	20,753	164	147											
Upstate N.Y.	1,358	1,163	N	N	26	4	2,683	3,695	126	116											
N.Y. City	4,157	5,302	14,068	18,419	6	-	6,225	8,110	-	3											
N.J.	1,773	1,787	4,328	6,657	8	5	3,066	4,103	-	-											
Pa.	1,013	1,189	9,091	8,727	N	2	4,299	4,845	38	28											
E.N. CENTRAL	1,687	2,764	29,061	43,537	101	33	17,814	28,418	280	262											
Ohio	357	618	6,325	10,258	29	11	4,129	7,205	7	9											
Ind.	329	389	4,204	4,780	21	10	2,820	3,171	7	7											
Ill.	612	1,205	5,454	12,300	27	-	2,701	8,149	28	50											
Mich.	306	401	9,052	10,893	24	4	6,404	7,531	238	196											
Wis.	83	151	4,026	5,306	N	8	1,760	2,362	-	-											
W.N. CENTRAL	469	811	11,189	15,689	89	52	5,123	7,206	87	48											
Minn.	84	157	U	2,702	40	26	U	1,099	2	-											
Iowa	67	57	2,250	1,980	15	8	610	504	18	23											
Mo.	195	398	5,573	6,590	11	13	3,524	4,221	54	12											
N. Dak.	5	9	387	476	3	2	24	13	2	-											
S. Dak.	3	8	631	685	6	-	67	96	-	-											
Nebr.	48	55	468	1,029	9	-	126	215	2	5											
Kans.	67	127	1,880	2,227	5	3	772	1,058	9	8											
S. ATLANTIC	6,203	8,524	42,374	24,408	71	21	40,937	47,505	151	88											
Del.	111	165	-	-	2	2	566	714	-	-											
Md.	734	1,024	3,648	U	5	3	6,518	4,854	10	1											
D.C.	409	599	N	N	-	-	1,436	2,205	-	-											
Va.	551	542	5,410	5,554	N	7	3,975	4,797	11	8											
W. Va.	38	65	1,508	1,027	N	-	467	358	9	7											
N.C.	361	466	8,357	U	19	9	7,774	9,398	29	26											
S.C.	300	439	5,918	U	1	-	5,346	5,591	26	15											
Ga.	850	1,279	5,781	6,172	19	-	6,513	10,747	U	-											
Fla.	2,849	3,945	11,752	11,655	25	-	8,342	8,841	66	31											
E.S. CENTRAL	810	1,132	16,605	15,050	47	7	16,050	15,845	185	330											
Ky.	113	173	3,336	3,415	14	-	1,628	2,024	9	18											
Tenn.	358	444	6,292	6,467	24	7	5,245	5,542	120	263											
Ala.	194	323	3,986	4,235	6	-	5,619	6,525	6	2											
Miss.	145	192	2,991	933	3	-	3,558	1,754	50	47											
W.S. CENTRAL	2,596	3,299	27,982	10,770	27	5	17,335	10,052	182	163											
Ark.	96	145	618	872	3	1	1,280	2,079	-	4											
La.	476	777	4,142	3,572	4	3	3,865	3,754	105	97											
Okla.	138	139	3,649	3,893	2	1	2,323	2,391	4	1											
Tex.	1,886	2,238	19,573	2,433	18	-	9,867	1,828	73	61											
MOUNTAIN	730	971	12,138	12,564	74	45	3,697	3,876	199	325											
Mont.	18	14	477	611	4	-	20	13	10	10											
Idaho	22	23	709	780	11	8	52	53	23	83											
Wyo.	13	3	284	335	4	-	26	14	85	100											
Colo.	180	298	1,896	976	25	16	1,025	904	23	30											
N. Mex.	65	56	1,769	2,025	5	4	617	415	33	39											
Ariz.	188	281	4,804	5,632	N	13	1,442	1,904	18	37											
Utah	55	102	836	753	22	-	121	143	3	12											
Nev.	189	194	1,363	1,452	3	4	394	430	4	14											
PACIFIC	3,585	5,775	27,789	36,894	113	87	6,162	11,726	244	368											
Wash.	288	380	4,610	5,020	23	20	968	1,098	14	32											
Oreg.	144	267	1,904	2,763	35	40	291	409	4	5											
Calif.	3,111	5,025	19,809	27,702	52	24	4,481	9,743	148	227											
Alaska	16	14	677	521	3	-	196	225	-	2											
Hawaii	26	89	789	888	N	3	226	251	78	102											
Guam	2	4	31	211	N	-	3	35	-	6											
P.R.	762	1,047	U	U	21	U	333	319	54	88											
V.I.	36	14	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	1	-	N	N	N	U	16	11	2	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


