
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 2, 1998 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	16,097	19,000	165,660	150,148	261	125	97,984	91,257	1,431	888											
NEW ENGLAND	489	587	6,185	5,696	31	16	1,614	1,959	16	25											
Maine	10	18	301	315	1	-	14	14	-	-											
N.H.	14	8	304	253	5	2	30	47	-	2											
Vt.	10	16	123	132	-	-	8	16	-	1											
Mass.	211	217	2,822	2,338	15	12	683	749	16	20											
R.I.	40	45	816	688	3	1	112	175	-	2											
Conn.	204	283	1,819	1,970	7	1	767	958	-	-											
MID. ATLANTIC	4,607	6,392	20,695	18,300	21	6	11,553	11,568	117	92											
Upstate N.Y.	545	1,115	N	N	16	-	1,833	1,971	101	71											
N.Y. City	2,631	3,137	11,613	9,934	-	4	5,083	4,666	-	-											
N.J.	823	1,351	2,549	3,402	5	2	1,754	2,354	-	-											
Pa.	608	789	6,533	4,964	N	-	2,883	2,577	16	21											
E.N. CENTRAL	1,299	1,345	31,018	23,554	46	14	20,537	13,962	151	217											
Ohio	242	267	7,078	7,294	16	3	4,360	4,513	5	5											
Ind.	275	283	2,706	2,812	6	3	1,769	1,945	3	5											
Ill.	495	378	11,673	3,688	13	-	8,204	1,857	7	31											
Mich.	218	346	7,213	6,275	11	4	5,346	4,207	136	162											
Wis.	69	71	2,348	3,485	N	4	858	1,440	-	14											
W.N. CENTRAL	288	396	9,677	10,268	30	24	4,575	4,509	96	22											
Minn.	50	54	1,521	2,456	12	12	526	845	-	-											
Iowa	14	51	1,389	1,558	2	-	408	402	9	11											
Mo.	139	208	3,907	3,750	6	11	2,670	2,463	84	3											
N. Dak.	4	3	290	303	1	1	29	22	-	2											
S. Dak.	7	2	555	361	-	-	93	37	-	-											
Nebr.	32	28	872	668	4	-	327	251	1	1											
Kans.	42	50	1,143	1,172	5	-	522	489	2	5											
S. ATLANTIC	4,121	4,482	34,550	27,856	25	10	28,139	27,019	51	70											
Del.	44	69	841	612	-	1	453	351	-	-											
Md.	488	562	2,693	2,245	9	4	2,943	4,143	3	6											
D.C.	343	305	N	N	-	-	1,132	1,367	-	-											
Va.	284	327	3,084	3,829	N	5	2,128	2,788	1	7											
W. Va.	36	27	830	1,041	N	-	226	320	3	3											
N.C.	273	279	7,366	5,670	7	-	6,292	5,397	7	20											
S.C.	283	236	6,184	3,964	1	-	3,995	3,465	-	16											
Ga.	501	534	8,027	2,527	2	-	6,666	3,586	8	-											
Fla.	1,869	2,143	5,525	7,968	6	-	4,304	5,602	29	18											
E.S. CENTRAL	591	560	11,853	10,970	19	6	11,285	11,018	42	116											
Ky.	87	49	2,002	2,147	5	-	1,134	1,447	7	5											
Tenn.	184	246	3,798	4,048	10	6	3,210	3,439	32	66											
Ala.	183	153	3,322	2,654	4	-	4,168	3,601	3	5											
Miss.	137	112	2,731	2,121	-	-	2,773	2,531	-	40											
W.S. CENTRAL	1,953	2,038	21,007	19,377	12	2	12,355	12,576	431	77											
Ark.	71	83	1,148	876	1	1	1,094	1,493	-	1											
La.	333	403	3,801	2,304	-	-	3,195	2,092	1	56											
Okla.	106	116	3,316	2,456	1	1	1,822	1,569	-	4											
Tex.	1,443	1,436	12,742	13,741	10	-	6,244	7,422	430	16											
MOUNTAIN	526	555	6,197	8,226	23	15	2,296	2,513	265	105											
Mont.	13	16	352	300	1	-	20	14	4	4											
Idaho	12	17	624	504	2	-	51	34	79	15											
Wyo.	2	11	222	168	1	-	11	20	115	38											
Colo.	91	170	-	1,424	3	2	792	666	10	14											
N. Mex.	76	35	1,117	1,227	5	4	201	436	28	19											
Ariz.	200	123	3,113	3,166	N	5	1,078	1,017	1	10											
Utah	45	39	516	473	7	1	51	54	16	2											
Nev.	87	144	253	964	4	3	92	272	12	3											
PACIFIC	2,223	2,645	24,478	25,901	54	32	5,630	6,133	262	164											
Wash.	165	238	3,628	2,993	14	11	613	665	8	8											
Oreg.	64	97	1,858	1,520	15	15	261	236	2	2											
Calif.	1,947	2,268	17,732	20,381	25	3	4,531	4,931	217	101											
Alaska	11	18	624	471	-	-	96	152	1	-											
Hawaii	36	24	636	536	N	3	129	149	34	53											
Guam	-	2	8	143	N	-	2	18	-	-											
P.R.	666	419	U	U	-	U	130	201	-	29											
V.I.	15	16	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	7	11	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


