
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 29, 2004 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2004
AIDS § cummulative for 2003
Chlamydia† cummulative for 2004
Chlamydia† cummulative for 2003
Coccidioidomycosis cummulative for 2004
Coccidioidomycosis cummulative for 2003
Cryptosporidiosis cummulative for 2004
Cryptosporidiosis cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2004
Encephalitis/Meningitis West Nile cummulative for 2003

tab delimited data:
test
UNITED STATES	12,299	16,844	325,557	347,904	1,812	1,347	861	760	3	-											
NEW ENGLAND	370	566	10,890	11,132	-	-	54	51	-	-											
Maine	5	27	719	760	N	N	10	4	-	-											
N.H.	20	15	642	633	-	-	14	7	-	-											
Vt.	10	6	401	410	-	-	6	8	-	-											
Mass.	117	277	5,513	4,230	-	-	16	23	-	-											
R.I.	44	47	1,357	1,297	-	-	1	7	-	-											
Conn.	174	194	2,258	3,802	N	N	7	2	-	-											
MID. ATLANTIC	2,398	3,661	44,116	41,784	-	-	142	117	-	-											
Upstate N.Y.	185	184	8,945	7,602	N	N	32	28	-	-											
N.Y. City	1,134	1,844	12,403	13,943	-	-	32	43	-	-											
N.J.	521	698	5,316	6,079	-	-	9	5	-	-											
Pa.	558	935	17,452	14,160	N	N	69	41	-	-											
E.N. CENTRAL	1,279	1,424	53,987	64,451	5	3	194	185	-	-											
Ohio	235	229	12,082	17,566	-	-	53	24	-	-											
Ind.	166	226	6,929	6,928	N	N	30	17	-	-											
Ill.	602	598	14,127	19,875	-	-	13	32	-	-											
Mich.	208	278	15,642	13,147	5	3	48	34	-	-											
Wis.	68	93	5,207	6,935	-	-	50	78	-	-											
W.N. CENTRAL	309	333	19,232	20,020	4	2	98	68	1	-											
Minn.	68	56	3,409	4,398	N	N	40	34	-	-											
Iowa	19	34	1,087	2,050	N	N	14	10	-	-											
Mo.	134	179	8,074	7,338	3	1	17	6	1	-											
N. Dak.	11	1	555	561	N	N	-	2	-	-											
S. Dak.	5	6	1,043	984	-	-	11	12	-	-											
Nebr.	17	22	2,082	1,828	1	1	5	3	-	-											
Kans.	55	35	2,982	2,861	N	N	11	1	-	-											
S. ATLANTIC	4,239	4,930	61,109	64,839	-	1	176	102	2	-											
Del.	55	80	1,198	2,510	N	N	-	1	-	-											
Md.	478	547	7,350	6,574	-	1	9	8	-	-											
D.C.	150	478	1,389	1,362	-	-	2	-	-	-											
Va.	213	452	8,970	7,346	-	-	23	11	-	-											
W. Va.	30	32	1,132	1,021	N	N	2	1	-	-											
N.C.	246	504	11,166	10,198	N	N	34	14	-	-											
S.C.	267	325	6,579	5,363	-	-	7	2	2	-											
Ga.	688	610	6,903	13,602	-	-	51	36	-	-											
Fla.	2,112	1,902	16,422	16,863	N	N	48	29	-	-											
E.S. CENTRAL	566	735	21,257	22,389	-	-	38	49	-	-											
Ky.	71	69	2,235	3,344	N	N	10	9	-	-											
Tenn.	210	340	9,046	7,765	N	N	12	16	-	-											
Ala.	173	185	4,327	6,061	-	-	10	21	-	-											
Miss.	112	141	5,649	5,219	N	N	6	3	-	-											
W.S. CENTRAL	1,723	2,081	42,802	43,313	2	-	23	17	-	-											
Ark.	87	63	3,140	2,946	1	-	8	2	-	-											
La.	342	365	10,660	7,992	1	-	-	1	-	-											
Okla.	68	89	4,331	4,419	N	N	8	4	-	-											
Tex.	1,226	1,564	24,671	27,956	-	-	7	10	-	-											
MOUNTAIN	495	624	16,683	20,776	1,163	932	43	34	-	-											
Mont.	-	8	781	934	N	N	8	7	-	-											
Idaho	3	10	1,191	1,035	N	N	4	6	-	-											
Wyo.	4	4	455	408	-	-	2	1	-	-											
Colo.	98	157	3,042	5,284	N	N	20	6	-	-											
N. Mex.	52	51	2,298	3,006	9	2	1	1	-	-											
Ariz.	207	273	5,794	6,193	1,118	912	6	2	-	-											
Utah	29	29	1,317	1,479	12	3	1	8	-	-											
Nev.	102	92	1,805	2,437	24	15	1	3	-	-											
PACIFIC	920	2,490	55,481	59,200	638	409	93	137	-	-											
Wash.	166	179	6,982	6,362	N	N	9	12	-	-											
Oreg.	92	108	2,069	3,106	-	-	11	15	-	-											
Calif.	610	2,148	44,174	46,022	638	409	72	110	-	-											
Alaska	11	9	1,505	1,537	-	-	-	-	-	-											
Hawaii	41	46	751	2,173	-	-	1	-	-	-											
Guam	1	1	-	311	-	-	-	-	-	-											
P.R.	209	437	1,002	824	N	N	N	N	-	-											
V.I.	4	13	20	132	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	32	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


