
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending February 10, 2007 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	166	312	527	1,119	1,551	3,099	6,593	8,381	28,717	38,223	30	41	112	253	286						
NEW ENGLAND	7	18	44	50	107	111	99	208	523	519	3	2	12	20	13						
Conn.	-	3	25	25	17	35	26	152	70	94	3	0	8	15	-						
Maine	3	3	14	13	4	-	2	8	9	16	-	0	4	2	2						
Mass.	-	6	18	-	63	62	47	95	356	302	-	0	7	-	10						
N.H.	-	0	9	-	5	-	3	9	14	35	-	0	2	3	-						
R.I.	-	1	17	-	2	10	10	19	67	66	-	0	3	-	-						
Vt.	4	3	12	12	16	4	1	5	7	6	-	0	2	-	1						
MID. ATLANTIC	20	65	108	199	298	397	637	891	3,078	3,679	5	9	25	54	74						
N.J.	-	8	16	-	51	61	103	159	448	652	-	1	4	3	14						
N.Y. (Upstate)	13	25	83	77	57	100	121	419	536	457	2	3	15	13	10						
N.Y. City	-	17	31	59	96	94	176	377	963	1,186	-	2	6	12	21						
Pa.	7	15	33	63	94	142	211	320	1,131	1,384	3	3	8	26	29						
E.N. CENTRAL	21	47	95	139	305	304	1,271	2,206	4,149	8,121	4	5	13	25	41						
Ill.	-	8	26	-	66	-	360	487	1,098	2,644	-	0	4	-	12						
Ind.	N	0	0	N	N	41	159	250	970	1,106	1	1	10	3	5						
Mich.	1	14	38	53	94	190	267	880	1,306	1,192	-	0	5	3	5						
Ohio	20	15	32	71	82	12	303	702	375	2,291	3	2	6	19	11						
Wis.	-	9	24	15	63	61	130	178	400	888	-	0	3	-	8						
W.N. CENTRAL	8	24	118	80	124	100	387	488	1,918	2,197	-	2	12	15	12						
Iowa	1	6	15	21	26	-	37	63	172	211	-	0	1	-	-						
Kans.	-	3	11	7	17	1	43	95	240	292	-	0	2	4	1						
Minn.	-	0	87	1	19	5	64	87	199	360	-	0	9	-	-						
Mo.	7	9	28	41	42	90	195	272	1,172	1,141	-	0	5	9	9						
Nebr.	-	2	9	5	7	-	27	56	101	131	-	0	2	2	2						
N. Dak.	-	0	2	-	1	-	2	6	5	18	-	0	2	-	-						
S. Dak.	-	2	6	5	12	4	6	15	29	44	-	0	0	-	-						
S. ATLANTIC	36	53	92	225	211	907	1,658	2,543	7,235	8,843	13	11	26	72	68						
Del.	-	1	4	3	2	20	28	44	191	165	-	0	1	1	-						
D.C.	2	1	4	6	5	-	35	61	147	214	-	0	2	-	-						
Fla.	25	21	44	118	86	-	452	549	1,564	2,341	3	3	9	19	14						
Ga.	4	12	28	40	41	118	349	1,187	1,178	1,192	3	2	6	25	17						
Md.	3	4	11	23	29	-	121	182	581	825	3	1	5	18	11						
N.C.	-	0	0	-	-	477	310	571	1,781	2,782	3	0	8	3	11						
S.C.	1	1	8	3	13	191	154	1,135	1,266	799	-	0	3	4	8						
Va.	1	9	28	31	34	90	122	249	441	467	-	1	7	-	7						
W. Va.	-	0	6	1	1	11	18	42	86	58	1	0	4	2	-						
E.S. CENTRAL	6	11	42	43	42	284	585	877	2,929	3,377	1	2	8	17	15						
Ala.	3	6	30	24	23	16	196	313	662	1,417	-	0	5	5	3						
Ky.	N	0	0	N	N	68	55	268	317	428	-	0	1	-	1						
Miss.	N	0	0	N	N	-	149	434	770	548	-	0	1	-	-						
Tenn.	3	4	12	19	19	200	194	239	1,180	984	1	1	5	12	11						
W.S. CENTRAL	4	6	18	27	12	398	904	1,279	3,963	4,987	-	1	26	12	12						
Ark.	2	2	10	12	4	56	83	142	480	572	-	0	2	-	2						
La.	-	0	6	2	-	29	125	354	528	1,111	-	0	3	2	-						
Okla.	2	2	11	13	8	55	90	184	456	383	-	1	24	10	9						
Tex.	N	0	0	N	N	258	579	932	2,499	2,921	-	0	2	-	1						
MOUNTAIN	9	28	68	111	145	77	255	438	1,179	1,727	3	4	10	25	33						
Ariz.	-	3	9	20	22	18	96	204	414	555	-	2	6	11	12						
Colo.	5	10	33	39	39	16	72	92	313	454	2	1	4	8	12						
Idaho	1	3	12	12	21	-	2	20	-	22	-	0	1	1	2						
Mont.	-	2	11	7	7	2	3	20	16	6	-	0	0	-	-						
Nev.	-	1	8	6	3	-	33	135	154	319	-	0	1	1	-						
N. Mex.	-	1	6	5	7	23	32	65	190	233	-	0	2	1	5						
Utah	3	7	25	21	44	18	17	26	87	111	1	0	4	3	2						
Wyo.	-	0	4	1	2	-	2	5	5	27	-	0	1	-	-						
PACIFIC	55	57	98	245	307	521	786	971	3,743	4,773	1	2	7	13	18						
Alaska	-	1	17	11	2	8	10	27	47	56	-	0	2	4	2						
Calif.	47	39	68	171	239	387	641	833	3,016	3,976	-	0	5	-	1						
