
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending November 24, 2007 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2006

tab delimited data:
test
UNITED STATES	27	97	261	4,286	4,743	25	29	108	1,398	1,210											
NEW ENGLAND	-	5	28	349	319	-	2	11	110	116											
Conn.	-	0	23	114	84	-	0	6	15	33											
Maine	-	0	3	25	17	-	0	1	3	-											
Mass.	-	3	12	155	161	-	1	6	72	67											
N.H.	-	0	4	33	35	-	0	2	10	9											
R.I.	-	0	12	6	8	-	0	2	8	7											
Vt.	-	0	2	16	14	-	0	1	2	-											
MID. ATLANTIC	3	16	41	796	857	2	4	37	232	176											
N.J.	-	2	10	114	138	-	1	4	31	58											
N.Y. (Upstate)	3	5	27	261	273	2	2	15	96	89											
N.Y. City	-	4	13	187	151	-	1	35	105	29											
Pa.	-	5	11	234	295	N	0	0	N	N											
E.N. CENTRAL	3	16	34	726	898	1	4	14	191	319											
Ill.	-	4	13	202	273	-	1	5	39	90											
Ind.	-	2	12	108	106	-	0	10	18	47											
Mich.	1	4	10	179	188	-	1	4	65	71											
Ohio	2	4	14	206	219	1	1	7	56	68											
Wis.	-	0	5	31	112	-	0	2	13	43											
W.N. CENTRAL	1	5	32	303	319	2	2	8	112	103											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	3	30	51	-	0	1	3	12											
Minn.	-	0	29	149	143	1	1	6	71	64											
Mo.	1	2	6	73	74	-	0	2	22	14											
Nebr.	-	0	3	23	29	1	0	2	15	10											
N. Dak.	-	0	3	18	12	-	0	2	1	3											
S. Dak.	-	0	2	10	10	-	0	0	-	-											
S. ATLANTIC	8	22	52	1,130	1,081	1	5	14	249	78											
Del.	-	0	1	10	10	-	0	0	-	-											
D.C.	-	0	3	8	15	-	0	1	-	1											
Fla.	3	6	16	290	272	-	1	5	61	-											
Ga.	1	5	13	229	238	-	0	5	44	-											
Md.	2	4	10	194	197	1	1	5	58	65											
N.C.	1	1	22	151	148	-	0	0	-	-											
S.C.	1	1	7	86	57	-	1	4	48	-											
Va.	-	2	11	136	118	-	0	4	31	-											
W. Va.	-	0	3	26	26	-	0	4	7	12											
E.S. CENTRAL	-	4	13	189	189	-	2	6	82	17											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	35	41	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	3	17											
Tenn.	-	3	13	154	148	-	1	6	79	-											
W.S. CENTRAL	2	6	90	275	352	12	4	43	213	196											
Ark.	-	0	2	17	24	1	0	2	11	20											
La.	-	0	4	16	16	-	0	4	29	23											
Okla.	1	1	23	65	94	4	1	13	52	51											
Tex.	1	3	64	177	218	7	2	27	121	102											
MOUNTAIN	10	10	22	487	607	6	4	12	182	180											
Ariz.	1	4	11	186	313	5	2	7	106	97											
Colo.	7	2	8	139	110	1	1	3	44	51											
Idaho	1	0	2	17	8	-	0	1	2	3											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	2	-	-	0	1	1	2											
N. Mex.	1	1	4	56	113	-	0	4	22	27											
Utah	-	2	7	82	59	-	0	2	7	-											
Wyo.	-	0	1	5	4	-	0	0	-	-											
PACIFIC	-	1	4	31	121	1	0	2	27	25											
Alaska	-	0	3	29	N	1	0	2	27	N											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	0	4	2	121	-	0	1	-	25											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	-	-	U	U	U	-	-	U	U											
Guam	-	0	0	-	-	N	0	0	N	N											
P.R.	-	0	0	-	-	N	0	0	N	N											
V.I.	U	0	0	U	U	U	0	0	U	U											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


