
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 4, 1998 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	23,929	30,843	258,443	247,851	812	405	149,101	144,806	2,012	1,678											
NEW ENGLAND	830	1,267	9,401	8,621	114	90	2,497	2,929	27	35											
Maine	18	28	467	484	9	-	34	29	-	-											
N.H.	22	17	459	388	18	18	46	58	-	-											
Vt.	10	24	194	196	4	4	13	25	-	1											
Mass.	386	462	4,144	3,546	59	52	993	1,095	25	30											
R.I.	67	81	1,230	1,019	3	1	180	242	2	4											
Conn.	327	655	2,907	2,988	21	15	1,231	1,480	-	-											
MID. ATLANTIC	6,951	9,739	31,057	27,085	80	18	17,179	17,404	212	150											
Upstate N.Y.	849	1,620	N	N	57	-	2,961	2,979	162	112											
N.Y. City	3,910	4,965	17,038	13,136	3	6	7,401	6,547	-	-											
N.J.	1,232	2,006	4,885	4,858	20	11	2,734	3,579	-	-											
Pa.	960	1,148	9,134	9,091	N	1	4,083	4,299	50	38											
E.N. CENTRAL	1,768	2,131	42,769	35,869	149	78	29,361	21,283	256	327											
Ohio	331	409	12,419	10,775	36	16	7,564	6,659	6	7											
Ind.	326	360	2,706	4,204	51	22	1,769	2,820	3	9											
Ill.	706	760	12,462	6,476	33	-	10,038	3,206	11	54											
Mich.	305	473	10,844	9,052	29	20	8,269	6,404	236	239											
Wis.	100	129	4,338	5,362	N	20	1,721	2,194	-	18											
W.N. CENTRAL	444	603	14,744	15,679	97	51	7,085	6,942	111	34											
Minn.	65	99	2,401	3,271	38	26	858	1,139	6	2											
Iowa	49	69	2,010	2,285	25	-	638	614	11	17											
Mo.	209	294	5,634	5,762	10	17	4,034	3,725	90	4											
N. Dak.	4	6	290	427	2	5	29	30	-	2											
S. Dak.	9	3	809	621	6	1	129	66	-	-											
Nebr.	39	49	1,095	1,007	7	-	366	371	2	2											
Kans.	69	83	2,505	2,306	9	2	1,031	997	2	7											
S. ATLANTIC	5,900	7,638	54,111	46,356	66	29	43,470	45,229	101	112											
Del.	75	144	1,241	-	-	1	673	566	-	-											
Md.	718	949	4,129	3,647	12	4	4,703	5,790	5	3											
D.C.	481	533	N	N	1	-	1,758	2,076	-	-											
Va.	425	599	5,342	5,533	N	7	3,046	4,003	5	11											
W. Va.	57	57	1,322	1,431	N	2	371	474	4	9											
N.C.	390	423	10,900	8,329	12	10	9,143	7,996	12	29											
S.C.	386	403	9,309	6,151	2	-	6,043	5,590	2	26											
Ga.	616	970	12,196	8,513	22	-	10,026	9,806	9	-											
Fla.	2,752	3,560	9,672	12,752	14	5	7,707	8,928	64	34											
E.S. CENTRAL	936	1,018	17,829	16,924	43	11	16,851	16,625	77	188											
Ky.	127	177	3,052	3,336	10	-	1,753	2,089	14	8											
Tenn.	333	413	6,228	6,287	22	10	5,297	5,241	60	120											
Ala.	274	239	4,889	3,986	11	-	6,113	5,619	3	6											
Miss.	202	189	3,660	3,315	U	1	3,688	3,676	U	54											
W.S. CENTRAL	2,899	3,145	36,049	28,793	51	8	20,551	18,959	514	197											
Ark.	104	120	1,647	1,416	4	3	1,153	2,315	5	6											
La.	512	562	6,429	4,142	-	2	5,274	3,865	10	104											
Okla.	170	138	4,875	3,662	6	3	2,656	2,330	2	4											
Tex.	2,113	2,325	23,098	19,573	41	-	11,468	10,449	497	83											
MOUNTAIN	831	900	9,212	13,886	84	50	3,331	3,749	237	152											
Mont.	15	22	632	513	6	-	23	20	5	10											
Idaho	15	28	917	709	9	1	83	52	87	23											
Wyo.	2	13	330	284	2	-	15	26	43	40											
Colo.	147	224	-	3,108	22	18	1,132	1,050	14	18											
N. Mex.	130	80	1,878	1,925	10	6	371	441	52	32											
Ariz.	329	227	4,002	5,052	N	9	1,457	1,598	3	18											
Utah	65	73	1,144	836	15	10	112	121	20	3											
Nev.	128	233	309	1,459	7	6	138	441	13	8											
PACIFIC	3,370	4,402	43,271	54,638	128	70	8,776	11,686	477	483											
Wash.	236	288	5,583	4,628	27	22	953	973	10	14											
Oreg.	93	144	2,821	2,388	33	27	367	362	2	2											
Calif.	2,962	3,912	32,903	46,050	66	18	7,097	9,895	410	382											
Alaska	12	22	946	724	2	-	156	210	1	-											
Hawaii	67	36	1,018	848	N	3	203	246	54	85											
Guam	-	2	8	193	N	-	2	27	-	-											
P.R.	1,001	1,019	U	U	-	U	216	335	-	-											
V.I.	17	51	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	14	16	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


