
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending November 23, 2002 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Congenital) cummulative for 2002
Syphilis (Congenital) cummulative for 2001
Tuberculosis cummulative for 2002
Tuberculosis cummulative for 2001
Typhoid Fever cummulative for 2002
Typhoid Fever cummulative for 2001

tab delimited data:
test
UNITED STATES	5,705	5,415	313	450	10,474	12,525	243	321													
NEW ENGLAND	127	56	-	8	344	412	14	16													
Maine	2	1	-	3	10	17	-	1													
N.H.	7	1	-	-	15	16	-	2													
Vt.	1	3	-	-	-	4	-	-													
Mass.	85	32	-	3	197	212	8	10													
R.I.	6	9	-	-	35	58	-	-													
Conn.	26	10	-	2	87	105	6	3													
MID. ATLANTIC	638	473	60	71	1,865	2,054	58	106													
Upstate N.Y.	30	18	10	5	267	333	9	15													
N.Y. City	396	256	23	32	933	1,013	30	44													
N.J.	138	116	26	34	439	446	15	38													
Pa.	74	83	1	-	226	262	4	9													
E.N. CENTRAL	976	958	55	64	1,043	1,292	18	32													
Ohio	151	70	4	2	137	250	6	4													
Ind.	64	142	1	12	110	94	2	2													
Ill.	295	348	30	40	531	609	1	17													
Mich.	442	375	20	6	224	268	4	5													
Wis.	24	23	-	4	41	71	5	4													
W.N. CENTRAL	95	91	-	9	474	485	8	15													
Minn.	48	32	-	2	203	207	3	6													
Iowa	2	4	-	-	24	34	-	-													
Mo.	25	24	-	5	117	123	1	9													
N. Dak.	-	-	-	-	4	3	-	-													
S. Dak.	-	-	-	-	10	12	-	-													
Nebr.	3	8	-	-	23	32	4	-													
Kans.	17	23	-	2	93	74	-	-													
S. ATLANTIC	1,535	1,816	69	106	2,126	2,379	45	41													
Del.	11	14	-	-	15	15	-	1													
Md.	184	244	14	4	260	207	8	10													
D.C.	58	35	1	2	-	51	-	-													
Va.	60	93	1	5	166	232	7	11													
W. Va.	2	4	-	-	28	26	-	-													
N.C.	264	416	18	14	311	307	2	2													
S.C.	120	216	9	21	146	161	-	-													
Ga.	328	352	10	23	358	429	9	9													
Fla.	508	442	16	37	842	951	19	8													
E.S. CENTRAL	428	597	20	31	650	753	4	1													
Ky.	85	44	3	1	118	116	4	-													
Tenn.	156	297	10	18	260	274	-	1													
Ala.	146	122	4	5	183	240	-	-													
Miss.	41	134	3	7	89	123	-	-													
W.S. CENTRAL	769	678	65	74	1,463	1,885	5	18													
Ark.	32	36	2	8	115	139	-	-													
La.	138	162	-	-	-	114	-	-													
Okla.	61	56	3	6	127	139	2	-													
Tex.	538	424	60	60	1,221	1,493	3	18													
MOUNTAIN	264	201	15	32	323	502	10	8													
Mont.	-	-	-	-	6	14	-	1													
Idaho	5	1	-	-	9	7	-	-													
Wyo.	-	1	-	-	3	3	-	-													
Colo.	44	20	1	1	55	117	5	1													
N. Mex.	30	16	-	2	22	49	1	-													
Ariz.	169	146	14	29	188	200	-	1													
Utah	8	10	-	-	26	33	2	1													
Nev.	8	7	-	-	14	79	2	4													
PACIFIC	873	545	29	55	2,186	2,763	81	84													
Wash.	57	43	1	-	198	216	6	5													
Oreg.	21	13	1	-	101	101	2	7													
Calif.	787	477	26	55	1,717	2,266	68	68													
Alaska	-	-	-	-	43	46	-	1													
Hawaii	8	12	1	-	127	134	5	3													
Guam	-	9	-	1	-	54	-	3													
P.R.	227	248	15	13	75	95	-	-													
V.I.	1	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	15	U	-	U	32	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


