
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending June 26, 2010 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2009
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2009

tab delimited data:
test
UNITED STATES	1	2	12	33	64	21	12	416	285	570											
NEW ENGLAND	-	0	1	-	1	-	0	2	1	8											
Conn.	-	0	0	-	-	-	0	0	-	-											
Maine	-	0	0	-	-	-	0	1	1	4											
Mass.	-	0	0	-	1	-	0	2	-	4											
N.H.	-	0	0	-	-	-	0	1	-	-											
R.I.	-	0	0	-	-	-	0	0	-	-											
Vt.	-	0	1	-	-	-	0	0	-	-											
MID. ATLANTIC	-	0	3	10	2	-	1	6	17	45											
N.J.	-	0	1	-	1	-	0	3	-	32											
N.Y. (Upstate)	-	0	1	1	-	-	0	3	3	1											
N.Y. City	-	0	1	2	-	-	0	2	8	5											
Pa.	-	0	2	7	1	-	0	1	6	7											
E.N. CENTRAL	-	0	1	-	5	1	0	5	11	46											
Ill.	-	0	1	-	-	-	0	3	-	32											
Ind.	-	0	0	-	3	-	0	2	7	4											
Mich.	-	0	1	-	1	-	0	2	3	-											
Ohio	-	0	0	-	-	1	0	4	1	9											
Wis.	-	0	0	-	1	-	0	1	-	1											
W.N. CENTRAL	-	0	3	4	7	8	2	23	82	103											
Iowa	-	0	1	-	-	-	0	1	-	2											
Kans.	-	0	1	2	1	-	0	0	-	-											
Minn.	-	0	1	-	-	-	0	1	-	-											
Mo.	-	0	1	2	3	7	2	22	81	100											
Nebr.	-	0	2	-	3	1	0	1	1	1											
N. Dak.	-	0	0	-	-	-	0	0	-	-											
S. Dak.	-	0	0	-	-	-	0	0	-	-											
S. ATLANTIC	-	0	7	9	39	6	3	31	79	193											
Del.	-	0	1	1	-	-	0	3	5	4											
D.C.	-	0	0	-	-	-	0	1	-	-											
Fla.	-	0	1	1	-	2	0	2	9	2											
Ga.	-	0	6	5	33	-	0	0	-	-											
Md.	-	0	1	1	1	1	0	3	6	27											
N.C.	-	0	1	1	3	-	1	23	27	124											
S.C.	-	0	1	-	2	-	0	1	3	13											
Va.	-	0	1	-	-	3	0	6	29	23											
W. Va.	-	0	0	-	-	-	0	1	-	-											
E.S. CENTRAL	-	0	2	3	1	6	3	16	79	116											
Ala.	-	0	1	-	-	-	1	7	17	24											
Ky.	-	0	1	2	1	-	0	0	-	-											
Miss.	-	0	0	-	-	-	0	1	-	8											
Tenn.	-	0	2	1	-	6	2	13	62	84											
W.S. CENTRAL	-	0	3	1	1	-	1	408	12	47											
Ark.	-	0	1	-	-	-	0	110	-	29											
La.	-	0	0	-	-	-	0	0	-	2											
Okla.	-	0	3	-	-	-	0	287	8	5											
Tex.	-	0	1	1	1	-	0	11	4	11											
MOUNTAIN	-	0	2	2	7	-	0	3	4	12											
Ariz.	-	0	2	-	2	-	0	2	1	5											
Colo.	-	0	1	-	-	-	0	0	-	-											
Idaho	-	0	0	-	-	-	0	1	1	-											
Mont.	-	0	1	2	4	-	0	1	1	5											
Nev.	-	0	0	-	-	-	0	1	-	-											
N. Mex.	-	0	0	-	-	-	0	1	1	1											
Utah	-	0	0	-	-	-	0	0	-	1											
Wyo.	-	0	1	-	1	-	0	1	-	-											
PACIFIC	1	0	2	4	1	-	0	0	-	-											
Alaska	N	0	0	N	N	N	0	0	N	N											
Calif.	1	0	2	4	1	-	0	0	-	-											
Hawaii	N	0	0	N	N	N	0	0	N	N											
Oreg.	-	0	0	-	-	-	0	0	-	-											
Wash.	-	0	0	-	-	-	0	0	-	-											
Amer. Samoa	N	0	0	N	N	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	N	0	0	N	N	N	0	0	N	N											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


