
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 20, 2000 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2000
AIDS § cummulative for 1999
Chlamydia† cummulative for 2000
Chlamydia† cummulative for 1999
Cryptosporidiosis cummulative for 2000
Cryptosporidiosis cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 1999

tab delimited data:
test
UNITED STATES	13,355	16,929	210,632	255,327	422	616	587	484	357	416											
NEW ENGLAND	802	895	8,247	8,058	21	32	56	78	56	72											
Maine	14	15	516	276	5	4	4	4	3	-											
N.H.	11	25	399	409	2	4	5	8	4	10											
Vt.	2	6	202	197	9	6	2	8	2	1											
Mass.	535	614	3,903	3,465	3	15	23	35	26	32											
R.I.	34	52	906	892	2	-	-	4	-	6											
Conn.	206	183	2,321	2,819	-	3	22	19	21	23											
MID. ATLANTIC	3,280	4,308	12,365	30,219	38	142	72	33	53	22											
Upstate N.Y.	186	529	N	N	28	39	68	25	40	2											
N.Y. City	1,943	2,108	2,188	14,560	5	84	3	2	-	-											
N.J.	703	846	2,337	4,844	1	11	1	6	8	20											
Pa.	448	825	7,840	10,815	4	8	N	N	5	-											
E.N. CENTRAL	1,310	1,142	35,606	39,727	84	110	102	89	35	70											
Ohio	194	186	8,300	11,801	19	16	20	33	11	22											
Ind.	100	146	4,425	4,525	7	8	19	14	9	11											
Ill.	809	505	10,099	10,893	4	17	30	23	-	18											
Mich.	153	248	9,245	8,495	14	16	16	19	11	13											
Wis.	54	57	3,537	4,013	40	53	17	N	4	6											
W.N. CENTRAL	299	298	12,545	14,728	35	35	110	85	65	84											
Minn.	55	45	2,319	2,969	4	13	29	22	30	23											
Iowa	26	37	1,675	1,615	11	7	18	9	4	3											
Mo.	139	105	4,764	5,392	8	4	37	8	17	10											
N. Dak.	-	4	61	352	2	3	6	3	4	2											
S. Dak.	3	11	664	647	3	2	2	3	2	5											
Nebr.	20	24	1,049	1,365	5	5	11	33	5	41											
Kans.	56	72	2,013	2,388	2	1	7	7	3	-											
S. ATLANTIC	3,641	4,706	44,205	54,819	86	108	53	54	26	37											
Del.	65	50	1,143	1,104	2	-	-	3	-	-											
Md.	392	561	4,515	5,184	5	6	8	4	1	-											
D.C.	264	161	1,280	N	-	4	-	-	U	U											
Va.	278	263	5,940	5,542	3	6	12	15	10	12											
W. Va.	21	24	753	715	-	-	2	1	2	1											
N.C.	195	358	7,913	8,903	8	1	9	10	2	10											
S.C.	294	473	3,508	7,796	-	-	3	6	1	5											
Ga.	357	588	7,016	13,865	50	67	5	3	5	U											
Fla.	1,775	2,228	12,137	11,710	18	24	14	12	5	9											
E.S. CENTRAL	639	713	18,770	17,073	19	6	31	32	21	27											
Ky.	80	127	3,084	2,952	1	1	10	8	8	7											
Tenn.	287	312	5,515	5,471	4	3	14	12	11	11											
Ala.	169	112	5,947	3,828	8	1	1	7	-	8											
Miss.	103	162	4,224	4,822	6	1	6	5	2	1											
W.S. CENTRAL	1,128	2,043	32,164	34,192	12	46	23	24	37	28											
Ark.	69	69	1,978	2,196	1	-	4	5	3	4											
La.	232	378	7,212	5,509	-	19	-	3	8	5											
Okla.	65	55	3,297	3,271	2	1	7	4	3	5											
Tex.	762	1,541	19,677	23,216	9	26	12	12	23	14											
MOUNTAIN	477	622	12,045	13,123	32	29	55	37	23	25											
Mont.	6	4	591	512	4	3	9	3	-	-											
Idaho	9	8	731	680	3	2	7	1	-	3											
Wyo.	2	3	302	302	2	-	3	2	2	3											
Colo.	99	143	1,862	2,754	9	4	19	14	7	5											
N. Mex.	50	37	1,687	1,880	1	11	2	2	2	1											
Ariz.	165	270	4,899	4,949	3	7	13	7	11	4											
Utah	52	61	966	801	8	N	1	6	1	7											
Nev.	94	96	1,007	1,245	2	2	1	2	-	2											
PACIFIC	1,779	2,202	34,685	43,388	95	108	85	52	41	51											
Wash.	202	115	4,830	4,679	N	N	18	13	22	21											
Oreg.	47	50	1,799	2,400	3	10	12	13	14	12											
Calif.	1,476	1,989	26,413	34,332	92	98	50	25	-	17											
Alaska	5	6	974	750	-	-	1	-	-	-											
Hawaii	49	42	669	1,227	-	-	4	1	5	1											
Guam	13	1	-	181	-	-	N	N	U	U											
P.R.	284	583	142	U	-	-	2	8	U	U											
V.I.	18	13	-	U	-	U	-	U	U	U											
Amer. Samoa	-	-	-	U	-	U	-	U	U	U											
C.N.M.I.	-	-	-	U	-	U	-	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


