
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending November 10, 2007 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	447	776	2,813	29,304	38,576	-	1	134	1,087	1,487	1	2	291	2,217	2,766						
NEW ENGLAND	15	15	124	607	3,704	-	0	2	7	9	-	0	2	5	3						
Conn.	-	0	76	2	1,397	-	0	2	4	7	-	0	1	1	2						
Maine	-	0	7	-	207	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	1	-	1,141	-	0	2	3	2	-	0	2	3	1						
N.H.	-	7	14	284	354	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	-						
Vt.	15	5	66	321	605	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	1	91	195	3,333	4,281	-	0	3	18	26	-	0	1	6	12						
N.J.	N	0	0	N	N	-	0	1	1	2	-	0	0	-	3						
N.Y. (Upstate)	N	0	0	N	N	-	0	0	-	8	-	0	0	-	4						
N.Y. City	-	0	0	-	-	-	0	3	12	8	-	0	1	2	4						
Pa.	1	91	195	3,333	4,281	-	0	1	5	8	-	0	1	4	1						
E.N. CENTRAL	117	212	568	8,235	12,508	-	0	18	101	244	-	0	11	58	174						
Ill.	-	2	11	128	125	-	0	13	58	127	-	0	8	35	88						
