
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 27, 2000 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	495	504	4,248	7,839	2,098	2,681	1	13	-	4	17	51									
NEW ENGLAND	35	38	97	87	21	62	-	-	-	-	-	9									
Maine	1	4	7	2	5	-	-	-	-	-	-	-									
N.H.	6	6	11	7	8	6	-	-	-	-	-	1									
Vt.	2	4	3	1	3	1	-	-	-	-	-	-									
Mass.	19	16	42	28	3	27	-	-	-	-	-	6									
R.I.	1	-	1	9	2	11	-	-	-	-	-	-									
Conn.	6	8	33	40	-	17	-	-	-	-	-	2									
MID. ATLANTIC	74	80	193	493	212	396	-	-	-	-	-	2									
Upstate N.Y.	32	31	91	96	50	81	-	-	-	-	-	2									
N.Y. City	18	26	102	132	162	125	-	-	-	-	-	-									
N.J.	19	22	-	65	-	57	-	-	-	-	-	-									
Pa.	5	1	-	200	-	133	-	-	-	-	-	-									
E.N. CENTRAL	64	79	570	1,396	259	245	-	3	-	-	3	1									
Ohio	27	27	128	322	46	43	-	2	-	-	2	-									
Ind.	10	12	22	47	20	23	-	-	-	-	-	1									
Ill.	22	33	204	273	38	-	-	-	-	-	-	-									
Mich.	5	7	203	715	154	159	-	1	-	-	1	-									
Wis.	-	-	13	39	1	20	-	-	-	-	-	-									
W.N. CENTRAL	30	23	527	317	213	119	-	1	-	-	1	-									
Minn.	15	12	110	25	14	16	-	-	-	-	-	-									
Iowa	-	2	43	68	19	20	-	-	-	-	-	-									
Mo.	5	2	260	181	139	68	-	-	-	-	-	-									
N. Dak.	1	-	-	1	2	-	-	-	-	-	-	-									
S. Dak.	-	1	-	8	-	1	U	-	U	-	-	-									
Nebr.	3	3	17	27	18	11	-	-	-	-	-	-									
Kans.	6	3	97	7	21	3	-	1	-	-	1	-									
S. ATLANTIC	123	107	397	681	343	412	-	-	-	-	-	4									
Del.	-	-	-	2	-	-	-	-	-	-	-	-									
Md.	31	30	67	137	48	82	-	-	-	-	-	-									
D.C.	-	3	3	32	5	11	-	-	-	-	-	-									
Va.	27	10	63	54	60	40	-	-	-	-	-	3									
W. Va.	4	3	37	13	4	11	-	-	-	-	-	-									
N.C.	10	21	84	51	109	100	-	-	-	-	-	-									
S.C.	6	2	16	14	3	36	-	-	-	-	-	-									
Ga.	40	26	74	202	75	50	-	-	-	-	-	-									
Fla.	5	12	53	176	39	82	-	-	-	-	-	1									
E.S. CENTRAL	26	37	142	185	128	191	-	-	-	-	-	2									
Ky.	9	5	21	33	35	14	-	-	-	-	-	2									
Tenn.	14	18	21	76	27	84	-	-	-	-	-	-									
Ala.	3	12	26	32	23	46	-	-	-	-	-	-									
Miss.	-	2	74	44	43	47	U	-	U	-	-	-									
W.S. CENTRAL	27	35	767	2,228	261	420	-	-	-	-	-	3									
Ark.	-	1	78	20	41	31	-	-	-	-	-	-									
La.	6	9	28	68	46	82	-	-	-	-	-	-									
Okla.	20	23	134	238	56	53	-	-	-	-	-	-									
Tex.	1	2	527	1,902	118	254	-	-	-	-	-	3									
MOUNTAIN	60	51	369	634	180	246	-	8	-	1	9	-									
Mont.	-	1	1	12	3	15	-	-	-	-	-	-									
Idaho	2	1	13	24	4	13	-	-	-	-	-	-									
Wyo.	-	1	6	3	-	5	-	-	-	-	-	-									
Colo.	11	6	73	114	37	39	-	1	-	1	2	-									
N. Mex.	12	11	38	20	42	85	-	-	-	-	-	-									
Ariz.	30	28	183	387	67	52	-	-	-	-	-	-									
Utah	4	2	30	22	10	13	-	3	-	-	3	-									
Nev.	1	1	25	52	17	24	U	4	U	-	4	-									
PACIFIC	56	54	1,186	1,818	481	590	1	1	-	3	4	30									
Wash.	3	1	120	106	25	23	-	-	-	-	-	5									
Oreg.	17	19	95	126	41	49	-	-	-	-	-	10									
Calif.	22	28	966	1,575	406	505	U	-	U	3	3	15									
Alaska	1	4	5	4	4	8	1	1	-	-	1	-									
Hawaii	13	2	-	7	5	5	U	-	U	-	-	-									
Guam	-	-	-	2	-	2	U	-	U	-	-	1									
P.R.	-	1	42	120	30	114	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


