
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending June 4, 2011 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2011
Hepatitis (Viral Acute), Type C cummulative for 2010

tab delimited data:
test
UNITED STATES	4	27	74	454	650	20	59	167	888	1,310	2	17	39	361	323						
NEW ENGLAND	-	1	6	12	54	-	1	4	20	29	-	1	4	18	28						
Conn.	-	0	4	5	12	-	0	3	6	8	-	0	3	12	15						
Maine	-	0	1	1	3	-	0	2	5	9	-	0	2	3	2						
Mass.	-	0	5	3	34	-	0	3	8	7	-	0	1	1	11						
N.H.	-	0	1	-	-	-	0	1	1	4	N	0	0	N	N						
R.I.	-	0	1	1	5	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	1	2	-	-	0	1	-	1	-	0	1	2	-						
MID. ATLANTIC	-	4	12	74	104	2	5	11	108	136	-	1	6	27	39						
N.J.	-	1	4	10	29	-	1	4	23	38	-	0	4	-	8						
N.Y. (Upstate)	-	1	4	20	24	-	1	9	20	21	-	1	4	15	18						
N.Y. City	-	1	6	23	29	-	1	5	29	42	-	0	1	-	1						
Pa.	-	1	3	21	22	2	1	4	36	35	-	0	2	12	12						
E.N. CENTRAL	-	3	9	68	77	-	7	23	116	212	-	2	10	82	38						
Ill.	-	1	3	11	20	-	2	7	30	51	-	0	1	1	-						
Ind.	-	0	3	8	9	-	1	6	12	31	-	0	4	29	14						
Mich.	-	1	5	25	25	-	2	5	37	56	-	1	7	49	19						
Ohio	-	1	5	22	14	-	1	16	25	49	-	0	1	2	3						
Wis.	-	0	2	2	9	-	1	3	12	25	-	0	1	1	2						
W.N. CENTRAL	1	1	25	16	22	1	2	16	52	56	-	0	6	1	6						
Iowa	-	0	3	1	4	-	0	1	4	10	-	0	0	-	-						
Kans.	-	0	2	3	7	1	0	2	6	3	-	0	1	1	-						
Minn.	-	0	22	2	1	-	0	15	2	2	-	0	6	-	3						
Mo.	1	0	1	5	8	-	1	3	33	31	-	0	1	-	2						
Nebr.	-	0	4	3	2	-	0	3	6	9	-	0	1	-	1						
N. Dak.	-	0	3	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	2	-	-	0	1	1	1	-	0	0	-	-						
S. ATLANTIC	-	5	14	94	139	11	15	33	252	371	-	4	10	80	76						
Del.	-	0	1	1	5	-	0	1	-	17	U	0	0	U	U						
D.C.	-	0	0	-	1	-	0	0	-	3	-	0	0	-	2						
Fla.	-	2	7	34	47	5	4	11	85	130	-	1	5	21	21						
Ga.	-	1	4	24	14	-	2	8	42	78	-	1	3	13	9						
