
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending June 4, 2011 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2010
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2010
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2010

tab delimited data:
test
UNITED STATES	6	6	109	69	156	3	19	145	35	362	1	1	13	16	27						
NEW ENGLAND	-	0	2	2	3	-	1	10	4	24	-	0	1	-	1						
Conn.	-	0	0	-	-	-	0	6	-	5	-	0	0	-	-						
Maine	-	0	1	1	2	-	0	2	2	7	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	1	1	1	-	0	2	2	7	-	0	1	-	1						
R.I.	-	0	1	-	-	-	0	6	-	5	-	0	0	-	-						
Vt.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
MID. ATLANTIC	-	1	8	5	27	3	4	17	10	38	-	0	2	1	4						
N.J.	-	0	6	-	22	-	1	7	-	23	-	0	1	-	-						
N.Y. (Upstate)	-	0	7	3	4	3	3	14	9	15	-	0	2	1	3						
N.Y. City	-	0	2	2	-	-	0	3	1	-	-	0	0	-	-						
Pa.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	1						
E.N. CENTRAL	1	0	4	6	14	-	3	45	3	132	1	0	6	5	13						
Ill.	-	0	2	3	7	-	0	2	-	-	-	0	2	1	1						
Ind.	-	0	0	-	-	-	0	0	-	-	1	0	3	3	5						
Mich.	-	0	1	1	-	-	0	1	-	-	-	0	1	1	-						
Ohio	1	0	3	2	-	-	0	1	1	-	-	0	0	-	-						
Wis.	-	0	2	-	7	-	3	45	2	132	-	0	3	-	7						
W.N. CENTRAL	-	1	13	17	28	-	3	77	5	156	-	0	11	6	-						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	2	1	-	-	0	1	-	-	-	0	0	-	-						
Minn.	-	0	12	-	-	-	3	75	1	156	-	0	11	-	-						
Mo.	-	0	13	16	28	-	0	2	4	-	-	0	3	6	-						
Nebr.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
N. Dak.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
S. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	4	3	18	33	55	-	1	7	9	9	-	0	1	-	-						
Del.	-	0	2	5	7	-	0	1	-	1	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Fla.	3	0	2	7	2	-	0	1	1	-	-	0	0	-	-						
Ga.	-	0	3	4	9	-	0	1	3	-	-	0	1	-	-						
Md.	1	0	3	4	4	-	0	2	-	5	-	0	1	-	-						
N.C.	-	0	13	6	19	-	0	4	5	1	-	0	0	-	-						
S.C.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
Va.	-	1	8	7	14	-	0	2	-	2	-	0	1	-	-						
W. Va.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	1	0	11	6	20	-	0	2	4	3	-	0	2	1	7						
Ala.	-	0	3	-	4	-	0	2	2	-	N	0	0	N	N						
Ky.	-	0	2	2	1	-	0	0	-	-	-	0	1	-	1						
Miss.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	1						
Tenn.	1	0	7	4	14	-	0	2	2	2	-	0	1	1	5						
W.S. CENTRAL	-	0	87	-	8	-	0	9	-	-	-	0	1	-	-						
