
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 11, 2004 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Giardiasis cummulative for 2004
Giardiasis cummulative for 2003
Gonorrhea cummulative for 2004
Gonorrhea cummulative for 2003

tab delimited data:
test
UNITED STATES	1,574	1,526	151	167	105	99	11,584	12,157	209,996	223,742											
NEW ENGLAND	107	102	36	32	20	10	1,027	956	4,790	4,833											
Maine	6	8	-	-	-	-	87	113	156	138											
N.H.	14	13	5	3	-	-	26	27	86	79											
Vt.	10	13	-	-	-	-	119	76	58	57											
Mass.	48	41	9	8	20	10	463	481	2,183	1,902											
R.I.	6	1	1	-	-	-	68	82	596	658											
Conn.	23	26	21	21	-	-	264	177	1,711	1,999											
MID. ATLANTIC	167	172	21	18	21	20	2,459	2,465	23,741	27,928											
Upstate N.Y.	77	58	11	9	10	7	854	645	4,977	5,109											
N.Y. City	28	6	-	-	-	-	665	807	7,173	9,243											
N.J.	27	23	3	2	4	-	257	354	4,259	5,694											
Pa.	35	85	7	7	7	13	683	659	7,332	7,882											
E.N. CENTRAL	294	353	25	26	14	14	1,615	2,128	41,122	46,855											
Ohio	66	66	9	14	11	14	551	591	11,325	15,061											
Ind.	40	57	-	-	-	-	-	-	4,552	4,496											
Ill.	48	74	1	2	-	-	335	641	11,968	14,551											
Mich.	60	52	4	-	3	-	466	485	10,357	8,888											
Wis.	80	104	11	10	-	-	263	411	2,920	3,859											
W.N. CENTRAL	361	247	24	30	15	16	1,329	1,239	11,298	11,847											
Minn.	83	81	12	14	1	1	506	454	2,139	2,019											
Iowa	99	53	-	-	-	-	199	172	649	898											
Mo.	59	55	12	9	6	1	322	338	5,841	5,918											
N. Dak.	12	8	-	3	6	6	18	28	74	54											
S. Dak.	27	14	-	3	-	-	42	39	174	149											
Nebr.	55	17	-	1	-	-	96	90	695	1,025											
Kans.	26	19	-	-	2	8	146	118	1,726	1,784											
S. ATLANTIC	116	103	26	35	26	25	1,899	1,757	54,016	55,267											
Del.	2	5	N	N	N	N	35	28	616	811											
Md.	20	10	3	2	1	1	82	73	5,601	5,289											
D.C.	1	1	-	-	-	-	44	35	1,678	1,697											
Va.	25	28	9	9	-	-	343	231	6,150	6,058											
W. Va.	2	3	-	-	-	-	25	25	638	597											
N.C.	-	-	-	-	16	20	N	N	10,643	10,443											
S.C.	6	-	-	-	-	-	39	83	6,937	5,548											
Ga.	20	21	10	5	-	-	577	574	9,617	12,164											
Fla.	40	35	4	19	9	4	754	708	12,136	12,660											
E.S. CENTRAL	67	55	1	1	8	5	244	241	16,587	18,927											
Ky.	19	18	1	1	5	5	N	N	1,700	2,467											
Tenn.	30	23	-	-	3	-	128	111	5,664	5,674											
Ala.	11	11	-	-	-	-	116	130	5,156	6,367											
Miss.	7	3	-	-	-	-	-	-	4,067	4,419											
W.S. CENTRAL	55	62	2	4	1	4	189	193	28,647	30,311											
Ark.	10	7	1	-	-	-	80	103	2,530	2,895											
La.	2	3	-	-	-	-	19	9	7,296	8,135											
Okla.	14	19	-	-	-	-	87	81	3,297	3,127											
Tex.	29	33	1	4	1	4	3	-	15,524	16,154											
MOUNTAIN	161	184	14	19	-	5	1,036	1,011	7,031	7,183											
Mont.	12	12	-	-	-	-	43	64	44	71											
Idaho	37	42	7	14	-	-	123	128	57	54											
Wyo.	6	2	1	-	-	-	16	15	42	32											
Colo.	40	46	2	3	-	5	367	286	1,739	1,974											
N. Mex.	8	6	1	2	-	-	51	33	574	841											
Ariz.	15	23	N	N	N	N	134	178	2,623	2,635											
Utah	29	36	2	-	-	-	223	221	354	248											
Nev.	14	17	1	-	-	-	79	86	1,598	1,328											
PACIFIC	246	248	2	2	-	-	1,786	2,167	22,764	20,591											
Wash.	85	56	-	1	-	-	224	208	1,824	1,877											
Oreg.	44	68	2	1	-	-	298	285	781	670											
Calif.	108	118	-	-	-	-	1,158	1,557	19,264	16,882											
Alaska	1	2	-	-	-	-	52	56	393	367											
Hawaii	8	4	-	-	-	-	54	61	502	795											
Guam	N	N	-	-	-	-	-	2	-	44											
P.R.	-	1	-	-	-	-	41	183	135	186											
V.I.	-	-	-	-	-	-	-	-	49	61											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	3	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


