
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending June 2, 2007 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2007
Salmonellosis cummulative for 2006
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2007
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2007
Shigellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	344	837	1,877	11,409	12,742	23	73	315	872	843	173	280	874	4,635	4,219						
NEW ENGLAND	2	36	129	586	1,226	-	3	23	51	122	-	4	21	77	200						
Conn.	-	0	115	115	503	-	0	9	9	75	-	0	12	12	67						
Maine	1	2	14	38	38	-	1	8	12	4	-	0	5	8	2						
Mass.	-	23	87	335	585	-	2	13	21	36	-	3	18	50	121						
N.H.	-	3	15	38	56	-	0	3	5	4	-	0	2	3	3						
R.I.	1	2	15	41	31	-	0	2	1	1	-	0	3	3	5						
Vt.	-	1	6	19	13	-	0	4	3	2	-	0	2	1	2						
MID. ATLANTIC	22	96	189	1,471	1,495	-	8	63	86	106	2	13	47	179	351						
N.J.	-	20	50	54	301	-	1	20	1	31	-	2	34	13	128						
N.Y. (Upstate)	-	27	112	452	313	-	3	15	40	33	-	3	42	40	85						
N.Y. City	2	23	45	401	411	-	0	4	8	17	-	5	12	96	101						
Pa.	20	32	66	564	470	-	3	47	37	25	2	1	6	30	37						
E.N. CENTRAL	50	93	203	1,485	1,831	2	9	63	103	129	14	25	75	291	427						
Ill.	-	29	65	290	525	-	1	8	12	15	-	9	53	35	143						
Ind.	19	15	55	214	200	-	1	8	11	14	-	2	17	24	54						
Mich.	1	18	35	283	333	-	1	6	20	26	-	2	5	15	79						
