
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending March 23, 2002 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Congenital) cummulative for 2002
Syphilis (Congenital) cummulative for 2001
Tuberculosis cummulative for 2002
Tuberculosis cummulative for 2001
Typhoid Fever cummulative for 2002
Typhoid Fever cummulative for 2001

tab delimited data:
test
UNITED STATES	1,202	1,208	2	105	1,417	2,109	44	66													
NEW ENGLAND	15	6	-	-	58	73	4	4													
Maine	-	-	-	-	-	-	-	-													
N.H.	-	-	-	-	3	6	-	-													
Vt.	-	-	-	-	-	1	-	-													
Mass.	10	3	-	-	23	38	3	4													
R.I.	2	-	-	-	11	6	-	-													
Conn.	3	3	-	-	21	22	1	-													
MID. ATLANTIC	114	95	-	17	294	324	10	25													
Upstate N.Y.	-	4	-	11	17	-	2	4													
N.Y. City	69	57	-	-	223	177	5	2													
N.J.	26	13	-	5	-	93	3	19													
Pa.	19	21	-	1	54	54	-	-													
E.N. CENTRAL	239	183	-	20	194	211	7	4													
Ohio	37	16	-	1	35	39	3	1													
Ind.	10	37	-	3	20	17	1	-													
Ill.	53	66	-	14	96	107	-	1													
Mich.	134	57	-	2	37	30	2	1													
Wis.	5	7	-	-	6	18	1	1													
W.N. CENTRAL	11	20	-	2	80	77	-	4													
Minn.	3	11	-	-	43	41	-	-													
Iowa	-	-	-	-	-	9	-	-													
Mo.	3	5	-	1	30	16	-	4													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	5	1	-	-													
Nebr.	3	-	-	-	-	10	-	-													
Kans.	2	4	-	1	2	-	-	-													
S. ATLANTIC	320	452	-	27	293	364	8	10													
Del.	4	3	-	-	-	-	-	-													
Md.	22	65	-	1	21	33	-	3													
D.C.	14	8	-	1	-	17	-	-													
Va.	8	37	-	-	14	44	-	1													
W. Va.	-	-	-	-	6	7	-	-													
N.C.	77	104	-	2	41	29	-	1													
S.C.	29	62	-	8	27	37	-	-													
Ga.	41	63	-	5	42	72	5	3													
Fla.	125	110	-	10	142	125	3	2													
E.S. CENTRAL	147	132	-	7	128	144	-	-													
Ky.	15	11	-	-	21	17	-	-													
Tenn.	57	73	-	4	58	42	-	-													
Ala.	56	25	-	2	39	60	-	-													
Miss.	19	23	-	1	10	25	-	-													
W.S. CENTRAL	164	162	2	17	44	360	-	4													
Ark.	6	12	-	2	19	27	-	-													
La.	34	31	-	-	-	-	-	-													
Okla.	14	19	-	1	25	11	-	-													
Tex.	110	100	2	14	-	322	-	4													
MOUNTAIN	51	42	-	4	40	87	3	2													
Mont.	-	-	-	-	-	-	-	1													
Idaho	1	-	-	-	-	4	-	-													
Wyo.	-	-	-	-	1	-	-	-													
Colo.	-	3	-	-	9	22	2	-													
N. Mex.	9	4	-	-	7	10	-	-													
Ariz.	38	28	-	4	16	27	-	-													
Utah	3	6	-	-	5	5	1	-													
Nev.	-	1	-	-	2	19	-	1													
PACIFIC	141	116	-	11	286	469	12	13													
Wash.	11	19	-	-	48	38	-	-													
Oreg.	4	3	-	-	19	17	2	-													
Calif.	125	91	-	11	172	369	10	12													
Alaska	-	-	-	-	19	12	-	-													
Hawaii	1	3	-	-	28	33	-	1													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	77	-	4	-	11	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	2	U	-	U	11	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


