
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 16, 2011 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2011
Chlamydia trachomatis infection cummulative for 2010
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2011
Coccidioidomycosis cummulative for 2010
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2011
Cryptosporidiosis cummulative for 2010

tab delimited data:
test
UNITED STATES	10,304	25,725	31,142	669,718	686,384	83	86	567	8,794	NN	88	95	374	2,275	3,522						
NEW ENGLAND	794	847	2,043	22,909	21,168	-	0	1	1	NN	-	4	29	96	267						
Conn.	-	228	1,557	4,918	5,199	-	0	0	-	NN	-	0	24	24	77						
Maine	65	57	100	1,659	1,332	-	0	0	-	NN	-	0	7	3	32						
Mass.	571	403	860	11,815	10,863	-	0	0	-	NN	-	2	9	32	77						
N.H.	48	53	81	1,528	1,216	-	0	1	1	NN	-	1	3	17	36						
R.I.	75	70	154	2,204	1,883	-	0	0	-	NN	-	0	2	1	11						
Vt.	35	26	84	785	675	-	0	0	-	NN	-	1	5	19	34						
MID. ATLANTIC	1,587	3,321	5,069	84,199	89,591	-	0	1	3	NN	20	14	38	368	356						
N.J.	58	479	684	11,522	14,048	-	0	0	-	NN	-	1	4	18	14						
N.Y. (Upstate)	683	712	2,099	18,966	17,195	-	0	0	-	NN	4	4	13	76	69						
N.Y. City	200	1,145	2,612	26,724	33,485	-	0	0	-	NN	-	2	6	32	38						
Pa.	646	953	1,231	26,987	24,863	-	0	1	3	NN	16	8	26	242	235						
E.N. CENTRAL	1,122	4,001	7,039	100,850	107,907	-	0	3	26	NN	13	23	137	520	935						
Ill.	15	1,110	1,320	23,853	31,968	-	0	0	-	NN	-	1	21	5	106						
Ind.	206	455	3,376	13,660	9,985	-	0	0	-	NN	-	4	15	44	142						
Mich.	468	946	1,397	25,143	26,617	-	0	3	16	NN	-	5	18	117	165						
Ohio	306	1,000	1,134	26,506	27,212	-	0	3	10	NN	13	8	24	206	193						
Wis.	127	472	559	11,688	12,125	-	0	0	-	NN	-	8	65	148	329						
W.N. CENTRAL	121	1,437	1,643	35,618	38,414	-	0	1	2	NN	15	10	99	192	598						
Iowa	17	208	240	5,424	5,683	-	0	0	-	NN	-	2	25	27	132						
Kans.	11	190	287	5,216	5,227	-	0	0	-	NN	-	0	6	3	51						
Minn.	U	289	361	5,596	8,224	U	0	0	-	NN	U	1	22	-	174						
Mo.	-	524	766	13,680	13,661	-	0	0	-	NN	6	3	29	66	108						
Nebr.	74	102	218	3,275	2,761	-	0	1	2	NN	6	3	26	69	64						
N. Dak.	-	39	90	664	1,201	-	0	0	-	NN	3	0	9	16	12						
S. Dak.	19	65	93	1,763	1,657	-	0	0	-	NN	-	0	4	11	57						
S. ATLANTIC	3,475	5,111	6,539	144,822	139,084	-	0	2	3	NN	14	18	53	422	516						
Del.	69	83	220	2,320	2,287	-	0	0	-	NN	1	0	1	4	4						
D.C.	-	105	180	2,542	2,847	-	0	0	-	NN	-	0	1	4	2						
Fla.	657	1,490	1,706	40,265	39,996	-	0	0	-	NN	5	6	19	107	192						
Ga.	611	930	2,384	27,505	23,483	-	0	0	-	NN	5	5	11	144	154						
Md.	421	460	1,125	11,450	12,728	-	0	2	3	NN	-	1	6	33	20						
N.C.	980	756	1,477	25,109	25,437	-	0	0	-	NN	-	0	17	36	47						
S.C.	-	523	946	14,958	14,034	-	0	0	-	NN	-	2	8	51	34						
Va.	682	662	970	18,475	16,346	-	0	0	-	NN	3	1	5	31	57						
