
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending January 26, 2002 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	533	918	195	264	106	132	3	5													
NEW ENGLAND	8	12	7	8	-	2	1	-													
Maine	-	-	3	2	-	-	-	-													
N.H.	-	-	2	-	-	-	-	-													
Vt.	-	-	1	1	-	2	1	-													
Mass.	7	11	1	5	-	-	-	-													
R.I.	-	-	-	-	-	-	-	-													
Conn.	1	1	-	-	-	-	-	-													
MID. ATLANTIC	16	141	25	60	2	8	-	5													
Upstate N.Y.	5	44	12	11	2	8	-	5													
N.Y. City	4	44	10	31	-	-	-	-													
N.J.	-	29	-	18	-	-	-	-													
Pa.	7	24	3	-	-	-	-	-													
E.N. CENTRAL	97	144	36	74	6	2	1	-													
Ohio	66	38	16	9	1	-	-	-													
Ind.	3	9	-	-	5	2	1	-													
Ill.	12	54	1	26	-	-	-	-													
Mich.	16	33	19	36	-	-	-	-													
Wis.	-	10	-	3	-	-	-	-													
W.N. CENTRAL	100	128	8	18	16	1	-	-													
Minn.	16	60	-	-	-	-	-	-													
Iowa	5	12	-	-	-	-	-	-													
Mo.	13	36	5	11	1	-	-	-													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	53	1	-	2	-	-	-	-													
Nebr.	-	5	-	-	-	-	-	-													
Kans.	13	14	3	5	15	1	-	-													
S. ATLANTIC	185	79	59	26	70	95	1	-													
Del.	2	1	-	-	-	-	-	-													
Md.	27	5	9	5	-	-	-	-													
D.C.	3	3	2	-	2	-	1	-													
Va.	22	5	1	3	-	-	-	-													
W. Va.	1	1	-	-	-	3	-	-													
N.C.	18	19	12	9	-	-	-	-													
S.C.	1	10	2	1	10	21	-	-													
Ga.	85	14	26	3	34	26	-	-													
Fla.	26	21	7	5	24	45	-	-													
E.S. CENTRAL	33	57	4	4	8	5	-	-													
Ky.	3	23	-	-	-	1	-	-													
Tenn.	1	-	4	4	8	4	-	-													
Ala.	23	17	-	-	-	-	-	-													
Miss.	6	17	-	-	-	-	-	-													
W.S. CENTRAL	15	176	5	35	1	15	-	-													
Ark.	8	11	-	-	1	3	-	-													
La.	-	13	-	-	-	12	-	-													
Okla.	6	1	4	3	-	-	-	-													
Tex.	1	151	1	32	-	-	-	-													
MOUNTAIN	18	47	24	31	3	4	-	-													
Mont.	-	-	-	-	-	-	-	-													
Idaho	1	1	-	-	-	-	-	-													
Wyo.	-	-	-	-	-	-	-	-													
Colo.	8	9	16	21	-	-	-	-													
N. Mex.	1	15	8	10	3	4	-	-													
Ariz.	3	18	-	-	-	-	-	-													
Utah	5	1	-	-	-	-	-	-													
Nev.	-	3	-	-	-	-	-	-													
PACIFIC	61	134	27	8	-	-	-	-													
Wash.	-	4	-	-	-	-	-	-													
Oreg.	11	-	-	-	-	-	-	-													
Calif.	47	130	22	8	-	-	-	-													
Alaska	1	-	-	-	-	-	-	-													
Hawaii	2	-	5	-	-	-	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	1	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	-	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


