
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending October 21, 2006 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	23	52	334	2,052	2,091	109	173	334	7,149	6,830	518	802	3,204	32,811	22,632						
NEW ENGLAND	-	1	24	30	177	4	4	17	168	167	26	36	144	1,201	4,259						
Conn.	U	0	7	U	74	2	0	11	36	37	U	0	58	U	1,274						
Maine	-	0	2	8	N	-	0	2	8	1	-	4	20	151	252						
Mass.	-	0	6	-	77	2	2	6	103	102	-	0	54	94	1,909						
N.H.	-	0	0	-	-	-	0	2	10	13	3	7	47	393	258						
R.I.	-	0	11	10	17	-	0	6	9	13	-	0	0	-	-						
Vt.	-	0	2	12	9	-	0	1	2	1	23	12	50	563	566						
MID. ATLANTIC	3	3	15	131	173	12	21	35	908	834	88	103	183	3,842	3,791						
N.J.	N	0	0	N	N	3	3	7	135	113	-	0	0	-	-						
N.Y. (Upstate)	2	1	10	47	66	4	2	14	125	64	-	0	0	-	-						
N.Y. City	U	0	0	U	U	-	10	23	431	500	-	0	0	-	-						
Pa.	1	2	9	84	107	5	5	12	217	157	88	103	183	3,842	3,791						
E.N. CENTRAL	-	11	41	456	520	10	18	38	709	731	188	237	587	11,717	4,705						
