
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending July 20, 2002 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	17	5	7,504	169,984	189,741	912	903	12	16												
NEW ENGLAND	-	1	791	4,109	3,227	66	60	-	1												
Maine	-	-	85	66	73	1	1	-	-												
N.H.	-	-	26	64	85	5	-	-	-												
Vt.	-	1	64	55	41	5	3	-	-												
Mass.	-	-	390	1,838	1,377	33	33	-	1												
R.I.	-	-	68	484	399	9	2	-	-												
Conn.	-	-	158	1,602	1,252	13	21	-	-												
MID. ATLANTIC	-	-	1,677	18,522	21,741	158	128	3	3												
Upstate N.Y.	-	-	578	4,601	4,386	71	41	2	-												
N.Y. City	-	-	665	6,133	6,907	37	34	-	-												
N.J.	-	-	148	2,924	3,646	31	29	-	-												
Pa.	-	-	286	4,864	6,802	19	24	1	3												
E.N. CENTRAL	8	2	1,367	32,802	39,444	153	160	2	1												
Ohio	8	2	425	9,958	10,727	61	48	-	1												
Ind.	-	-	-	3,906	3,534	31	32	1	-												
Ill.	-	-	310	9,233	12,497	44	53	-	-												
Mich.	-	-	410	7,750	9,546	10	8	1	-												
Wis.	-	-	222	1,955	3,140	7	19	-	-												
W.N. CENTRAL	-	-	896	8,810	8,912	33	41	-	1												
Minn.	-	-	315	1,544	1,369	20	23	-	-												
Iowa	-	-	125	602	695	1	-	-	-												
Mo.	N	N	256	4,406	4,528	9	12	-	-												
N. Dak.	-	-	11	28	19	-	4	-	-												
S. Dak.	-	-	35	147	146	-	-	-	-												
Nebr.	-	-	74	652	655	-	1	-	1												
Kans.	-	-	80	1,431	1,500	3	1	-	-												
S. ATLANTIC	-	-	1,317	45,205	48,705	224	224	1	1												
Del.	-	-	26	879	907	-	-	-	-												
Md.	-	-	53	4,539	4,815	54	58	1	-												
D.C.	-	-	22	1,408	1,605	-	-	-	-												
Va.	-	-	114	5,497	5,241	16	18	-	-												
W. Va.	-	-	26	538	345	8	8	-	1												
N.C.	-	-	-	8,932	8,797	21	32	-	-												
S.C.	-	-	35	4,253	6,630	11	4	-	-												
Ga.	-	-	503	8,051	9,124	67	59	-	-												
Fla.	-	-	538	11,108	11,241	47	45	-	-												
E.S. CENTRAL	1	1	173	15,464	17,635	37	56	1	-												
Ky.	1	1	-	1,894	1,878	3	2	-	-												
Tenn.	-	-	79	4,965	5,362	20	27	-	-												
Ala.	-	-	94	5,250	5,998	9	25	1	-												
Miss.	-	-	-	3,355	4,397	5	2	-	-												
W.S. CENTRAL	-	-	95	25,577	28,931	34	34	2	1												
Ark.	-	-	71	1,924	2,674	1	-	-	-												
La.	-	-	1	6,397	6,853	2	6	-	-												
Okla.	-	-	23	2,346	2,738	29	27	-	-												
Tex.	-	-	-	14,910	16,666	2	1	2	1												
MOUNTAIN	8	1	685	5,316	5,660	122	100	2	4												
Mont.	-	-	36	55	72	-	-	-	-												
Idaho	-	-	47	41	42	2	1	-	-												
Wyo.	-	-	12	32	32	1	1	-	-												
Colo.	8	1	226	1,855	1,721	22	28	-	-												
N. Mex.	-	-	79	623	531	19	15	-	1												
Ariz.	-	-	91	1,977	2,217	59	40	1	1												
Utah	-	-	126	115	86	14	5	-	-												
Nev.	-	-	68	618	959	5	10	1	2												
PACIFIC	-	-	503	14,179	15,486	85	100	1	4												
Wash.	-	-	190	1,545	1,604	2	1	1	-												
Oreg.	-	-	213	446	627	43	31	-	-												
Calif.	-	-	-	11,512	12,693	12	44	-	4												
Alaska	-	-	50	341	214	1	3	-	-												
Hawaii	-	-	50	335	348	27	21	-	-												
Guam	-	-	-	-	26	-	-	-	-												
P.R.	-	-	11	240	350	1	1	-	-												
V.I.	-	-	-	17	14	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	11	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


