
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 2, 2005 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis cummulative for 2005
Pertussis cummulative for 2004
Rabies, animal cummulative for 2005
Rabies, animal cummulative for 2004
Rocky Mountain Spotted Fever cummulative for 2005
Rocky Mountain Spotted Fever cummulative for 2004
Salmonellosis cummulative for 2005
Salmonellosis cummulative for 2004
Shigellosis cummulative for 2005
Shigellosis cummulative for 2004

tab delimited data:
test
UNITED STATES	3,709	2,176	1,023	1,395	147	121	5,283	6,174	2,122	2,798											
NEW ENGLAND	172	383	164	102	1	4	317	284	48	58											
Maine	7	-	11	11	N	N	15	12	-	1											
N.H.	-	10	2	6	-	-	18	17	4	3											
Vt.	41	19	12	5	-	-	23	12	3	1											
Mass.	119	335	116	38	-	4	178	174	28	39											
R.I.	5	7	2	4	1	-	11	12	1	1											
Conn.	-	12	21	38	-	-	72	57	12	13											
MID. ATLANTIC	426	566	124	149	9	11	616	814	233	310											
Upstate N.Y.	151	394	74	64	-	-	164	164	72	123											
N.Y. City	5	46	7	1	1	3	172	266	85	93											
N.J.	61	33	N	N	2	-	85	148	63	59											
Pa.	209	93	43	84	6	8	195	236	13	35											
E.N. CENTRAL	1,036	333	9	3	2	-	493	1,008	120	256											
Ohio	515	111	4	2	1	-	167	226	14	45											
Ind.	83	11	1	1	-	-	66	81	18	43											
Ill.	61	11	2	-	-	-	18	344	4	111											
Mich.	42	28	2	-	1	-	126	166	69	31											
Wis.	335	172	-	-	-	-	116	191	15	26											
W.N. CENTRAL	430	105	56	107	7	3	385	368	158	83											
Minn.	92	14	12	11	-	-	93	87	10	12											
Iowa	66	25	15	11	-	-	73	71	32	24											
Mo.	114	52	7	3	7	3	112	105	84	23											
N. Dak.	14	3	1	11	-	-	6	8	2	1											
S. Dak.	1	1	5	19	-	-	28	17	6	1											
Nebr.	60	-	-	29	-	-	34	33	19	3											
Kans.	83	10	16	23	-	-	39	47	5	19											
S. ATLANTIC	268	123	350	652	107	83	1,617	1,347	386	774											
Del.	1	-	-	9	-	2	1	9	-	2											
Md.	44	31	72	77	6	2	124	102	19	27											
D.C.	-	4	-	-	-	-	10	9	3	14											
Va.	56	29	116	101	-	-	168	142	22	28											
W. Va.	15	2	5	16	1	-	18	29	-	-											
N.C.	21	26	107	148	80	66	309	192	44	111											
S.C.	81	13	5	20	5	4	108	78	26	105											
Ga.	10	5	44	74	9	7	271	211	116	149											
Fla.	40	13	1	207	6	2	608	575	156	338											
E.S. CENTRAL	102	26	18	60	2	14	273	342	227	149											
Ky.	24	3	-	5	-	-	35	57	19	23											
Tenn.	45	15	-	36	1	3	102	104	121	55											
Ala.	24	4	18	15	1	2	104	116	71	51											
Miss.	9	4	-	4	-	9	32	65	16	20											
W.S. CENTRAL	66	57	233	275	1	3	341	556	432	629											
Ark.	15	8	10	13	-	-	57	54	14	13											
La.	1	2	-	-	1	3	75	67	27	62											
Okla.	-	6	26	24	-	-	52	51	119	91											
Tex.	50	41	197	238	-	-	157	384	272	463											
MOUNTAIN	868	249	47	20	16	-	367	458	137	197											
Mont.	215	4	-	3	-	-	18	23	1	3											
Idaho	36	13	-	-	-	-	15	38	-	1											
Wyo.	7	2	6	-	1	-	8	10	-	1											
Colo.	386	125	-	-	-	-	95	106	22	31											
N. Mex.	33	40	-	-	-	-	21	47	15	39											
Ariz.	78	46	41	17	13	-	139	159	65	96											
Utah	101	19	-	-	2	-	36	51	11	11											
Nev.	12	-	-	-	-	-	35	24	23	15											
PACIFIC	341	334	22	27	2	3	874	997	381	342											
Wash.	87	75	-	-	-	-	73	52	11	14											
Oreg.	169	78	-	-	-	2	45	77	16	18											
Calif.	50	171	21	25	2	1	691	772	344	294											
Alaska	12	6	1	2	-	-	12	23	3	3											
Hawaii	23	4	-	-	-	-	53	73	7	13											
Guam	-	-	-	-	-	-	-	8	-	14											
P.R.	-	1	19	15	N	N	26	42	-	1											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


