
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 18, 2005 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	2,294	2,600	1,273	1,264	432	432	3,321	3,460	108	194											
NEW ENGLAND	86	188	12	72	48	66	98	84	-	-											
Maine	5	5	N	N	-	2	1	-	-	-											
N.H.	7	13	-	-	3	N	5	3	-	-											
Vt.	7	6	6	6	3	1	-	-	-	-											
Mass.	61	88	-	18	42	39	71	50	-	-											
R.I.	6	17	6	7	-	5	2	9	-	-											
Conn.	-	59	U	41	U	19	19	22	-	-											
MID. ATLANTIC	532	451	128	96	72	61	432	445	11	22											
Upstate N.Y.	172	140	49	42	42	40	35	38	5	1											
N.Y. City	88	74	U	U	U	U	278	263	5	9											
N.J.	112	95	N	N	13	5	62	80	1	11											
Pa.	160	142	79	54	17	16	57	64	-	1											
E.N. CENTRAL	451	612	345	302	119	108	279	414	17	27											
Ohio	120	148	221	217	51	52	92	114	2	1											
Ind.	48	68	118	85	31	22	33	27	1	1											
Ill.	94	173	6	-	33	-	112	163	3	3											
Mich.	181	176	-	N	-	N	32	92	9	22											
Wis.	8	47	N	N	4	34	10	18	2	-											
W.N. CENTRAL	150	188	32	12	50	42	106	85	1	2											
Minn.	53	89	-	-	29	25	26	14	-	1											
Iowa	N	N	N	N	-	N	1	4	-	-											
Mo.	45	42	27	9	5	8	64	48	1	1											
N. Dak.	2	8	-	-	1	1	-	-	-	-											
S. Dak.	16	8	3	3	-	-	-	-	-	-											
Nebr.	11	13	2	-	5	5	3	5	-	-											
Kans.	23	28	N	N	10	3	12	14	-	-											
S. ATLANTIC	465	510	514	648	51	31	860	853	22	33											
Del.	-	2	1	4	-	N	6	3	-	1											
Md.	121	79	-	-	34	20	165	164	7	4											
D.C.	6	5	13	5	2	4	56	24	-	1											
Va.	40	40	N	N	-	N	45	48	3	1											
W. Va.	11	16	67	66	15	7	2	3	-	-											
N.C.	72	73	N	N	U	U	107	72	7	3											
S.C.	11	43	-	72	-	N	29	59	-	9											
Ga.	81	131	109	161	-	N	112	151	-	2											
Fla.	123	121	324	340	-	N	338	329	5	12											
E.S. CENTRAL	108	138	114	81	5	9	173	183	12	9											
Ky.	23	43	21	20	N	N	16	23	-	1											
Tenn.	85	95	93	59	-	N	78	64	8	1											
Ala.	-	-	-	-	-	N	63	77	3	5											
Miss.	-	-	-	2	5	9	16	19	1	2											
W.S. CENTRAL	92	200	84	38	55	87	576	527	27	37											
Ark.	8	7	12	5	13	7	24	15	-	3											
La.	6	2	72	33	17	20	118	122	3	3											
Okla.	67	38	N	N	16	26	18	13	1	2											
Tex.	11	153	N	N	9	34	416	377	23	29											
MOUNTAIN	362	269	44	14	32	28	182	185	14	27											
Mont.	-	-	-	-	-	-	5	-	-	-											
Idaho	1	4	N	N	-	N	19	13	1	2											
Wyo.	2	6	18	5	-	-	-	1	-	-											
Colo.	133	57	N	N	31	28	19	32	-	-											
N. Mex.	23	62	-	N	-	-	23	48	1	2											
Ariz.	154	116	N	N	-	N	67	79	12	23											
Utah	48	23	25	7	1	-	4	3	-	-											
Nev.	1	1	1	2	-	-	45	9	-	-											
PACIFIC	48	44	-	1	-	-	615	684	4	37											
Wash.	N	N	N	N	N	N	64	42	-	-											
Oreg.	N	N	N	N	-	N	16	15	-	-											
Calif.	-	-	N	N	N	N	529	624	4	37											
Alaska	-	-	-	-	-	N	4	-	-	-											
Hawaii	48	44	-	1	-	-	2	3	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	91	64	6	3											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


