
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending October 20, 2007 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	106	171	1,479	6,918	11,410	37	96	156	4,109	4,655	17	30	211	1,678	1,821						
NEW ENGLAND	-	29	77	1,063	1,421	7	12	22	489	390	-	0	10	2	11						
Conn.	-	2	5	59	95	5	4	10	194	172	-	0	0	-	-						
Maine	-	1	13	63	112	-	2	7	72	98	-	0	0	-	-						
Mass.	-	23	46	845	889	-	0	0	-	-	-	0	1	2	10						
N.H.	-	1	8	50	183	-	1	4	42	38	-	0	0	-	1						
R.I.	-	0	31	17	47	-	0	4	35	27	-	0	9	-	-						
Vt.	-	0	9	29	95	2	3	13	146	55	-	0	0	-	-						
MID. ATLANTIC	12	23	155	941	1,489	-	14	44	726	450	-	1	6	53	80						
N.J.	-	2	11	116	251	-	0	0	-	-	-	0	2	6	37						
N.Y. (Upstate)	9	12	146	486	664	-	-	-	-	-	-	0	1	3	-						
N.Y. City	-	2	6	97	79	-	1	5	33	29	-	0	3	22	22						
Pa.	3	6	15	242	495	-	13	44	693	421	-	0	3	22	21						
E.N. CENTRAL	10	29	79	1,186	1,789	2	4	48	358	147	1	1	4	42	60						
Ill.	-	3	23	109	446	-	1	15	108	46	-	0	3	23	25						
Ind.	4	0	45	51	181	-	0	1	11	11	-	0	2	5	6						
Mich.	-	7	29	240	496	1	1	27	169	43	-	0	1	3	4						
Ohio	6	15	54	587	484	1	0	11	70	47	1	0	2	11	24						
Wis.	-	3	24	199	182	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	-	13	151	500	1,067	2	5	13	225	274	1	4	31	336	185						
Iowa	-	3	16	115	259	1	0	3	29	55	-	0	4	13	5						
Kans.	-	3	13	104	252	-	2	8	95	67	-	0	1	1	1						
Minn.	-	0	119	111	161	1	0	5	28	37	-	0	1	1	3						
Mo.	-	2	9	63	268	-	0	3	39	63	1	3	25	306	153						
Nebr.	-	1	12	51	82	-	0	0	-	-	-	0	2	11	23						
N. Dak.	-	0	18	4	25	-	0	6	16	16	-	0	0	-	-						
S. Dak.	-	1	6	52	20	-	0	2	18	36	-	0	1	4	-						
S. ATLANTIC	21	17	163	778	888	22	40	76	1,734	1,940	7	15	111	821	994						
Del.	-	0	2	10	3	-	0	0	-	-	-	0	2	14	21						
D.C.	-	0	1	2	6	-	0	0	-	-	-	0	1	1	1						
Fla.	3	4	18	189	176	-	0	29	103	176	1	0	4	20	13						
Ga.	-	1	4	25	80	-	4	34	200	224	1	0	5	33	49						
Md.	-	2	8	90	121	-	7	18	295	359	-	1	7	53	71						
N.C.	18	3	112	273	155	7	9	19	419	435	2	5	96	521	717						
S.C.	-	2	9	65	148	-	0	11	46	145	-	1	7	60	34						
Va.	-	2	17	97	158	15	13	31	607	510	3	2	11	114	85						
W. Va.	-	0	19	27	41	-	0	10	64	91	-	0	3	5	3						
E.S. CENTRAL	2	6	31	332	298	-	3	11	133	213	-	4	16	221	339						
Ala.	-	2	18	77	73	-	0	5	-	71	-	1	9	68	81						
Ky.	-	0	1	5	56	-	0	3	18	25	-	0	2	5	3						
Miss.	2	1	29	179	32	-	0	1	1	4	-	0	2	13	6						
Tenn.	-	2	7	71	137	-	3	9	114	113	-	2	10	135	249						
W.S. CENTRAL	5	21	226	760	698	1	2	32	72	829	7	1	168	165	105						
Ark.	-	1	17	119	81	1	0	5	27	26	7	0	53	89	46						
La.	-	0	1	14	24	-	0	1	-	5	-	0	1	2	4						
Okla.	-	0	36	6	18	-	0	22	45	58	-	0	108	45	28						
Tex.	5	16	174	621	575	-	0	26	-	740	-	0	7	29	27						
MOUNTAIN	13	22	61	858	2,169	2	3	14	193	193	1	0	4	30	45						
Ariz.	-	4	13	170	446	-	2	12	135	126	-	0	1	7	11						
Colo.	12	6	17	230	648	-	0	0	-	-	1	0	2	4	4						
Idaho	-	1	5	34	80	-	0	0	-	24	-	0	1	4	14						
Mont.	1	0	7	35	104	2	0	3	17	14	-	0	1	1	2						
Nev.	-	0	5	11	65	-	0	1	2	5	-	0	0	-	-						
N. Mex.	-	1	8	56	107	-	0	2	8	8	-	0	1	4	7						
Utah	-	7	47	303	650	-	0	2	14	10	-	0	0	-	-						
Wyo.	-	0	4	19	69	-	0	4	17	6	-	0	2	10	7						
PACIFIC	43	12	547	500	1,591	1	4	10	179	219	-	0	3	8	2						
Alaska	-	0	8	41	86	-	0	6	37	16	N	0	0	N	N						
Calif.	-	3	167	131	1,328	1	2	8	131	180	-	0	3	6	-						
Hawaii	-	0	2	17	84	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	2	14	98	93	-	0	3	11	23	-	0	1	2	2						
Wash.	43	2	377	213	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	2	-	61	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	1	-	0	5	37	70	N	0	0	N	N						
