
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 12, 2011 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2011
Hepatitis (Viral Acute), Type C cummulative for 2010

tab delimited data:
test
UNITED STATES	12	29	44	114	190	17	62	90	185	324	5	14	26	57	68						
NEW ENGLAND	1	1	5	6	19	-	1	4	1	9	-	1	4	-	9						
Conn.	1	0	3	4	6	-	0	2	-	3	-	0	4	-	5						
Maine	-	0	1	-	-	-	0	1	-	2	-	0	0	-	-						
Mass.	-	0	5	-	13	-	0	2	-	4	-	0	1	-	4						
N.H.	-	0	1	-	-	-	0	2	1	-	N	0	0	N	N						
R.I.	-	0	4	-	-	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	1	2	-	-	0	1	-	-	-	0	1	-	-						
MID. ATLANTIC	-	4	10	16	25	2	5	10	19	30	-	2	6	3	6						
N.J.	-	0	2	-	4	-	1	5	-	6	-	0	2	-	-						
N.Y. (Upstate)	-	1	4	3	2	1	1	7	7	5	-	1	4	3	5						
N.Y. City	-	1	7	7	11	-	1	4	3	12	-	0	1	-	-						
Pa.	-	1	3	6	8	1	1	5	9	7	-	0	3	-	1						
E.N. CENTRAL	1	4	9	14	35	-	9	18	30	71	1	2	7	12	10						
Ill.	-	1	3	-	7	-	2	6	3	12	-	0	1	-	-						
Ind.	-	0	2	1	1	-	1	5	1	12	-	0	4	6	3						
Mich.	-	1	5	3	8	-	2	5	8	20	1	1	6	6	6						
Ohio	1	1	5	9	8	-	2	15	16	14	-	0	1	-	-						
Wis.	-	0	2	1	11	-	1	8	2	13	-	0	2	-	1						
W.N. CENTRAL	-	1	13	4	8	1	2	7	12	14	-	0	8	-	-						
Iowa	-	0	3	1	4	-	0	1	-	3	-	0	0	-	-						
Kans.	-	0	2	-	2	-	0	2	2	-	-	0	1	-	-						
Minn.	-	0	12	-	-	-	0	4	-	-	-	0	6	-	-						
Mo.	-	0	2	1	1	-	1	3	6	8	-	0	2	-	-						
Nebr.	-	0	4	-	1	1	0	3	4	3	-	0	1	-	-						
N. Dak.	-	0	3	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	2	-	-	0	1	-	-	-	0	0	-	-						
S. ATLANTIC	5	6	14	28	33	8	16	32	63	90	-	2	6	12	7						
Del.	-	0	1	1	1	-	0	2	-	3	U	0	0	U	U						
D.C.	-	0	0	-	1	-	0	1	-	1	-	0	1	-	1						
Fla.	3	3	7	10	15	2	5	11	26	34	-	0	3	4	-						
Ga.	1	1	3	6	4	3	3	6	14	27	-	0	2	-	-						
Md.	-	0	3	4	2	-	1	6	8	3	-	0	3	3	2						
N.C.	-	1	5	2	1	2	1	16	8	8	-	1	3	3	4						
S.C.	-	0	3	1	7	-	1	4	2	3	-	0	1	-	-						
Va.	1	1	6	4	2	1	1	6	5	7	-	0	2	2	-						
W. Va.	-	0	5	-	-	-	0	12	-	4	-	0	5	-	-						
E.S. CENTRAL	-	0	5	2	5	2	8	13	36	46	4	3	8	14	15						
Ala.	-	0	2	-	2	-	1	4	5	12	-	0	1	-	1						
Ky.	-	0	5	2	1	1	2	8	16	16	1	2	6	8	13						
Miss.	-	0	1	-	-	-	0	3	1	1	U	0	0	U	U						
Tenn.	-	0	2	-	2	1	2	8	14	17	3	1	4	6	1						
W.S. CENTRAL	1	2	7	2	8	4	9	29	14	25	-	2	5	9	4						
Ark.	-	0	1	-	-	-	0	4	-	2	-	0	0	-	-						
La.	-	0	2	-	2	-	1	3	5	9	-	0	2	4	-						
Okla.	-	0	1	-	-	2	2	6	2	2	-	0	3	3	1						
Tex.	1	2	7	2	6	2	5	25	7	12	-	0	3	2	3						
MOUNTAIN	1	2	8	10	22	-	3	8	6	14	-	1	5	3	5						
Ariz.	1	1	4	4	12	-	0	2	-	4	U	0	0	U	U						
Colo.	-	1	2	4	6	-	0	5	-	3	-	0	2	1	2						
Idaho	-	0	2	-	1	-	0	1	1	-	-	0	2	2	1						
Mont.	-	0	1	1	1	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	2	-	1	-	1	3	5	4	-	0	1	-	-						
N. Mex.	-	0	1	1	-	-	0	1	-	-	-	0	2	-	1						
Utah	-	0	1	-	1	-	0	1	-	3	-	0	2	-	1						
Wyo.	-	0	3	-	-	-	0	1	-	-	-	0	0	-	-						
PACIFIC	3	5	16	32	35	-	6	20	4	25	-	1	7	4	12						
Alaska	-	0	1	-	-	-	0	1	-	1	U	0	0	U	U						
Calif.	3	4	16	28	29	-	3	16	1	19	-	0	2	-	7						
Hawaii	-	0	1	-	3	-	0	1	-	1	U	0	0	U	U						
Oreg.	-	0	2	3	2	-	1	3	3	4	-	0	3	3	5						
Wash.	-	0	2	1	1	-	1	5	-	-	-	0	5	1	-						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	6	-	-	-	1	6	-	5	-	0	7	-	2						
P.R.	-	0	2	-	2	-	0	2	-	1	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


