
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending November 13, 1999 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 1999
Malaria cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, NETSS cummulative for 1998
Salmonellosis, PHLIS cummulative for 1999
Salmonellosis, PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	1,139	1,284	5,279	6,518	32,669	37,109	25,669	30,397													
NEW ENGLAND	58	55	775	1,304	1,440	2,233	1,867	2,074													
Maine	3	5	155	213	123	151	95	60													
N.H.	2	5	50	74	124	174	131	207													
Vt.	4	1	86	61	84	126	76	100													
Mass.	21	17	185	460	989	1,192	1,025	1,227													
R.I.	4	9	86	85	120	128	147	34													
Conn.	24	18	213	411	U	462	393	446													
MID. ATLANTIC	272	378	1,010	1,425	3,999	5,913	3,545	5,314													
Upstate N.Y.	67	83	720	991	1,196	1,444	1,127	1,267													
N.Y. City	119	213	U	U	1,166	1,726	927	1,353													
N.J.	48	52	160	198	665	1,305	535	1,239													
Pa.	38	30	130	236	972	1,438	956	1,455													
E.N. CENTRAL	127	135	143	119	4,750	5,621	3,102	4,321													
Ohio	18	15	34	54	1,168	1,362	953	1,034													
Ind.	18	10	13	11	472	597	376	474													
Ill.	46	53	10	N	1,455	1,723	399	1,389													
Mich.	37	45	83	35	858	1,040	856	960													
Wis.	8	12	3	19	797	899	518	464													
W.N. CENTRAL	70	85	645	639	2,007	2,056	2,080	2,117													
Minn.	39	51	101	106	574	499	625	602													
Iowa	13	7	147	136	242	341	197	267													
Mo.	14	14	14	37	661	557	817	762													
N. Dak.	-	2	130	128	43	59	49	67													
S. Dak.	-	-	163	148	89	108	108	116													
Nebr.	-	1	3	7	179	168	78	44													
Kans.	4	10	87	77	219	324	206	259													
S. ATLANTIC	309	270	1,888	2,134	7,859	7,584	4,791	5,494													
Del.	1	3	37	46	129	72	144	109													
Md.	85	79	359	413	793	826	891	804													
D.C.	17	17	-	-	67	69	U	U													
Va.	64	52	507	500	1,146	986	905	794													
W. Va.	2	2	99	69	147	134	142	146													
N.C.	26	26	376	521	1,186	1,111	1,211	1,277													
S.C.	17	6	132	136	626	570	454	493													
Ga.	22	35	204	274	1,327	1,500	651	1,359													
Fla.	75	50	174	175	2,438	2,316	393	512													
E.S. CENTRAL	21	32	230	250	1,655	2,027	938	1,427													
Ky.	7	7	35	30	369	330	-	124													
Tenn.	6	16	82	127	317	529	487	629													
Ala.	7	6	112	91	536	617	374	528													
Miss.	1	3	1	2	433	551	77	146													
W.S. CENTRAL	16	34	89	28	3,415	4,245	2,880	2,895													
Ark.	3	1	14	28	583	545	120	333													
La.	10	14	-	-	334	642	472	727													
Okla.	2	3	75	N	386	438	291	206													
Tex.	1	16	-	-	2,112	2,620	1,997	1,629													
MOUNTAIN	41	60	178	240	2,738	2,277	2,254	1,812													
Mont.	4	1	55	51	70	72	1	43													
Idaho	3	8	-	N	107	112	81	88													
Wyo.	1	-	42	62	65	58	49	53													
Colo.	16	18	1	42	639	485	657	457													
N. Mex.	2	12	9	6	350	271	217	235													
Ariz.	8	8	58	47	858	740	709	613													
Utah	4	1	8	26	476	320	487	122													
Nev.	3	12	5	6	173	219	53	201													
PACIFIC	225	235	321	379	4,806	5,153	4,212	4,943													
Wash.	25	17	-	-	588	450	777	596													
Oreg.	19	15	2	7	389	276	455	296													
Calif.	169	196	312	349	3,474	4,120	2,707	3,750													
Alaska	1	2	7	23	51	53	15	32													
Hawaii	11	5	-	-	304	254	258	269													
Guam	-	2	-	-	24	36	U	U													
P.R.	-	-	64	47	255	715	U	U													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


