
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 18, 2006 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal diseases, invasive, all serogroups current week
Meningococcal diseases, invasive, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive, all serogroups cummulative for 2006
Meningococcal diseases, invasive, all serogroups cummulative for 2005
Meningococcal diseases, invasive, serogroup unknown current week
Meningococcal diseases, invasive, serogroup unknown previous 52 weeks median 
Meningococcal diseases, invasive, serogroup unknown previous 52 weeks maximum 
Meningococcal diseases, invasive, serogroup unknown cummulative for 2006
Meningococcal diseases, invasive, serogroup unknown cummulative for 2005
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2006
Pertussis cummulative for 2005

tab delimited data:
test
UNITED STATES	10	20	56	133	192	6	13	46	88	101	111	424	618	1,231	3,311						
NEW ENGLAND	-	1	5	6	15	-	1	2	6	5	-	26	49	172	198						
Conn.	-	0	3	2	1	-	0	2	2	-	-	0	4	-	14						
Maine	-	0	1	2	1	-	0	1	2	1	-	0	5	-	6						
Mass.	-	0	3	2	10	-	0	2	2	2	-	19	39	160	139						
N.H.	-	0	2	-	1	-	0	2	-	1	-	1	15	3	-						
R.I.	-	0	2	-	-	-	0	0	-	-	-	0	8	-	-						
Vt.	-	0	1	-	2	-	0	1	-	1	-	1	6	9	39						
MID. ATLANTIC	1	3	14	25	27	1	2	13	23	20	24	23	102	139	264						
N.J.	-	0	4	-	7	-	0	4	-	7	-	3	9	6	34						
N.Y. (Upstate)	-	0	6	2	6	-	0	5	1	2	12	9	92	41	73						
N.Y. City	-	0	5	11	4	-	0	5	11	4	-	2	6	-	12						
Pa.	1	1	3	12	10	1	1	3	11	7	12	7	28	92	145						
E.N. CENTRAL	1	2	9	7	19	1	1	6	6	18	15	63	121	176	858						
Ill.	-	0	2	2	5	-	0	2	2	5	-	14	31	7	151						
Ind.	-	0	3	-	2	-	0	2	-	2	5	5	23	8	9						
Mich.	-	0	3	2	3	-	0	3	1	2	1	4	26	29	35						
Ohio	1	0	5	3	4	1	0	4	3	4	9	20	43	124	362						
Wis.	-	0	2	-	5	-	0	2	-	5	-	21	40	8	301						
W.N. CENTRAL	-	1	5	6	12	-	0	3	2	4	-	58	205	171	538						
