
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 23, 2002 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	2,495	2,854	857	1,033	597	854	20	36													
NEW ENGLAND	52	41	45	38	1	3	1	1													
Maine	2	1	10	6	-	-	-	-													
N.H.	3	-	16	4	-	-	-	-													
Vt.	-	-	1	5	1	3	1	-													
Mass.	40	32	18	22	-	-	-	-													
R.I.	-	-	-	1	-	-	-	1													
Conn.	7	8	-	-	-	-	-	-													
MID. ATLANTIC	99	361	83	182	7	42	3	29													
Upstate N.Y.	11	93	22	62	7	41	3	29													
N.Y. City	60	97	30	68	U	U	-	-													
N.J.	6	106	22	46	-	-	-	-													
Pa.	22	65	9	6	-	1	-	-													
E.N. CENTRAL	345	426	130	244	30	54	6	5													
Ohio	212	103	51	57	-	-	1	-													
Ind.	14	63	6	-	30	54	5	5													
Ill.	63	134	1	93	-	-	-	-													
Mich.	38	81	72	77	-	-	-	-													
Wis.	18	45	-	17	-	-	-	-													
W.N. CENTRAL	217	302	64	62	129	13	8	1													
Minn.	31	137	27	-	86	-	8	-													
Iowa	24	43	-	-	-	-	-	-													
Mo.	34	63	20	26	3	5	-	-													
N. Dak.	-	9	-	2	-	1	-	1													
S. Dak.	104	4	3	2	1	-	-	-													
Nebr.	-	21	-	9	-	3	-	-													
Kans.	24	25	14	23	39	4	-	-													
S. ATLANTIC	1,020	413	189	210	362	599	2	-													
Del.	3	3	-	1	3	-	-	-													
Md.	95	23	19	15	-	-	-	-													
D.C.	15	14	3	-	8	2	1	-													
Va.	205	26	14	41	-	-	-	-													
W. Va.	2	4	-	8	10	14	-	-													
N.C.	64	94	48	32	-	-	-	-													
S.C.	11	25	13	2	54	91	1	-													
Ga.	427	99	52	77	103	232	-	-													
Fla.	198	125	40	34	184	260	-	-													
E.S. CENTRAL	195	200	34	26	46	95	-	-													
Ky.	40	70	5	11	4	10	-	-													
Tenn.	14	20	29	15	42	84	-	-													
Ala.	77	37	-	-	-	1	-	-													
Miss.	64	73	-	-	-	-	-	-													
W.S. CENTRAL	86	516	12	118	5	33	-	-													
Ark.	24	111	-	-	2	9	-	-													
La.	7	56	-	-	3	24	-	-													
Okla.	54	3	11	19	-	-	-	-													
Tex.	1	346	1	99	-	-	-	-													
MOUNTAIN	95	156	139	95	17	14	-	-													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	5	1	1	-	-	-	-													
Wyo.	1	-	3	1	7	-	-	-													
Colo.	27	30	78	53	-	-	-	-													
N. Mex.	12	32	33	28	9	14	-	-													
Ariz.	38	73	24	10	1	-	-	-													
Utah	8	4	-	2	-	-	-	-													
Nev.	7	12	-	-	-	-	-	-													
PACIFIC	386	439	161	58	-	1	-	-													
Wash.	15	43	26	-	-	-	-	-													
Oreg.	29	4	-	-	-	-	-	-													
Calif.	329	380	119	44	-	-	-	-													
Alaska	1	1	-	-	-	-	-	-													
Hawaii	12	11	16	14	-	1	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	1	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	-	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


