
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending October 27, 2007 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	243	302	1,513	13,567	14,791	3,390	6,696	8,941	272,440	295,598	15	44	184	1,847	1,881						
NEW ENGLAND	12	25	52	1,150	1,226	31	109	259	4,539	4,687	-	3	19	144	147						
Conn.	-	5	18	290	255	20	43	204	1,751	1,941	-	0	7	42	42						
Maine	5	3	10	163	154	2	2	8	102	108	-	0	2	9	17						
Mass.	-	10	26	463	534	-	51	96	2,171	2,002	-	2	6	69	65						
N.H.	-	0	3	23	21	1	2	8	125	164	-	0	2	15	11						
R.I.	5	0	15	71	100	7	8	18	343	414	-	0	10	7	4						
Vt.	2	3	9	140	162	1	1	5	47	58	-	0	1	2	8						
MID. ATLANTIC	44	56	127	2,313	2,909	317	714	1,537	30,342	27,624	-	10	27	372	383						
N.J.	-	5	11	142	406	-	115	159	4,781	4,505	-	1	5	50	66						
N.Y. (Upstate)	33	23	108	952	1,010	97	112	1,035	5,600	5,219	-	3	15	105	120						
N.Y. City	4	15	25	645	802	90	201	363	8,561	8,544	-	2	6	82	72						
Pa.	7	14	29	574	691	130	240	586	11,400	9,356	-	3	10	135	125						
E.N. CENTRAL	14	47	77	1,950	2,399	541	1,245	2,575	55,087	58,885	3	6	15	242	312						
Ill.	-	13	24	522	598	256	352	498	14,786	16,696	-	2	6	73	96						
