
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending October 16, 2004 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Congenital) cummulative for 2004
Syphilis (Congenital) cummulative for 2003
Tuberculosis cummulative for 2004
Tuberculosis cummulative for 2003
Typhoid Fever cummulative for 2004
Typhoid Fever cummulative for 2003
Varicella (Chicken Pox) cummulative for 2004
Varicella (Chicken Pox) cummulative for 2003

tab delimited data:
test
UNITED STATES	5,763	5,480	268	348	8,004	9,739	224	299	14,146	12,603											
NEW ENGLAND	156	163	4	-	283	335	19	25	591	2,442											
Maine	2	7	-	-	-	19	-	-	180	643											
N.H.	4	16	3	-	12	11	-	2	-	-											
Vt.	-	-	-	-	-	8	-	-	411	556											
Mass.	98	103	-	-	180	173	13	14	-	136											
R.I.	21	18	-	-	29	42	1	2	-	5											
Conn.	31	19	1	-	62	82	5	7	-	1,102											
MID. ATLANTIC	759	667	38	54	1,579	1,744	51	70	73	30											
Upstate N.Y.	79	31	3	8	197	227	9	12	-	-											
N.Y. City	454	374	12	29	787	898	16	34	-	-											
N.J.	124	136	22	17	331	341	13	20	-	-											
Pa.	102	126	1	-	264	278	13	4	73	30											
E.N. CENTRAL	649	725	48	61	931	909	17	32	4,375	4,247											
Ohio	170	165	1	3	155	157	5	2	1,077	967											
Ind.	44	35	8	11	101	101	-	4	-	-											
Ill.	265	303	12	18	415	436	-	16	-	-											
Mich.	147	207	27	28	193	165	10	10	2,906	2,594											
Wis.	23	15	-	1	67	50	2	-	392	686											
W.N. CENTRAL	125	122	5	4	293	367	8	6	129	42											
Minn.	15	37	1	-	138	148	4	2	-	-											
Iowa	5	8	-	-	29	25	-	2	N	N											
Mo.	78	46	2	4	85	97	2	1	5	-											
N. Dak.	-	2	-	-	3	-	-	-	81	42											
S. Dak.	-	2	-	-	8	16	-	-	43	-											
Nebr.	5	5	-	-	27	16	2	1	-	-											
Kans.	22	22	2	-	3	65	-	-	-	-											
S. ATLANTIC	1,497	1,442	39	70	1,520	1,895	39	44	1,864	1,741											
Del.	8	5	1	-	-	-	-	-	4	24											
Md.	283	249	6	11	189	187	11	9	-	-											
D.C.	66	41	1	-	65	-	-	-	20	25											
Va.	83	67	2	1	189	197	6	14	479	475											
W. Va.	2	2	-	-	15	16	-	-	1,107	1,013											
N.C.	146	126	9	16	232	245	6	7	N	N											
S.C.	97	81	6	10	149	127	-	-	254	204											
Ga.	253	383	1	13	11	410	6	5	-	-											
Fla.	559	488	13	19	670	713	10	9	-	-											
E.S. CENTRAL	317	255	17	11	429	525	7	5	-	-											
Ky.	34	30	1	1	87	93	3	-	-	-											
Tenn.	103	107	8	2	156	179	4	2	-	-											
Ala.	138	96	6	6	153	173	-	3	-	-											
Miss.	42	22	2	2	33	80	-	-	-	-											
W.S. CENTRAL	952	720	43	63	749	1,460	14	29	5,159	3,646											
Ark.	34	40	-	2	87	71	-	-	-	-											
La.	216	120	-	1	-	-	-	-	46	12											
Okla.	20	52	2	1	125	116	1	1	-	-											
Tex.	682	508	41	59	537	1,273	13	28	5,113	3,634											
MOUNTAIN	283	251	45	29	381	353	6	6	1,955	455											
Mont.	-	-	-	-	4	5	-	-	-	-											
Idaho	16	7	2	2	4	8	-	1	-	-											
Wyo.	3	-	-	-	2	3	-	-	28	42											
Colo.	28	27	-	3	85	77	1	3	1,498	-											
N. Mex.	46	51	1	6	18	38	-	-	81	2											
Ariz.	154	151	42	18	175	170	2	2	-	-											
Utah	7	5	-	-	33	30	1	-	348	411											
Nev.	29	10	-	-	60	22	2	-	-	-											
PACIFIC	1,025	1,135	29	56	1,839	2,151	63	82	-	-											
Wash.	105	61	-	-	180	192	6	3	-	-											
Oreg.	24	37	-	-	65	85	2	3	-	-											
Calif.	890	1,030	28	55	1,472	1,738	49	75	-	-											
Alaska	-	1	-	-	31	46	-	-	-	-											
Hawaii	6	6	1	1	91	90	6	1	-	-											
Guam	-	1	-	-	-	41	-	-	-	114											
P.R.	112	164	5	13	60	86	-	-	217	454											
V.I.	4	1	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	10	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


