
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 10, 2009 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	89	182	351	89	96	19	102	168	19	37	2	31	145	2	5						
NEW ENGLAND	-	11	32	-	35	-	7	20	-	-	-	0	2	-	-						
Conn.	-	0	4	-	3	-	4	17	-	-	-	0	0	-	-						
Maine	-	0	5	-	-	-	1	5	-	-	N	0	0	N	N						
Mass.	-	7	24	-	32	N	0	0	N	N	-	0	1	-	-						
N.H.	-	1	4	-	-	-	0	3	-	-	-	0	1	-	-						
R.I.	-	1	7	-	-	N	0	0	N	N	-	0	2	-	-						
Vt.	-	0	2	-	-	-	1	6	-	-	-	0	0	-	-						
MID. ATLANTIC	5	20	42	5	7	4	33	67	4	12	-	1	5	-	2						
N.J.	-	1	6	-	2	-	0	0	-	-	-	0	2	-	1						
N.Y. (Upstate)	1	7	24	1	-	4	9	20	4	8	-	0	2	-	-						
N.Y. City	-	0	5	-	2	-	0	2	-	1	-	0	2	-	1						
Pa.	4	8	35	4	3	-	21	52	-	3	-	0	2	-	-						
E.N. CENTRAL	29	31	189	29	19	1	3	28	1	1	-	1	15	-	-						
Ill.	-	6	43	-	1	1	1	21	1	1	-	1	10	-	-						
Ind.	1	1	27	1	-	-	0	2	-	-	-	0	3	-	-						
Mich.	2	6	14	2	1	-	0	8	-	-	-	0	1	-	-						
Ohio	26	10	176	26	15	-	1	7	-	-	-	0	4	-	-						
Wis.	-	2	7	-	2	N	0	0	N	N	-	0	1	-	-						
W.N. CENTRAL	30	17	120	30	9	-	3	13	-	-	-	4	32	-	1						
Iowa	-	2	20	-	5	-	0	5	-	-	-	0	2	-	-						
Kans.	-	1	13	-	-	-	0	0	-	-	-	0	0	-	-						
Minn.	-	2	26	-	-	-	0	10	-	-	-	0	0	-	-						
Mo.	28	6	50	28	2	-	1	8	-	-	-	4	31	-	1						
