
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending October 17, 2009 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	27	102	239	4,179	4,447	22	36	122	1,329	1,402											
NEW ENGLAND	2	5	28	247	317	1	1	12	49	70											
Conn.	-	0	21	63	90	-	0	11	-	-											
Maine	1	0	2	15	23	1	0	1	5	1											
Mass.	1	3	10	107	147	-	1	4	30	49											
N.H.	-	1	4	34	21	-	0	2	9	10											
R.I.	-	0	2	11	23	-	0	1	1	10											
Vt.	-	0	3	17	13	-	0	1	4	-											
MID. ATLANTIC	4	20	43	849	888	-	4	33	193	175											
N.J.	-	3	7	118	158	-	1	4	37	52											
N.Y. (Upstate)	2	7	25	277	279	-	2	17	90	80											
N.Y. City	-	4	12	162	163	-	0	31	66	43											
Pa.	2	6	18	292	288	N	0	2	N	N											
E.N. CENTRAL	1	17	42	765	834	-	6	18	203	261											
Ill.	-	5	12	212	220	-	0	5	23	76											
Ind.	-	2	23	123	111	-	0	13	31	29											
Mich.	-	3	11	123	152	-	1	5	51	62											
Ohio	1	4	13	190	227	-	1	6	59	49											
Wis.	-	2	11	117	124	-	1	3	39	45											
W.N. CENTRAL	-	6	37	333	326	1	2	11	120	77											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	37	35	N	0	1	N	N											
Minn.	-	0	34	152	154	1	0	10	70	23											
Mo.	-	2	8	73	76	-	0	4	30	32											
Nebr.	-	1	3	39	33	-	0	1	10	7											
N. Dak.	-	0	4	11	8	-	0	3	4	8											
S. Dak.	-	0	3	21	20	-	0	2	6	7											
S. ATLANTIC	6	22	49	958	920	-	6	18	246	274											
Del.	-	0	1	10	6	-	0	0	-	-											
D.C.	-	0	3	12	12	N	0	0	N	N											
Fla.	1	6	12	232	209	-	1	6	55	53											
Ga.	5	5	13	232	208	-	2	6	62	76											
Md.	-	3	12	160	157	-	1	7	63	47											
N.C.	-	2	12	84	120	N	0	0	N	N											
S.C.	-	1	5	59	59	-	1	6	36	51											
Va.	-	3	9	135	115	-	0	4	18	38											
W. Va.	-	1	4	34	34	-	0	3	12	9											
E.S. CENTRAL	1	3	10	159	158	5	2	7	75	70											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	5	32	33	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	14	9											
Tenn.	1	3	9	127	125	5	1	6	61	61											
W.S. CENTRAL	8	9	79	369	404	11	5	46	232	222											
Ark.	-	0	2	15	9	-	0	4	22	11											
La.	-	0	3	11	16	-	0	3	13	11											
Okla.	1	3	20	118	90	-	1	7	50	57											
Tex.	7	5	59	225	289	11	3	34	147	143											
MOUNTAIN	5	10	22	364	470	4	4	16	182	212											
Ariz.	1	3	7	125	166	-	2	10	95	94											
Colo.	3	3	7	114	119	4	1	4	36	49											
Idaho	-	0	2	8	14	-	0	2	7	4											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	5	10	-	0	1	-	3											
N. Mex.	1	2	7	64	110	-	0	4	16	30											
Utah	-	1	6	47	45	-	0	5	28	30											
Wyo.	-	0	1	1	6	-	0	0	-	2											
PACIFIC	-	3	9	135	130	-	0	4	29	41											
Alaska	-	1	4	28	31	-	0	3	22	25											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	3	8	107	99	-	0	2	7	16											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	0	-	30	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


