
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 8, 2009 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	10	61	276	1,967	2,093	3	9	21	301	315	119	261	452	7,546	7,425						
NEW ENGLAND	-	1	48	33	45	-	0	5	2	6	7	5	15	195	191						
Conn.	-	0	48	-	-	-	0	5	-	-	3	1	5	39	17						
Maine	-	0	2	8	14	-	0	1	-	-	-	0	1	1	8						
Mass.	-	0	1	2	-	-	0	1	2	-	4	4	11	134	137						
N.H.	-	0	3	5	-	-	0	0	-	-	-	0	2	11	10						
R.I.	-	0	6	7	18	-	0	1	-	4	-	0	5	10	14						
Vt.	-	0	2	11	13	-	0	0	-	2	-	0	2	-	5						
MID. ATLANTIC	1	4	14	112	217	-	0	3	19	18	25	35	51	1,111	990						
N.J.	-	0	0	-	-	-	0	0	-	-	1	4	13	136	129						
N.Y. (Upstate)	-	1	10	49	46	-	0	2	10	6	2	2	8	73	85						
N.Y. City	-	0	4	3	90	-	0	2	-	1	19	23	40	700	606						
Pa.	1	1	8	60	81	-	0	2	9	11	3	6	12	202	170						
E.N. CENTRAL	3	12	41	503	455	2	1	7	68	62	10	24	44	608	674						
Ill.	N	0	0	N	N	N	0	0	N	N	6	8	19	180	265						
Ind.	-	4	32	224	158	-	0	6	27	19	3	2	10	90	79						
Mich.	-	0	2	18	15	-	0	1	2	2	-	3	18	141	124						
Ohio	3	7	18	261	282	2	1	4	39	41	-	6	15	170	176						
Wis.	-	0	0	-	-	-	0	0	-	-	1	1	4	27	30						
W.N. CENTRAL	-	2	161	90	150	-	0	3	20	30	-	6	14	172	242						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	12	12						
Kans.	-	1	5	38	58	-	0	2	13	3	-	0	3	18	19						
Minn.	-	0	156	-	22	-	0	3	-	22	-	2	6	40	61						
Mo.	-	1	5	40	64	-	0	1	5	2	-	3	10	83	143						
Nebr.	-	0	0	-	-	-	0	0	-	-	-	0	3	15	7						
N. Dak.	-	0	3	10	2	-	0	0	-	-	-	0	1	3	-						
S. Dak.	-	0	2	2	4	-	0	2	2	3	-	0	1	1	-						
