
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending July 7, 2007 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2007
Hepatitis (Viral Acute), Type A† cummulative for 2006
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2007
Hepatitis (Viral Acute), Type B† cummulative for 2006
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2007
Legionellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	22	55	201	1,282	1,836	30	78	405	1,885	2,195	24	42	113	763	909						
NEW ENGLAND	-	2	6	37	105	-	2	5	33	62	3	2	13	34	55						
Conn.	-	0	3	8	19	-	0	5	18	27	3	0	9	8	12						
Maine	-	0	2	1	5	-	0	2	2	11	-	0	2	1	3						
Mass.	-	1	4	14	52	-	0	2	2	12	-	1	8	13	33						
N.H.	-	0	2	7	18	-	0	1	5	7	-	0	2	-	4						
R.I.	-	0	2	5	5	-	0	4	5	4	-	0	6	10	1						
Vt.	-	0	1	2	6	-	0	1	1	1	-	0	2	2	2						
MID. ATLANTIC	-	7	20	180	197	-	10	21	223	271	5	12	55	206	278						
N.J.	-	2	5	42	62	-	2	7	47	87	-	1	10	21	48						
N.Y. (Upstate)	-	1	11	35	41	-	1	13	43	31	2	5	30	71	86						
N.Y. City	-	2	10	60	59	-	2	6	45	64	-	2	24	28	50						
Pa.	-	1	5	43	35	-	3	8	88	89	3	5	19	86	94						
E.N. CENTRAL	1	6	17	117	160	-	9	23	212	261	2	9	31	143	188						
Ill.	-	2	7	38	37	-	2	6	47	82	-	0	13	1	38						
Ind.	-	0	7	5	15	-	0	21	20	22	-	1	6	10	12						
Mich.	-	2	8	32	51	-	2	8	57	74	-	3	10	53	43						
Ohio	1	1	4	35	39	-	3	10	77	63	2	3	19	72	73						
Wis.	-	0	4	7	18	-	0	3	11	20	-	0	3	7	22						
W.N. CENTRAL	2	2	17	80	73	1	2	15	63	70	-	1	16	29	23						
Iowa	-	0	4	15	7	-	0	3	10	12	-	0	3	3	3						
Kans.	-	0	1	2	21	-	0	1	5	8	-	0	3	1	1						
Minn.	-	0	17	42	6	-	0	13	9	6	-	0	11	5	-						
Mo.	2	0	2	12	23	-	1	5	31	37	-	0	2	15	10						
Nebr.	-	0	2	5	9	1	0	3	6	6	-	0	1	3	5						
N. Dak.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	4	7	-	0	1	2	1	-	0	1	2	4						
S. ATLANTIC	10	10	27	246	237	15	20	56	503	610	6	8	25	168	185						
Del.	-	0	1	3	9	-	0	3	7	26	-	0	2	5	4						
D.C.	-	0	5	14	2	-	0	2	1	4	-	0	5	1	6						
Fla.	3	3	13	72	87	7	7	14	182	213	3	2	9	70	74						
Ga.	1	1	4	37	23	-	3	10	54	103	-	1	3	14	11						
Md.	-	1	6	37	31	1	2	7	49	81	1	1	8	30	42						
N.C.	5	0	11	25	45	5	0	16	75	89	1	0	4	22	19						
S.C.	-	0	3	5	11	-	2	5	37	40	1	0	2	8	3						
Va.	1	1	5	50	25	-	2	8	69	21	-	1	4	15	22						
W. Va.	-	0	1	3	4	2	0	23	29	33	-	0	4	3	4						
E.S. CENTRAL	2	2	7	48	64	4	6	20	151	188	2	2	7	43	44						
Ala.	-	0	2	7	6	1	2	10	55	52	-	0	1	5	7						
Ky.	-	0	2	9	24	-	1	6	21	40	2	1	6	20	12						
Miss.	-	0	4	6	4	-	0	8	11	25	-	0	2	-	1						
Tenn.	2	1	5	26	30	3	3	8	64	71	-	1	3	18	24						
W.S. CENTRAL	-	5	43	81	177	5	18	169	349	401	-	1	16	39	36						
Ark.	-	0	2	5	34	-	1	7	12	35	-	0	2	3	1						
La.	-	1	4	13	10	-	1	4	21	32	-	0	2	1	6						
Okla.	-	0	3	3	4	-	1	24	17	13	-	0	6	1	1						
Tex.	-	4	39	60	129	5	15	135	299	321	-	1	13	34	28						
MOUNTAIN	2	5	17	153	156	1	3	9	107	69	4	2	8	45	51						
Ariz.	2	4	14	122	87	-	0	5	44	-	1	0	4	14	17						
Colo.	-	0	3	14	26	-	0	2	16	21	1	0	2	7	7						
Idaho	-	0	1	2	7	1	0	2	7	7	-	0	3	4	6						
Mont.	-	0	3	4	5	-	0	3	-	-	-	0	1	1	3						
Nev.	-	0	2	6	8	-	1	5	23	19	2	0	2	5	4						
N. Mex.	-	0	2	2	11	-	0	2	5	9	-	0	2	3	2						
Utah	-	0	1	2	11	-	0	4	12	13	-	0	2	8	12						
Wyo.	-	0	1	1	1	-	0	1	-	-	-	0	1	3	-						
PACIFIC	5	13	92	340	667	4	10	106	244	263	2	2	11	56	49						
Alaska	-	0	1	2	1	-	0	3	4	2	-	0	1	-	-						
Calif.	3	11	40	303	636	3	7	31	186	214	1	1	11	43	49						
Hawaii	-	0	1	3	8	-	0	1	-	5	-	0	1	1	-						
Oreg.	-	1	3	16	22	-	1	5	32	42	-	0	1	3	-						
Wash.	2	0	52	16	-	1	0	74	22	-	1	0	2	9	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	1	10	28	26	1	1	9	31	29	-	0	2	3	1						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for Hepatitis C viral, acute are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


