
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending December 7, 2002 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	35	19	16,191	306,678	337,453	1,403	1,373	25	22												
NEW ENGLAND	1	1	1,572	7,181	6,511	122	104	-	1												
Maine	-	-	200	132	137	2	2	-	-												
N.H.	-	-	41	118	170	10	6	-	-												
Vt.	1	1	137	93	69	7	4	-	-												
Mass.	-	-	806	3,070	2,996	51	41	-	1												
R.I.	-	-	145	891	788	10	5	-	-												
Conn.	-	-	243	2,877	2,351	42	46	-	-												
MID. ATLANTIC	-	3	3,494	36,458	40,852	245	213	6	3												
Upstate N.Y.	-	-	1,183	8,155	8,238	109	74	2	-												
N.Y. City	-	-	1,258	10,790	11,943	60	57	-	-												
N.J.	-	-	342	6,130	8,114	49	45	-	-												
Pa.	-	3	711	11,383	12,557	27	37	4	3												
E.N. CENTRAL	13	7	3,091	61,752	71,119	199	261	3	2												
Ohio	12	7	900	16,817	20,087	76	73	-	1												
Ind.	-	-	-	6,924	6,577	41	46	1	-												
Ill.	-	-	714	18,817	22,424	58	96	-	-												
Mich.	1	-	882	13,640	16,254	16	13	2	-												
Wis.	-	-	595	5,554	5,777	8	33	-	1												
W.N. CENTRAL	2	4	1,958	15,639	15,962	69	71	1	1												
Minn.	-	-	791	2,814	2,509	47	40	1	-												
Iowa	-	-	296	1,180	1,253	1	-	-	-												
Mo.	N	N	469	8,105	8,246	12	19	-	-												
N. Dak.	2	4	28	47	53	-	7	-	-												
S. Dak.	-	-	72	258	267	-	-	-	-												
Nebr.	-	-	133	713	1,092	1	3	-	1												
Kans.	-	-	169	2,522	2,542	8	2	-	-												
S. ATLANTIC	1	-	2,760	79,191	86,861	343	339	4	1												
Del.	-	-	51	1,503	1,640	-	-	-	-												
Md.	-	-	108	8,363	8,667	82	83	2	-												
D.C.	-	-	42	2,575	2,735	-	-	-	-												
Va.	-	-	308	9,187	10,008	32	27	-	-												
W. Va.	1	-	57	849	685	15	14	-	1												
N.C.	-	-	-	14,867	15,868	31	46	-	-												
S.C.	-	-	121	6,864	10,140	13	8	-	-												
Ga.	-	-	859	15,813	16,948	86	93	-	-												
Fla.	-	-	1,214	19,170	20,170	84	68	2	-												
E.S. CENTRAL	8	3	369	26,106	30,462	63	74	1	-												
Ky.	8	3	-	3,571	3,408	6	2	-	-												
Tenn.	-	-	172	8,800	9,122	32	43	-	-												
Ala.	-	-	197	8,067	10,574	16	27	1	-												
Miss.	-	-	-	5,668	7,358	9	2	-	-												
W.S. CENTRAL	4	-	236	45,175	49,282	59	54	2	2												
Ark.	-	-	162	4,237	4,297	1	2	-	-												
La.	-	-	4	10,981	11,723	9	9	-	-												
Okla.	-	-	70	4,409	4,545	45	41	-	-												
Tex.	4	-	-	25,548	28,717	4	2	2	2												
MOUNTAIN	6	1	1,591	9,920	9,809	182	136	5	8												
Mont.	-	-	92	108	99	-	-	-	-												
Idaho	-	-	127	91	71	2	2	-	-												
Wyo.	-	-	29	57	76	1	1	-	-												
Colo.	6	1	548	3,199	3,009	33	38	-	-												
N. Mex.	-	-	137	1,226	964	25	24	-	1												
Ariz.	-	-	192	3,417	3,709	91	52	3	4												
Utah	-	-	316	268	188	18	8	1	1												
Nev.	-	-	150	1,554	1,693	12	11	1	2												
PACIFIC	-	-	1,120	25,256	26,595	121	121	3	4												
Wash.	-	-	391	2,738	2,823	3	5	2	-												
Oreg.	-	-	427	837	1,070	60	34	-	-												
Calif.	-	-	110	20,448	21,716	22	53	1	4												
Alaska	-	-	106	565	410	2	6	-	-												
Hawaii	-	-	86	668	576	34	23	-	-												
Guam	-	-	-	-	47	-	-	-	-												
P.R.	-	-	38	292	564	1	2	-	-												
V.I.	-	-	-	31	34	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	14	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


