
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending June 20, 2009 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	63	96	239	2,877	3,197	6	33	122	872	999											
NEW ENGLAND	1	5	28	155	234	-	1	12	23	51											
Conn.	-	0	21	43	66	-	0	11	-	-											
Maine	-	0	3	10	17	-	0	1	1	1											
Mass.	-	2	10	60	115	-	1	2	15	39											
N.H.	-	0	4	26	16	-	0	1	5	7											
R.I.	-	0	8	4	10	-	0	2	-	4											
Vt.	1	0	3	12	10	-	0	1	2	-											
MID. ATLANTIC	18	18	38	561	670	1	4	33	129	125											
N.J.	-	1	6	5	121	-	1	4	14	35											
N.Y. (Upstate)	8	6	25	210	210	1	2	17	68	55											
N.Y. City	-	4	12	117	129	-	0	31	47	35											
Pa.	10	6	18	229	210	N	0	2	N	N											
E.N. CENTRAL	2	17	42	581	638	1	6	18	130	184											
Ill.	-	5	12	160	175	-	1	5	15	53											
Ind.	-	3	23	96	81	-	0	13	15	20											
Mich.	-	3	11	96	112	-	1	5	42	51											
Ohio	1	4	13	153	174	1	1	6	43	33											
Wis.	1	2	10	76	96	-	1	4	15	27											
W.N. CENTRAL	24	6	37	254	238	-	2	11	68	47											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	1	1	5	36	26	N	0	1	N	N											
Minn.	21	0	34	105	109	-	0	7	31	11											
Mo.	-	2	8	61	60	-	1	4	26	21											
Nebr.	1	1	3	29	23	-	0	1	3	5											
N. Dak.	-	0	4	7	8	-	0	3	4	5											
S. Dak.	1	0	3	16	12	-	0	2	4	5											
S. ATLANTIC	10	22	46	627	629	-	6	16	177	194											
Del.	-	0	1	8	6	-	0	0	-	-											
D.C.	-	0	2	-	7	N	0	0	N	N											
Fla.	-	5	12	154	143	-	1	6	43	36											
Ga.	3	5	13	146	141	-	2	6	47	52											
Md.	-	3	10	86	115	-	1	3	36	38											
N.C.	3	2	12	67	77	N	0	0	N	N											
S.C.	2	1	5	40	39	-	1	6	28	32											
Va.	2	3	9	100	77	-	0	4	15	31											
W. Va.	-	1	4	26	24	-	0	2	8	5											
E.S. CENTRAL	1	4	10	112	110	-	1	6	34	53											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	5	20	22	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	-	7											
Tenn.	1	3	8	92	88	-	1	6	34	46											
W.S. CENTRAL	2	9	79	257	260	2	6	46	162	148											
Ark.	-	0	2	9	7	-	0	4	16	9											
La.	-	0	3	9	11	-	0	3	13	7											
Okla.	1	3	20	89	62	1	1	7	31	45											
Tex.	1	6	59	150	180	1	4	34	102	87											
MOUNTAIN	4	9	22	259	353	1	4	16	131	169											
Ariz.	1	3	7	79	120	-	2	10	76	77											
Colo.	3	3	10	107	88	1	1	4	25	39											
Idaho	-	0	2	3	10	-	0	2	6	2											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	4	6	-	0	1	-	2											
N. Mex.	-	2	7	44	90	-	0	4	13	25											
Utah	-	1	6	21	34	-	0	4	11	23											
Wyo.	-	0	1	1	5	-	0	1	-	1											
PACIFIC	1	3	9	71	65	1	1	3	18	28											
Alaska	1	0	4	10	15	1	0	3	13	17											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	3	8	61	50	-	0	2	5	11											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	8	-	22	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


