
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 27, 2013 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2013
Shigellosis cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012

tab delimited data:
test
UNITED STATES	68	267	407	1,982	3,769	-	3	13	19	46	4	54	230	106	445						
NEW ENGLAND	-	4	13	48	36	-	0	1	-	-	-	0	3	-	3						
Conn.	-	1	3	12	11	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	2	1	1	-	0	0	-	-	-	0	1	-	1						
Mass.	-	2	10	28	24	-	0	0	-	-	-	0	3	-	-						
N.H.	-	0	1	2	-	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	5	3	-	-	0	0	-	-	-	0	3	-	2						
Vt.	-	0	1	2	-	-	0	1	-	-	-	0	0	-	-						
MID. ATLANTIC	8	31	73	207	921	-	0	2	1	7	-	1	5	7	22						
N.J.	-	3	30	16	497	-	0	0	-	-	-	0	1	-	-						
N.Y. (Upstate)	5	12	37	75	151	-	0	1	-	1	-	0	3	2	2						
N.Y. City	2	8	20	93	227	-	0	0	-	-	-	0	3	3	6						
Pa.	1	2	7	23	46	-	0	2	1	6	-	0	4	2	14						
E.N. CENTRAL	17	40	114	550	387	-	0	2	-	2	-	3	18	10	34						
Ill.	-	4	17	40	48	-	0	1	-	1	-	1	12	3	17						
Ind.	-	1	17	18	24	-	0	1	-	1	-	1	5	5	9						
Mich.	2	4	14	60	82	-	0	1	-	-	-	0	1	-	-						
Ohio	15	28	103	419	215	-	0	0	-	-	-	0	3	1	4						
Wis.	-	1	13	13	18	-	0	0	-	-	-	0	3	1	4						
W.N. CENTRAL	-	8	32	63	95	-	0	5	-	2	-	3	33	1	81						
Iowa	-	2	11	16	5	-	0	0	-	-	-	0	1	1	4						
Kans.	-	2	6	11	54	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	7	14	30	-	0	5	-	2	-	2	33	-	76						
Nebr.	-	2	22	15	5	-	0	1	-	-	-	0	1	-	1						
N. Dak.	-	0	2	5	1	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	3	2	-	-	0	0	-	-	-	0	1	-	-						
S. ATLANTIC	21	50	98	375	909	-	2	8	18	25	2	14	145	44	82						
Del.	-	0	4	2	1	-	0	0	-	-	-	0	2	3	7						
D.C.	-	0	3	-	10	-	0	0	-	-	-	0	1	-	-						
Fla.	11	24	66	125	526	-	0	1	1	-	2	0	3	4	6						
Ga.	6	12	21	142	219	-	1	8	16	20	-	0	0	-	-						
Md.	-	3	14	23	79	-	0	0	-	-	-	0	2	5	2						
N.C.	3	2	10	40	36	-	0	4	-	-	-	1	133	7	20						
S.C.	-	1	5	25	9	-	0	1	1	3	-	0	6	5	5						
Va.	1	1	6	17	27	-	0	1	-	2	-	4	36	20	42						
W. Va.	-	0	3	1	2	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	2	19	41	147	434	-	0	2	-	1	2	10	56	35	103						
Ala.	1	5	20	57	111	-	0	1	-	1	1	2	13	10	19						
Ky.	-	4	21	20	166	-	0	1	-	-	-	1	7	5	4						
Miss.	-	4	13	45	96	-	0	2	-	-	-	0	3	-	2						
Tenn.	1	3	9	25	61	-	0	1	-	-	1	8	49	20	78						
W.S. CENTRAL	16	48	133	377	685	-	0	3	-	1	-	10	73	8	92						
Ark.	1	2	7	42	16	-	0	3	-	1	-	8	64	7	49						
La.	1	3	10	47	63	-	0	0	-	-	-	0	2	-	1						
Okla.	4	7	39	57	132	-	0	1	-	-	-	0	26	-	20						
Tex.	10	33	92	231	474	-	0	1	-	-	-	1	8	1	22						
MOUNTAIN	1	13	34	64	112	-	0	1	-	8	-	0	5	-	24						
Ariz.	-	8	21	35	79	-	0	1	-	8	-	0	3	-	20						
Colo.	-	1	19	4	8	-	0	1	-	-	-	0	1	-	-						
Idaho	1	0	2	1	2	-	0	0	-	-	-	0	1	-	2						
Mont.	-	0	2	-	3	-	0	0	-	-	-	0	1	-	-						
Nev.	-	1	9	13	1	-	0	1	-	-	-	0	0	-	-						
N. Mex.	-	1	10	7	12	-	0	0	-	-	-	0	1	-	-						
Utah	-	0	4	3	7	-	0	0	-	-	-	0	1	-	2						
Wyo.	-	0	3	1	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	3	16	42	151	190	-	0	2	-	-	-	0	2	1	4						
Alaska	-	0	1	-	5	N	0	0	N	N	N	0	0	N	N						
Calif.	2	12	33	96	140	-	0	2	-	-	-	0	1	1	4						
Hawaii	-	0	6	20	4	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	10	16	23	-	0	0	-	-	-	0	1	-	-						
Wash.	1	1	19	19	18	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	1	3	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	N	-	-	N	N	N	-	-	N	N						
P.R.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

