
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending August 15, 1998 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	27,399	35,436	330,087	275,168	1,436	817	197,164	172,758	2,303	2,152											
NEW ENGLAND	1,025	1,470	12,094	10,559	180	135	3,413	3,572	32	41											
Maine	21	36	631	589	21	-	41	36	-	-											
N.H.	26	19	570	479	23	32	54	64	-	-											
Vt.	14	24	258	236	10	7	23	32	-	2											
Mass.	522	528	5,002	4,362	94	80	1,228	1,335	29	32											
R.I.	78	97	1,448	1,187	5	1	219	278	3	7											
Conn.	364	766	4,185	3,706	27	15	1,848	1,827	-	-											
MID. ATLANTIC	7,578	11,061	39,372	34,044	140	36	22,253	21,995	247	206											
Upstate N.Y.	961	1,728	N	N	106	-	3,637	3,845	193	150											
N.Y. City	4,074	5,735	21,086	16,302	4	7	9,172	8,091	-	-											
N.J.	1,475	2,273	6,403	5,969	30	28	3,933	4,453	-	-											
Pa.	1,068	1,325	11,883	11,773	N	1	5,511	5,606	54	56											
E.N. CENTRAL	2,078	2,556	54,394	36,809	225	149	37,672	23,676	325	365											
Ohio	430	561	15,545	13,481	55	22	9,877	8,640	7	12											
Ind.	355	394	3,678	5,500	57	28	2,363	3,632	4	11											
Ill.	825	892	15,848	U	55	14	12,850	U	20	64											
Mich.	353	545	13,174	11,224	58	35	10,051	8,633	294	257											
Wis.	115	164	6,149	6,604	N	50	2,531	2,771	-	21											
W.N. CENTRAL	532	696	18,686	19,044	221	165	9,269	8,493	114	42											
Minn.	104	128	3,649	3,997	86	78	1,300	1,402	7	3											
Iowa	49	74	2,063	2,650	66	32	660	720	6	21											
Mo.	244	331	7,161	7,220	15	29	5,233	4,588	96	6											
N. Dak.	4	7	290	508	6	11	29	32	-	2											
S. Dak.	11	3	984	763	15	10	154	82	-	-											
Nebr.	48	65	1,375	1,169	19	-	495	440	2	2											
Kans.	72	88	3,164	2,737	14	5	1,398	1,229	3	8											
S. ATLANTIC	6,869	8,699	66,814	57,451	124	79	54,859	55,951	122	148											
Del.	91	159	1,512	-	-	1	829	720	-	-											
Md.	826	1,078	5,071	4,255	19	9	5,941	6,990	6	4											
D.C.	567	658	N	N	1	-	2,229	2,660	-	-											
Va.	502	719	7,239	7,165	N	25	4,367	4,874	9	18											
W. Va.	59	60	1,686	1,778	7	3	479	581	4	13											
N.C.	456	503	13,193	10,421	23	31	11,370	10,223	15	38											
S.C.	452	475	11,394	7,568	5	2	7,369	6,802	3	27											
Ga.	725	1,071	14,314	10,741	45	-	12,263	12,214	9	-											
Fla.	3,191	3,976	12,405	15,523	24	8	10,012	10,887	76	48											
E.S. CENTRAL	1,084	1,188	24,319	20,866	74	27	23,560	20,861	108	229											
Ky.	156	211	3,822	3,993	20	-	2,189	2,508	16	10											
Tenn.	378	495	8,001	7,806	32	24	6,912	6,556	87	155											
Ala.	330	287	6,349	4,896	19	2	8,045	6,995	5	6											
Miss.	220	195	6,147	4,171	U	1	6,414	4,802	U	58											
W.S. CENTRAL	3,328	3,601	50,306	35,796	80	12	29,242	23,463	556	286											
Ark.	123	131	2,129	1,805	6	6	1,220	2,955	5	9											
La.	586	640	8,967	5,671	3	2	7,808	5,301	21	128											
Okla.	183	188	6,147	4,546	11	4	3,371	2,873	8	6											
Tex.	2,436	2,642	33,063	23,774	60	-	16,843	12,334	522	143											
MOUNTAIN	967	1,032	13,426	17,564	199	87	4,980	4,804	259	185											
Mont.	18	26	739	653	10	-	26	27	7	14											
Idaho	19	34	1,066	890	23	7	107	68	86	36											
Wyo.	1	13	399	351	49	-	18	36	46	43											
Colo.	186	264	10	3,899	37	33	1,339	1,269	18	21											
N. Mex.	153	105	2,235	2,333	16	11	550	538	64	33											
Ariz.	377	247	6,919	6,606	21	13	2,477	2,150	3	23											
Utah	70	86	1,415	990	37	15	153	145	21	3											
Nev.	143	257	643	1,842	6	8	310	571	14	12											
PACIFIC	3,938	5,133	50,676	43,035	193	127	11,916	9,943	540	650											
Wash.	270	417	6,582	5,525	31	22	1,132	1,162	12	19											
Oreg.	116	188	3,432	2,971	60	61	494	461	2	2											
Calif.	3,439	4,449	38,229	32,607	99	35	9,839	7,779	471	522											
Alaska	17	42	1,158	876	3	-	193	236	1	-											
Hawaii	96	37	1,275	1,056	N	9	258	305	54	107											
Guam	-	2	8	193	N	-	2	27	-	-											
P.R.	1,141	1,198	U	U	2	U	245	392	-	-											
V.I.	18	70	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	14	17	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


