
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 2, 2011 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	122	274	500	1,871	3,289	1	2	10	13	10	3	27	99	63	82						
NEW ENGLAND	2	4	17	49	128	-	0	0	-	-	-	0	1	1	-						
Conn.	-	0	7	7	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	3	5	2	-	0	0	-	-	-	0	1	-	-						
Mass.	2	3	16	36	49	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	3	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	4	-	4	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	1	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	-	24	70	116	474	-	0	1	-	-	-	1	4	3	6						
N.J.	-	4	16	16	79	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	-	3	15	25	43	-	0	1	-	-	-	0	3	-	-						
N.Y. City	-	5	14	51	78	-	0	1	-	-	-	0	4	2	6						
Pa.	-	9	55	24	274	-	0	0	-	-	-	0	3	1	-						
E.N. CENTRAL	3	23	45	128	681	-	0	1	-	-	-	1	10	2	1						
Ill.	-	8	20	38	479	-	0	1	-	-	-	0	5	-	-						
Ind.	-	1	4	12	8	-	0	1	-	-	-	0	5	-	1						
Mich.	-	5	10	27	49	-	0	0	-	-	-	0	1	1	-						
Ohio	3	5	18	51	63	-	0	0	-	-	-	0	2	1	-						
