
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending September 17, 2011 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2011
Rabies, animal cummulative for 2010
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2011
Salmonellosis cummulative for 2010
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2011
Shiga toxin-producing E. coli(STEC)† cummulative for 2010

tab delimited data:
test
UNITED STATES	57	53	119	1,852	3,313	853	874	1,627	29,844	36,686	60	92	264	3,213	3,685						
NEW ENGLAND	6	3	13	130	236	2	26	351	1,279	1,903	-	2	36	138	173						
Conn.	-	0	9	28	107	-	0	330	330	491	-	0	36	36	60						
Maine	4	1	6	52	47	2	2	8	97	91	-	0	3	22	15						
Mass.	-	0	0	-	-	-	17	38	554	990	-	0	10	44	65						
N.H.	1	0	3	17	15	-	3	8	125	139	-	0	3	20	18						
R.I.	-	0	4	15	25	-	0	62	128	140	-	0	2	4	2						
Vt.	1	0	2	18	42	-	1	5	45	52	-	0	3	12	13						
MID. ATLANTIC	16	13	29	449	819	96	93	182	3,506	4,363	6	10	28	412	419						
N.J.	-	0	0	-	-	-	12	35	322	894	-	2	6	58	96						
N.Y. (Upstate)	16	7	20	271	389	66	25	66	998	1,042	5	4	12	153	138						
N.Y. City	-	0	4	9	138	1	21	45	805	991	-	1	6	60	54						
Pa.	-	6	17	169	292	29	32	111	1,381	1,436	1	3	17	141	131						
E.N. CENTRAL	2	2	16	140	210	44	87	147	3,104	4,508	6	12	38	561	649						
Ill.	2	1	6	46	108	-	28	57	1,026	1,525	-	2	10	114	124						
Ind.	-	0	6	18	-	1	11	23	348	581	-	2	8	85	101						
Mich.	-	1	6	41	59	-	13	29	520	727	-	2	15	109	129						
Ohio	-	0	6	35	43	43	21	47	895	992	6	2	10	132	112						
Wis.	N	0	0	N	N	-	9	44	315	683	-	2	13	121	183						
W.N. CENTRAL	-	2	40	64	209	57	47	97	1,685	2,203	7	13	39	519	678						
Iowa	-	0	1	-	23	1	9	20	330	402	-	2	15	135	135						
Kans.	-	1	4	24	51	10	7	20	297	326	-	1	8	70	52						
Minn.	-	0	34	-	25	-	0	17	-	573	-	0	8	-	228						
Mo.	-	0	2	-	57	36	16	45	722	586	6	4	14	188	178						
Nebr.	-	0	3	29	43	10	4	13	177	176	1	2	7	78	56						
N. Dak.	-	0	6	11	10	-	0	15	30	28	-	0	10	10	5						
S. Dak.	-	0	0	-	-	-	3	17	129	112	-	1	4	38	24						
S. ATLANTIC	26	18	87	798	868	328	279	713	9,269	9,824	9	14	29	460	488						
Del.	-	0	0	-	-	2	3	9	115	128	-	0	2	11	4						
D.C.	-	0	0	-	-	5	1	4	43	78	-	0	1	3	8						
Fla.	-	0	78	78	121	193	107	226	3,691	3,994	6	3	15	100	152						
Ga.	-	0	0	-	-	55	42	121	1,652	1,976	-	2	8	85	75						
Md.	-	6	14	204	275	24	18	38	662	788	1	1	8	31	68						
N.C.	-	0	0	-	-	10	35	251	1,320	905	-	2	11	84	45						
S.C.	N	0	0	N	N	14	30	99	975	1,040	1	0	4	15	17						
Va.	26	11	27	453	416	25	21	68	769	772	1	3	9	128	103						
W. Va.	-	0	30	63	56	-	0	14	42	143	-	0	4	3	16						
E.S. CENTRAL	4	2	7	91	140	49	60	185	2,579	2,653	2	4	22	196	185						
Ala.	4	1	7	65	58	17	18	70	765	698	-	1	15	67	37						
Ky.	-	0	2	12	16	8	9	32	308	401	1	1	5	30	49						
Miss.	-	0	1	1	-	6	20	59	826	826	-	0	12	17	13						
Tenn.	-	0	4	13	66	18	17	50	680	728	1	2	11	82	86						
W.S. CENTRAL	-	1	31	53	629	158	131	515	4,052	4,528	4	6	151	218	215						
Ark.	-	0	10	41	23	35	14	47	556	506	1	0	3	29	43						
La.	-	0	0	-	-	-	14	52	537	937	-	0	2	6	14						
Okla.	-	0	20	12	40	29	11	95	458	443	3	1	55	41	16						
Tex.	-	0	30	-	566	94	85	381	2,501	2,642	-	5	95	142	142						
MOUNTAIN	1	0	5	24	56	21	48	91	1,720	2,117	5	11	30	391	457						
Ariz.	N	0	0	N	N	3	14	34	517	707	1	2	14	65	46						
Colo.	-	0	0	-	-	11	10	24	414	428	1	3	11	86	169						
Idaho	-	0	2	3	10	3	3	8	111	123	3	2	6	75	60						
Mont.	N	0	0	N	N	3	2	10	96	76	-	1	5	34	31						
Nev.	-	0	2	4	5	-	3	8	98	239	-	0	7	26	28						
N. Mex.	-	0	2	10	9	-	6	21	214	231	-	1	6	29	33						
Utah	1	0	2	7	9	1	6	15	224	267	-	1	7	62	71						
Wyo.	-	0	1	-	23	-	1	9	46	46	-	0	3	14	19						
PACIFIC	2	3	15	103	146	98	75	288	2,650	4,587	21	11	46	318	421						
Alaska	-	0	2	9	12	-	1	6	44	65	-	0	1	1	2						
Calif.	-	3	8	84	121	55	55	232	1,807	3,352	7	7	36	166	180						
Hawaii	-	0	0	-	-	7	6	14	247	247	-	0	1	6	27						
Oreg.	2	0	2	10	13	-	6	14	171	412	-	1	11	53	71						
Wash.	-	0	14	-	-	36	12	42	381	511	14	2	16	92	141						
Amer. Samoa	N	0	0	N	N	-	0	0	-	2	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	3	6	8	-	0	0	-	-						
P.R.	-	0	6	24	34	-	6	25	134	414	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


