
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending June 25, 2011 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	193	258	742	4,385	6,492	2	2	11	40	59	12	20	245	286	455						
NEW ENGLAND	-	3	20	77	179	-	0	0	-	-	-	0	1	1	1						
Conn.	-	0	18	18	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	4	14	3	-	0	0	-	-	-	0	1	-	1						
Mass.	-	2	16	42	92	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	1	5	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	4	-	9	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	2	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	22	15	74	269	872	-	0	1	3	2	3	1	6	11	37						
N.J.	-	3	16	40	202	-	0	0	-	1	-	0	4	-	26						
N.Y. (Upstate)	18	3	15	84	79	-	0	0	-	1	1	0	3	2	2						
N.Y. City	-	4	14	96	160	-	0	0	-	-	-	0	2	4	4						
Pa.	4	4	56	49	431	-	0	1	3	-	2	0	1	5	5						
E.N. CENTRAL	1	17	37	255	933	-	0	1	-	-	-	1	7	19	31						
Ill.	-	6	20	64	594	-	0	1	-	-	-	0	4	11	16						
Ind.	-	1	4	27	26	-	0	1	-	-	-	0	3	6	9						
Mich.	1	4	9	70	117	-	0	0	-	-	-	0	1	-	1						
Ohio	-	5	15	94	152	-	0	0	-	-	-	0	2	2	3						
