
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending July 21, 2007 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	18	47	256	1,454	1,573	2	8	35	254	242	117	198	310	5,306	5,004						
NEW ENGLAND	1	1	12	33	89	-	0	3	5	2	8	4	13	128	114						
Conn.	-	0	5	-	69	-	0	0	-	-	-	0	10	15	22						
Maine	1	0	2	9	5	-	0	2	1	1	-	0	1	2	7						
Mass.	-	0	0	-	-	-	0	0	-	-	5	2	8	82	70						
N.H.	-	0	0	-	-	-	0	0	-	-	3	0	2	16	6						
R.I.	-	0	4	13	6	-	0	1	2	-	-	0	5	12	7						
Vt.	-	0	2	11	9	-	0	1	2	1	-	0	1	1	2						
MID. ATLANTIC	-	2	9	86	97	-	0	5	21	13	15	27	45	875	627						
N.J.	-	0	0	-	-	-	0	0	-	-	3	3	8	96	92						
N.Y. (Upstate)	-	1	5	28	31	-	0	4	7	6	4	3	14	73	85						
N.Y. City	-	0	0	-	-	-	0	0	-	-	7	16	35	566	302						
Pa.	-	2	6	58	66	-	0	2	14	7	1	5	12	140	148						
E.N. CENTRAL	7	9	40	373	344	-	1	7	46	53	15	15	27	411	501						
Ill.	-	0	4	11	18	-	0	1	2	5	8	7	13	187	263						
Ind.	-	2	31	97	87	-	0	5	10	14	-	1	5	24	43						
Mich.	-	0	1	2	15	-	0	1	1	2	2	2	8	64	62						
Ohio	7	5	38	263	224	-	1	5	33	32	3	4	9	102	102						
Wis.	N	0	0	N	N	-	0	0	-	-	2	1	4	34	31						
W.N. CENTRAL	1	2	124	101	29	-	0	15	7	1	1	6	16	169	150						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	5	8						
Kans.	-	0	10	53	-	-	0	2	3	-	-	0	3	9	12						
Minn.	-	0	123	-	-	-	0	15	-	-	-	1	5	40	30						
Mo.	1	1	5	40	28	-	0	1	-	1	1	3	14	110	97						
Nebr.	-	0	1	2	-	-	0	0	-	-	-	0	2	1	2						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
S. Dak.	-	0	3	6	1	-	0	1	4	-	-	0	3	4	-						
S. ATLANTIC	7	20	59	648	752	2	4	15	132	116	29	46	180	1,203	1,077						
Del.	-	0	1	5	-	-	0	1	1	-	-	0	3	6	14						
D.C.	-	0	2	5	18	-	0	0	-	2	-	3	12	93	57						
Fla.	6	11	29	377	392	2	2	8	74	76	19	15	25	434	394						
Ga.	-	6	17	217	256	-	1	10	49	38	-	7	153	145	152						
Md.	-	0	1	1	-	-	0	0	-	-	4	5	15	160	176						
N.C.	-	0	0	-	-	-	0	0	-	-	5	5	23	193	165						
S.C.	-	0	0	-	-	-	0	0	-	-	-	1	10	52	39						
Va.	N	0	0	N	N	-	0	0	-	-	1	4	17	115	78						
W. Va.	1	1	17	43	86	-	0	1	8	-	-	0	2	5	2						
E.S. CENTRAL	2	3	9	97	131	-	0	3	20	22	16	15	29	436	341						
Ala.	N	0	0	N	N	-	0	0	-	-	7	6	17	161	137						
Ky.	-	0	2	17	26	-	0	1	2	5	2	1	7	39	37						
Miss.	-	0	2	-	16	-	0	0	-	-	-	2	9	58	32						
Tenn.	2	2	8	80	89	-	0	3	18	17	7	6	14	178	135						
W.S. CENTRAL	-	1	9	77	62	-	0	2	11	6	25	32	55	930	788						
Ark.	-	0	1	1	9	-	0	0	-	2	6	1	7	65	38						
La.	-	1	3	32	53	-	0	1	3	4	4	7	29	200	129						
Okla.	-	0	8	44	-	-	0	2	8	-	1	1	5	41	39						
Tex.	-	0	0	-	-	-	0	0	-	-	14	22	39	624	582						
MOUNTAIN	-	1	5	39	69	-	0	3	12	29	2	7	27	144	270						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	2	16	48	103						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	5	19	45						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	1	2						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	1						
Nev.	-	0	3	16	15	-	0	2	5	1	2	2	12	44	74						
N. Mex.	-	0	0	-	-	-	0	0	-	-	-	1	7	26	36						
Utah	-	0	5	13	28	-	0	3	6	20	-	0	2	4	9						
Wyo.	-	0	2	10	26	-	0	1	1	8	-	0	1	1	-						
PACIFIC	-	0	0	-	-	-	0	0	-	-	6	38	58	1,010	1,136						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	2	5	5						
Calif.	N	0	0	N	N	-	0	0	-	-	4	36	55	924	1,000						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	1	5	13						
Oreg.	N	0	0	N	N	-	0	0	-	-	1	0	6	9	10						
Wash.	N	0	0	N	N	-	0	0	-	-	1	2	11	67	108						
Amer. Samoa	U	0	0	U	U	U	0	1	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
P.R.	N	0	0	N	N	-	0	0	-	-	-	2	11	77	81						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
