
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 18, 2004 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Giardiasis cummulative for 2004
Giardiasis cummulative for 2003
Gonorrhea cummulative for 2004
Gonorrhea cummulative for 2003

tab delimited data:
test
UNITED STATES	1,674	1,624	161	172	113	104	12,118	12,688	217,719	231,265											
NEW ENGLAND	111	104	37	32	20	11	1,083	1,010	5,078	4,975											
Maine	8	8	-	-	-	-	92	116	164	139											
N.H.	14	13	5	3	-	-	27	27	91	85											
Vt.	10	13	-	-	-	-	121	84	62	59											
Mass.	49	42	10	8	20	11	485	500	2,267	1,956											
R.I.	6	1	1	-	-	-	91	82	608	680											
Conn.	24	27	21	21	-	-	267	201	1,886	2,056											
MID. ATLANTIC	186	185	22	18	23	24	2,592	2,544	24,536	29,029											
Upstate N.Y.	87	65	11	9	9	11	917	670	5,120	5,374											
N.Y. City	30	6	-	-	-	-	692	836	7,526	9,581											
N.J.	29	26	3	2	5	-	263	366	4,369	5,822											
Pa.	40	88	8	7	9	13	720	672	7,521	8,252											
E.N. CENTRAL	308	370	32	27	17	14	1,670	2,208	43,412	48,873											
Ohio	76	69	9	14	13	14	568	607	12,514	15,732											
Ind.	40	60	-	-	-	-	-	-	4,689	4,664											
Ill.	49	75	1	2	1	-	338	666	12,452	15,146											
Mich.	59	58	5	-	3	-	489	506	10,658	9,343											
Wis.	84	108	17	11	-	-	275	429	3,099	3,988											
W.N. CENTRAL	375	269	25	33	15	16	1,400	1,331	11,688	12,240											
Minn.	88	94	13	16	1	1	537	495	2,171	2,102											
Iowa	103	58	-	-	-	-	211	175	649	911											
Mo.	62	55	12	9	6	1	340	351	6,099	6,112											
N. Dak.	12	8	-	3	6	6	18	28	74	56											
S. Dak.	27	17	-	3	-	-	42	49	199	153											
Nebr.	56	17	-	2	-	-	102	97	715	1,070											
Kans.	27	20	-	-	2	8	150	136	1,781	1,836											
S. ATLANTIC	123	109	26	35	29	25	1,959	1,819	55,427	56,889											
Del.	2	5	N	N	N	N	35	30	630	835											
Md.	20	12	3	2	1	1	86	75	5,762	5,426											
D.C.	1	1	-	-	-	-	45	36	1,678	1,738											
Va.	27	30	9	9	-	-	356	236	6,150	6,276											
W. Va.	2	3	-	-	-	-	27	28	665	609											
N.C.	-	-	-	-	19	20	N	N	11,035	10,741											
S.C.	6	1	-	-	-	-	39	84	7,007	5,748											
Ga.	20	22	10	5	-	-	587	594	9,950	12,423											
Fla.	45	35	4	19	9	4	784	736	12,550	13,093											
E.S. CENTRAL	69	56	1	1	8	5	255	250	17,454	19,549											
Ky.	20	18	1	1	5	5	N	N	1,777	2,555											
Tenn.	30	24	-	-	3	-	139	116	5,878	5,889											
Ala.	12	11	-	-	-	-	116	134	5,265	6,573											
Miss.	7	3	-	-	-	-	-	-	4,534	4,532											
W.S. CENTRAL	58	67	2	4	1	4	214	212	29,284	31,192											
Ark.	10	8	1	-	-	-	80	111	2,530	2,992											
La.	2	3	-	-	-	-	31	9	7,330	8,346											
Okla.	15	20	-	-	-	-	100	92	3,361	3,254											
Tex.	31	36	1	4	1	4	3	-	16,063	16,600											
MOUNTAIN	168	197	14	19	-	5	1,068	1,069	7,313	7,360											
Mont.	12	12	-	-	-	-	47	75	49	75											
Idaho	37	44	7	14	-	-	126	133	60	54											
Wyo.	6	2	1	-	-	-	17	16	44	32											
Colo.	43	50	2	3	-	5	373	304	1,839	2,035											
N. Mex.	8	9	1	2	-	-	52	35	574	867											
Ariz.	16	24	N	N	N	N	136	184	2,693	2,697											
Utah	31	38	2	-	-	-	235	231	365	256											
Nev.	15	18	1	-	-	-	82	91	1,689	1,344											
PACIFIC	276	267	2	3	-	-	1,877	2,245	23,527	21,158											
Wash.	96	65	-	1	-	-	248	220	1,824	1,928											
Oreg.	50	71	2	2	-	-	320	298	808	671											
Calif.	120	125	-	-	-	-	1,199	1,606	19,993	17,353											
Alaska	1	2	-	-	-	-	54	58	400	382											
Hawaii	9	4	-	-	-	-	56	63	502	824											
Guam	N	N	-	-	-	-	-	2	-	47											
P.R.	-	1	-	-	-	-	62	195	175	189											
V.I.	-	-	-	-	-	-	-	-	49	62											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	3	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


