
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending February 12, 2000 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2000
Shigellosis NETSS cummulative for 1999
Shigellosis PHLIS cummulative for 2000
Shigellosis PHLIS cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 1999
Tuberculosis cummulative for 2000
Tuberculosis cummulative for 1999

tab delimited data:
test
UNITED STATES	1,170	1,466	265	842	464	787	530	1,191													
NEW ENGLAND	31	32	12	35	6	9	11	23													
Maine	2	-	-	-	-	-	-	-													
N.H.	1	2	-	4	-	-	-	-													
Vt.	-	1	-	1	-	1	-	-													
Mass.	21	24	11	23	5	5	9	7													
R.I.	2	3	-	3	-	-	2	9													
Conn.	5	2	1	4	1	3	-	7													
MID. ATLANTIC	28	107	29	69	9	30	65	145													
Upstate N.Y.	13	22	3	16	-	2	-	6													
N.Y. City	10	34	26	30	6	13	37	58													
N.J.	-	33	-	23	-	9	22	45													
Pa.	5	18	-	-	3	6	6	36													
E.N. CENTRAL	200	329	42	121	107	107	33	115													
Ohio	14	127	1	9	9	10	11	37													
Ind.	18	11	5	4	50	28	2	9													
Ill.	68	111	-	98	14	57	17	51													
Mich.	96	36	34	-	23	7	-	15													
Wis.	4	44	2	10	11	5	3	3													
W.N. CENTRAL	57	76	31	66	6	30	23	27													
Minn.	12	10	12	14	2	1	13	16													
Iowa	12	-	7	1	-	-	-	-													
Mo.	25	54	8	45	4	27	8	9													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	-	-	-	1													
Nebr.	8	6	2	3	-	1	2	-													
Kans.	-	6	2	3	-	1	-	1													
S. ATLANTIC	97	147	15	38	176	322	83	118													
Del.	-	4	-	1	1	1	-	2													
Md.	10	11	2	2	23	57	-	19													
D.C.	-	6	U	U	10	32	-	4													
Va.	9	5	-	3	17	21	-	9													
W. Va.	-	3	-	-	-	1	5	5													
N.C.	8	38	4	9	60	72	9	29													
S.C.	3	15	1	5	11	33	18	33													
Ga.	5	8	3	8	12	63	24	16													
Fla.	62	57	5	10	42	42	27	1													
E.S. CENTRAL	44	205	19	122	77	144	31	71													
Ky.	9	20	U	U	3	17	-	6													
Tenn.	19	149	17	114	52	63	4	16													
Ala.	5	22	-	8	14	44	27	42													
Miss.	11	14	2	-	8	20	-	7													
W.S. CENTRAL	84	211	63	299	42	94	11	234													
Ark.	18	15	-	11	3	10	8	8													
La.	-	11	10	18	-	4	-	U													
Okla.	-	63	1	9	27	24	3	6													
Tex.	66	122	52	261	12	56	-	220													
MOUNTAIN	142	101	33	57	18	16	17	30													
Mont.	-	1	-	-	-	-	-	-													
Idaho	15	2	-	1	-	-	-	-													
Wyo.	-	1	-	-	-	-	-	-													
Colo.	16	19	7	17	2	-	1	U													
N. Mex.	17	10	5	6	-	-	3	4													
Ariz.	62	60	17	25	14	16	8	12													
Utah	5	5	4	6	-	-	4	8													
Nev.	27	3	-	2	2	-	1	6													
PACIFIC	487	258	21	35	23	35	256	428													
Wash.	57	4	2	18	4	1	21	12													
Oreg.	65	7	19	9	-	1	-	10													
Calif.	359	239	-	-	19	32	226	383													
Alaska	2	-	-	-	-	-	1	6													
Hawaii	4	8	-	8	-	1	8	17													
Guam	-	2	U	U	-	-	-	-													
P.R.	-	6	U	U	16	32	-	-													
V.I.	-	U	U	U	-	U	-	U													
Amer. Samoa	-	U	U	U	-	U	-	U													
C.N.M.I.	-	U	U	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


