
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending December 15, 2012 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	135	271	426	13,241	12,627	-	3	12	181	223	3	54	350	3,728	2,172						
NEW ENGLAND	1	3	12	194	263	-	0	1	1	2	-	0	3	19	8						
Conn.	-	1	3	41	39	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	4	12	32	-	0	0	-	-	-	0	1	3	1						
Mass.	-	2	8	124	173	-	0	0	-	-	-	0	3	9	4						
N.H.	-	0	1	6	4	-	0	0	-	2	-	0	1	1	1						
R.I.	-	0	5	7	9	-	0	0	-	-	-	0	1	6	2						
Vt.	1	0	1	4	6	-	0	1	1	-	-	0	0	-	-						
MID. ATLANTIC	2	44	89	2,179	1,273	-	0	2	18	4	-	1	6	75	166						
N.J.	-	16	47	816	419	-	0	0	-	2	-	0	4	4	126						
N.Y. (Upstate)	-	15	41	704	320	-	0	1	3	2	-	0	3	15	10						
N.Y. City	1	11	21	540	418	-	0	0	-	-	-	0	3	20	12						
Pa.	1	3	6	119	116	-	0	2	15	-	-	1	4	36	18						
E.N. CENTRAL	79	31	116	2,309	890	-	0	2	13	8	-	3	15	234	106						
Ill.	-	5	13	221	257	-	0	1	7	-	-	2	11	141	51						
Ind.	-	1	17	150	86	-	0	1	5	3	-	1	6	63	24						
Mich.	-	4	14	200	183	-	0	0	-	-	-	0	1	2	4						
