
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 2, 2005 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	1,770	2,606	40	61	5,940	5,522	-	-	-												
NEW ENGLAND	61	72	1	7	97	230	-	-	-												
Maine	-	-	-	-	80	43	-	-	-												
N.H.	3	1	-	-	-	-	-	-	-												
Vt.	-	-	-	-	16	187	-	-	-												
Mass.	44	39	-	6	1	-	-	-	-												
R.I.	2	13	-	1	-	-	-	-	-												
Conn.	12	19	1	-	-	-	-	-	-												
MID. ATLANTIC	439	416	13	16	1,207	15	-	-	-												
Upstate N.Y.	43	48	2	-	-	-	-	-	-												
N.Y. City	238	214	1	7	-	-	-	-	-												
N.J.	96	94	3	6	-	-	-	-	-												
Pa.	62	60	7	3	1,207	15	-	-	-												
E.N. CENTRAL	282	228	1	3	2,068	2,188	-	-	-												
Ohio	56	43	-	1	432	596	-	-	-												
Ind.	28	36	1	-	N	N	-	-	-												
Ill.	140	101	-	-	4	-	-	-	-												
Mich.	41	29	-	2	1,472	1,391	-	-	-												
Wis.	17	19	-	-	160	201	-	-	-												
W.N. CENTRAL	97	73	1	2	40	91	-	-	-												
Minn.	40	28	1	1	-	-	-	-	-												
Iowa	7	9	-	-	N	N	-	-	-												
Mo.	31	23	-	1	2	2	-	-	-												
N. Dak.	1	2	-	-	9	65	-	-	-												
S. Dak.	4	2	-	-	29	24	-	-	-												
Nebr.	3	2	-	-	-	-	-	-	-												
Kans.	11	7	-	-	-	-	-	-	N												
S. ATLANTIC	335	539	7	8	536	599	-	-	-												
Del.	-	5	-	-	1	2	-	-	-												
Md.	52	46	1	2	-	-	-	-	-												
D.C.	21	6	-	-	5	8	-	-	-												
Va.	46	31	-	2	37	143	-	-	-												
W. Va.	7	6	-	-	407	367	-	-	N												
N.C.	37	43	1	2	-	N	-	-	-												
S.C.	38	30	-	-	86	79	-	-	-												
Ga.	9	173	2	-	-	-	-	-	-												
Fla.	125	199	3	2	-	-	-	-	-												
E.S. CENTRAL	103	120	1	-	-	-	-	-	-												
Ky.	25	13	1	-	N	N	-	-	-												
Tenn.	58	41	-	-	-	-	-	-	-												
Ala.	20	35	-	-	-	-	-	-	-												
Miss.	-	31	-	-	-	-	-	-	-												
W.S. CENTRAL	49	467	3	7	1,020	1,622	-	-	-												
Ark.	19	30	-	-	-	-	-	-	-												
La.	-	-	-	-	53	33	-	-	-												
Okla.	30	36	-	-	-	-	-	-	-												
Tex.	-	401	3	7	967	1,589	-	-	-												
MOUNTAIN	40	103	2	2	972	777	-	-	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	-	-	-	38	14	-	-	-												
Colo.	8	21	-	-	668	564	-	-	-												
N. Mex.	1	7	-	-	48	25	-	-	-												
Ariz.	28	45	1	1	-	-	-	-	-												
Utah	3	14	1	1	218	174	-	-	-												
Nev.	-	16	-	-	-	-	-	-	-												
PACIFIC	364	588	11	16	-	-	-	-	-												
Wash.	51	46	-	1	N	N	-	-	-												
Oreg.	21	17	1	1	-	-	-	-	-												
Calif.	254	489	6	9	-	-	-	-	-												
Alaska	9	8	-	-	-	-	-	-	-												
Hawaii	29	28	4	5	-	-	-	-	-												
Guam	-	13	-	-	-	18	-	-	-												
P.R.	-	12	-	-	52	91	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


