
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 22, 2006 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2006
Giardiasis cummulative for 2005
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2006
Gonorrhea cummulative for 2005
Haemophilus influenzae, invasive, All ages, all serotypes current week
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2005

tab delimited data:
test
UNITED STATES	162	319	946	3,811	4,789	3,688	6,466	8,250	94,088	97,417	21	37	115	604	819						
NEW ENGLAND	36	28	71	300	458	101	109	286	1,490	1,530	1	3	12	42	56						
Conn.	25	0	37	82	104	53	42	239	474	391	-	0	8	8	17						
Maine	2	3	11	21	42	-	2	6	39	43	-	0	1	5	3						
Mass.	1	12	34	131	175	33	48	76	740	877	-	2	5	21	20						
N.H.	-	1	7	9	18	8	4	9	73	43	-	0	3	3	-						
R.I.	8	0	25	20	21	7	8	25	146	163	1	0	7	2	6						
Vt.	-	3	15	37	98	-	1	4	18	13	-	0	2	3	10						
MID. ATLANTIC	24	61	264	674	927	484	644	1,015	9,238	9,960	3	7	28	111	143						
N.J.	-	7	18	55	160	94	102	150	1,277	1,711	-	1	4	2	20						
N.Y. (Upstate)	19	22	237	277	258	147	123	455	1,815	1,940	2	2	25	40	44						
N.Y. City	2	15	32	144	278	86	181	402	2,737	2,925	-	1	4	12	26						
Pa.	3	16	29	198	231	157	215	390	3,409	3,384	1	3	8	57	53						
E.N. CENTRAL	11	56	114	552	800	548	1,374	1,984	22,172	18,548	7	6	14	84	133						
Ill.	-	13	32	24	209	139	386	761	5,100	4,816	-	1	5	14	37						
Ind.	N	0	0	N	N	148	161	229	2,647	2,398	5	1	6	19	25						
Mich.	2	14	29	194	210	248	265	826	7,837	2,883	-	0	3	14	10						
Ohio	9	16	34	226	173	13	380	681	4,669	6,717	2	2	6	27	48						
Wis.	-	15	39	108	208	-	120	172	1,919	1,734	-	1	3	10	13						
W.N. CENTRAL	3	34	229	350	564	183	361	461	5,080	5,651	-	1	12	27	35						
Iowa	-	5	14	64	71	22	32	54	493	458	-	0	0	-	1						
Kans.	1	4	9	45	47	39	48	124	721	765	-	0	2	3	1						
Minn.	-	10	220	78	263	-	63	88	627	1,060	-	0	9	10	16						
Mo.	2	10	32	121	121	92	181	240	2,737	2,859	-	0	7	12	13						
Nebr.	-	2	6	20	34	27	21	56	370	376	-	0	2	2	3						
N. Dak.	-	0	3	3	1	-	2	6	26	26	-	0	2	-	1						
S. Dak.	-	2	7	19	27	3	6	15	106	107	-	0	0	-	-						
