
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 18, 2006 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	8,696	18,483	21,772	90,955	124,645	39	76	799	313	663	22	70	851	264	234						
NEW ENGLAND	360	599	1,513	3,190	3,866	-	0	0	-	-	1	4	34	11	12						
Conn.	-	150	1,176	229	789	N	0	0	N	N	-	0	14	2	3						
Maine	-	41	74	221	301	N	0	0	N	N	-	0	2	2	1						
Mass.	273	276	417	1,925	1,925	-	0	0	-	-	-	2	16	4	3						
N.H.	1	34	64	194	245	-	0	0	-	-	1	0	3	2	3						
R.I.	59	64	99	446	458	-	0	0	-	-	-	0	5	-	-						
Vt.	27	19	43	175	148	-	0	0	-	-	-	0	5	1	2						
MID. ATLANTIC	1,223	2,264	3,537	11,058	14,374	-	0	0	-	-	3	10	601	48	39						
N.J.	53	361	529	863	2,528	N	0	0	N	N	-	0	11	-	2						
N.Y. (Upstate)	535	498	1,601	1,958	2,003	N	0	0	N	N	2	3	562	8	8						
N.Y. City	323	674	1,189	4,174	4,785	-	0	0	-	-	-	2	15	12	12						
Pa.	312	706	1,085	4,063	5,058	N	0	0	N	N	1	4	21	28	17						
E.N. CENTRAL	1,043	3,077	4,060	14,906	19,277	1	0	3	4	1	5	12	162	50	44						
Ill.	-	882	1,700	3,759	4,645	-	0	0	-	-	-	1	16	4	8						
Ind.	342	387	558	2,673	2,806	N	0	0	N	N	-	1	13	2	2						
Mich.	458	542	1,015	4,628	2,528	-	0	3	2	1	1	2	7	11	5						
Ohio	146	804	1,446	2,658	6,471	1	0	1	2	-	4	4	109	26	14						
Wis.	97	380	495	1,188	2,827	N	0	0	N	N	-	4	38	7	15						
W.N. CENTRAL	375	1,109	1,302	6,148	7,967	-	0	3	-	-	2	8	51	28	32						
Iowa	-	142	221	932	888	N	0	0	N	N	-	1	11	3	6						
Kans.	-	145	263	971	1,124	N	0	0	N	N	-	0	5	5	4						
Minn.	-	227	294	453	1,704	-	0	3	-	-	2	2	10	14	6						
Mo.	245	437	525	2,645	3,025	-	0	1	-	-	-	2	37	5	14						
Nebr.	74	98	200	605	689	-	0	1	-	-	-	0	2	1	-						
N. Dak.	1	24	48	179	158	N	0	0	N	N	-	0	1	-	-						
S. Dak.	55	52	119	363	379	-	0	0	-	-	-	0	4	-	2						
S. ATLANTIC	2,729	3,382	4,677	18,520	23,682	-	0	1	2	-	9	12	53	88	45						
Del.	61	68	92	482	427	N	0	0	N	N	-	0	2	-	-						
D.C.	-	67	103	105	500	-	0	0	-	-	2	0	3	4	-						
Fla.	808	862	1,008	5,631	5,672	N	0	0	N	N	3	5	28	30	16						
Ga.	4	600	1,135	294	3,393	-	0	0	-	-	-	2	12	28	11						
Md.	387	358	525	2,414	2,277	-	0	1	2	-	-	0	4	4	5						
N.C.	694	533	1,743	4,784	4,660	N	0	0	N	N	4	1	10	20	7						
S.C.	204	328	1,418	1,303	3,204	-	0	0	-	-	-	0	4	-	-						
Va.	491	425	841	2,798	3,251	-	0	0	-	-	-	1	8	2	2						
W. Va.	80	46	355	709	298	N	0	0	N	N	-	0	3	-	4						
E.S. CENTRAL	947	1,343	2,188	7,582	9,200	-	0	0	-	-	-	3	21	3	6						
Ala.	-	314	1,048	1,402	1,785	-	0	0	-	-	-	0	3	2	3						
Ky.	177	158	408	1,375	1,777	N	0	0	N	N	-	1	20	1	1						
Miss.	260	385	801	1,495	2,713	-	0	0	-	-	-	0	1	-	1						
Tenn.	510	456	624	3,310	2,925	N	0	0	N	N	-	0	4	-	1						
W.S. CENTRAL	217	1,936	3,188	8,071	16,428	-	0	1	-	-	1	2	30	18	9						
Ark.	210	168	340	1,011	1,218	-	0	0	-	-	-	0	1	1	-						
La.	7	268	760	280	1,898	-	0	1	-	-	-	0	21	2	1						
Okla.	-	218	2,023	1,167	1,516	N	0	0	N	N	1	0	10	7	3						
Tex.	-	1,316	1,820	5,613	11,796	N	0	0	N	N	-	1	8	8	5						
MOUNTAIN	76	1,065	1,561	4,402	7,999	-	58	204	16	382	1	2	8	6	13						
Ariz.	71	327	516	2,162	2,997	-	55	204	-	363	-	0	1	-	3						
Colo.	-	254	376	991	1,964	N	0	0	N	N	-	1	3	2	4						
Idaho	-	25	236	-	224	N	0	0	N	N	-	0	2	-	-						
Mont.	-	41	171	-	350	N	0	0	N	N	-	0	3	1	-						
Nev.	-	140	465	808	1,015	-	1	4	9	15	-	0	2	-	3						
N. Mex.	-	108	281	-	733	-	0	2	-	3	-	0	2	-	2						
Utah	5	87	132	270	559	-	0	3	5	1	1	0	3	3	1						
Wyo.	-	23	43	171	157	-	0	2	2	-	-	0	2	-	-						
PACIFIC	1,726	3,167	4,239	17,078	21,852	38	28	710	291	280	-	6	49	12	34						
Alaska	67	77	121	361	446	-	0	0	-	-	-	0	2	-	-						
Calif.	1,298	2,447	3,477	13,013	16,993	38	28	710	291	280	-	3	14	-	31						
Hawaii	-	105	132	638	759	-	0	0	-	-	-	0	1	-	-						
Oreg.	-	168	315	786	1,143	-	0	0	-	-	-	1	20	12	3						
Wash.	361	366	485	2,280	2,511	N	0	0	N	N	-	0	35	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	76	141	490	466	N	0	0	N	N	N	0	0	N	N						
V.I.	-	4	12	-	63	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


