
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending February 14, 2004 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral, Acute), Type B cummulative for 2004
Hepatitis (Viral, Acute), Type B cummulative for 2003
Hepatitis (Viral, Acute), Type C cummulative for 2004
Hepatitis (Viral, Acute), Type c cummulative for 2003
Legionellosis cummulative for 2004
Legionellosis cummulative for 2003
Listeriosis cummulative for 2004
Listeriosis cummulative for 2003
Lyme Disease cummulative for 2004
Lyme Disease cummulative for 2003

tab delimited data:
test
UNITED STATES	453	1,363	165	335	124	264	41	80	477	879											
NEW ENGLAND	18	30	-	-	1	4	1	2	5	36											
Maine	-	-	-	-	-	-	-	-	-	-											
N.H.	-	-	-	-	-	-	-	1	-	-											
Vt.	1	1	-	-	-	1	-	-	-	3											
Mass.	17	19	-	-	-	2	-	1	1	33											
R.I.	-	-	-	-	-	-	-	-	-	-											
Conn.	-	10	U	U	1	1	1	-	4	-											
MID. ATLANTIC	41	125	13	10	23	24	8	13	404	653											
Upstate N.Y.	5	4	1	1	3	3	1	2	127	168											
N.Y. City	1	55	-	-	-	5	1	4	-	-											
N.J.	17	29	-	-	4	3	3	2	39	135											
Pa.	18	37	12	9	16	13	3	5	238	350											
E.N. CENTRAL	30	67	8	16	37	36	4	5	11	21											
Ohio	20	23	1	1	26	16	3	1	11	4											
Ind.	-	-	-	-	1	1	-	-	-	2											
Ill.	-	-	-	3	-	8	-	3	-	-											
Mich.	10	29	7	12	9	11	-	1	-	-											
Wis.	-	15	-	-	1	-	1	-	U	15											
W.N. CENTRAL	35	37	79	29	4	2	-	2	10	3											
Minn.	2	2	-	-	-	-	-	1	3	-											
Iowa	-	1	-	-	-	1	-	-	2	2											
Mo.	32	30	79	29	3	-	-	-	3	1											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	-	-	1	-	-	-	-	-											
Nebr.	1	3	-	-	-	-	-	1	-	-											
Kans.	-	1	-	-	-	1	-	-	2	-											
S. ATLANTIC	167	820	28	85	31	168	13	42	37	133											
Del.	1	1	-	-	1	-	N	N	-	14											
Md.	12	11	2	2	5	9	2	1	28	32											
D.C.	1	-	-	-	-	-	-	-	-	-											
Va.	7	4	1	-	2	2	-	-	-	-											
W. Va.	-	-	1	-	-	-	1	-	-	-											
N.C.	23	16	1	1	5	2	3	1	5	6											
S.C.	-	-	-	-	-	-	-	1	-	-											
Ga.	48	152	5	3	5	4	4	1	-	1											
Fla.	75	636	18	79	13	151	3	38	4	80											
E.S. CENTRAL	27	40	25	11	4	1	1	3	-	6											
Ky.	3	6	2	2	1	-	1	-	-	-											
Tenn.	13	6	23	2	2	1	-	-	-	1											
Ala.	2	13	-	1	1	-	-	2	-	-											
Miss.	9	15	-	6	-	-	-	1	-	5											
W.S. CENTRAL	5	89	5	173	2	14	-	3	-	14											
Ark.	1	9	-	1	-	-	-	-	-	-											
La.	4	17	4	23	-	-	-	-	-	2											
Okla.	-	5	-	-	1	2	-	-	-	-											
Tex.	-	58	1	149	1	12	-	3	-	12											
MOUNTAIN	56	70	2	3	9	5	4	6	2	2											
Mont.	-	2	-	-	-	-	-	1	-	-											
Idaho	1	1	-	-	1	1	-	-	-	1											
Wyo.	1	1	-	-	2	-	-	-	1	-											
Colo.	7	8	-	2	1	-	-	3	-	-											
N. Mex.	1	4	-	-	-	-	-	-	-	-											
Ariz.	36	39	1	-	2	2	3	2	-	-											
Utah	4	4	-	-	2	1	-	-	1	-											
Nev.	6	11	1	1	1	1	1	-	-	1											
PACIFIC	74	85	5	8	13	10	10	4	8	11											
Wash.	6	2	1	-	2	-	2	-	1	-											
Oreg.	13	16	1	2	N	N	3	-	1	3											
Calif.	55	65	2	5	11	10	5	4	6	8											
Alaska	-	-	-	-	-	-	-	-	-	-											
Hawaii	-	2	1	1	-	-	-	-	N	N											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	1	9	-	-	-	-	-	-	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


